# de trous,# of Holes,Address,Adresse,Club Type,Course Par,Emplacement,Location,Par du parcours,Phone,Site Web,Total Yards,Type de club,Téléphone,Verges totales,Website,url
,36,"https://www.google.com/maps/place/851 Chemin Cherrier  L'Île-Bizard,QC H9E 1C3",,Private,,,"L'Île-Bizard, QC",,(514) 626-3992,,,,,,https://www.elmridgecc.com,https://www.golfcanada.ca/golf-facility/elm-ridge-country-club-en/
,9,"https://www.google.com/maps/place/PO Box 460  Unity,SK S0K 4L0",,Public,Par 70,,"Unity, SK",,(306) 228-3688,,6372,,,,,https://www.golfcanada.ca/golf-facility/unity-golf-club-en/
,18,"https://www.google.com/maps/place/401 Montée Morel  Sainte-Anne-des-Plaines,QC J5N 2T3",,Semi-private,Par 72,,"Sainte-Anne-des-Plaines, QC",,450-478-1112,,6818,,,,https://www.golfchampetre.com,https://www.golfcanada.ca/golf-facility/champetre-club-de-golf-le-en/
,9,"https://www.google.com/maps/place/PO Box 260  Chase,BC V0E 1M0",,Public,Par 63,,"Chase, BC",,(250) 679-3021,,3823,,,,,https://www.golfcanada.ca/golf-facility/sunshore-golf-course-en/
,18,"https://www.google.com/maps/place/100 Youville Street Box 111 Winnipeg,MB R2H 2S1",,Semi-private,Par 72,,"Winnipeg, MB",,(204) 233-2497,,6348,,,,https://www.stbonifacegolfclub.com,https://www.golfcanada.ca/golf-facility/st-boniface-golf-club-en/
,18,"https://www.google.com/maps/place/2745 Merrittville Hwy  Fonthill,ON L0S 1E6",,Public,Par 57,,"Fonthill, ON",,905-641-8088,,2757,,,,,https://www.golfcanada.ca/golf-facility/brock-golf-course-en/
,18,"https://www.google.com/maps/place/59213 Range Rd 40  Barrhead,AB T7N 1A1",,Public,Par 72,,"Barrhead, AB",,(780) 674-3053,,6644,,,,https://www.golfbarrhead.com,https://www.golfcanada.ca/golf-facility/barrhead-golf-club-en/
,18,"https://www.google.com/maps/place/Box 10  Binbrook,ON L0R 1C0",,Semi-private,Par 71,,"Binbrook, ON",,(905) 692-3592,,6363,,,,https://southbrookgolf.ca,https://www.golfcanada.ca/golf-facility/southbrook-golf-country-club-en/
,18,"https://www.google.com/maps/place/2650 Route Louis-Cyr 2650 Route Louis-Cyr Saint-Jean-de-Matha,QC J0K 2S0",,Public,Par 72,,"Saint-Jean-de-Matha, QC",,(450) 886-9321,,6504,,,,,https://www.golfcanada.ca/golf-facility/st-jean-de-matha-club-de-golf-en/
,18,"https://www.google.com/maps/place/PO Box 10  Gananoque,ON K7G 2T6",,Semi-private,Par 72,,"Gananoque, ON",,(613) 659-4999,,6275,,,,https://www.smugglersglen.com,https://www.golfcanada.ca/golf-facility/smugglers-glen-golf-club-en/
18,,,"https://www.google.com/maps/place/PO Box 10  Gananoque,ON K7G 2T6",,,"Gananoque, ON",,Par 72,,https://www.smugglersglen.com,,Semi-privé,(613) 659-4999,6275,,https://www.golfcanada.ca/fr/golf-facility/smugglers-glen-golf-club-fr/
,18,"https://www.google.com/maps/place/128 Governor's Road East  Saint George,ON N0E 1N0",,Semi-private,Par 71,,"Saint George, ON",,1-888-833-8787,,5527,,,,https://www.golfbrantvalley.ca,https://www.golfcanada.ca/golf-facility/brant-valley-golf-club-en/
,18,"https://www.google.com/maps/place/P.O. Box 426  Vulcan,AB T0L 2B0",,Public,Par 70,,"Vulcan, AB",,(403) 485-2553,,6306,,,,https://www.golfvulcan.com,https://www.golfcanada.ca/golf-facility/vulcan-golf-country-club-en/
,18,"https://www.google.com/maps/place/PO Box 1215  Chase,BC V0E 1M0",,Public,Par 72,,"Chase, BC",,(250) 679-3090,,7129,,,,https://www.talkingrock.ca,https://www.golfcanada.ca/golf-facility/talking-rock-golf-resort-en/
,18,"https://www.google.com/maps/place/18 Fairway Dr.  Stony Plain,AB T7Z 1M3",,Public,Par 72,,"Stony Plain, AB",,(780) 963-2133,,6682,,,,https://www.stonyplaingolf.ca,https://www.golfcanada.ca/golf-facility/stony-plain-golf-course-en/
,18,"https://www.google.com/maps/place/51418 Alberta Highway 21  Sherwood Park,AB T8B 1K9",,Private,Par 71,,"Sherwood Park, AB",,(780) 467-2025,,6365,,,,https://www.belvederegcc.com,https://www.golfcanada.ca/golf-facility/belvedere-golf-country-club-en/
,18,"https://www.google.com/maps/place/1412 County Rd 64 1412 County Rd 64 Carrying Place,ON K0K 1L0",,Semi-private,Par 71,,"Carrying Place, ON",,(613) 475-2155,,6024,,,,,https://www.golfcanada.ca/golf-facility/barcovan-golf-club-en/
,27,"https://www.google.com/maps/place/12600 Bramalea Rd  Caledon East,ON L7C 2P3",,Public,,,"Caledon East, ON",,—,,,,,,,https://www.golfcanada.ca/golf-facility/bantys-roost-golf-club-en-3/
,18,"https://www.google.com/maps/place/Golf Course Rd  Masset,BC N/A",,Public,Par 65,,"Masset, BC",,2506263500,,5059,,,,,https://www.golfcanada.ca/golf-facility/dixon-entrance-golf-course-en/
18,,,"https://www.google.com/maps/place/Golf Course Rd  Masset,BC N/A",,,"Masset, BC",,Par 65,,,,Public,2506263500,5059,,https://www.golfcanada.ca/fr/golf-facility/dixon-entrance-golf-course-fr/
,18,"https://www.google.com/maps/place/144 Racquette Hill  Digby,NS B0V 1A0",,Public,Par 71,,"Digby, NS",,(902) 245-4104,,6283,,,,,https://www.golfcanada.ca/golf-facility/digby-pines-golf-resort-and-spa-en/
,18,"https://www.google.com/maps/place/333 Boulder Creek Dr  Langdon,AB T0J 1X3",,Public,Par 72,,"Langdon, AB",,403-936-3644,,6785,,,,,https://www.golfcanada.ca/golf-facility/the-track-golf-course-en/
,18,"https://www.google.com/maps/place/79 Le Buttereau Rd  St-Ignace,NB E4X 2G5",,Public,Par 72,,"St-Ignace, NB",,(506) 876-3737,,6541,,,,https://www.clubdegolfst-ignace.com,https://www.golfcanada.ca/golf-facility/st-ignace-ltee-club-de-golf-en/
,18,"https://www.google.com/maps/place/BOX 57  Stenen,SK S0A 3X0",,Public,Par 0,,"Stenen, SK",,(306) 548-5522,,0,,,,,https://www.golfcanada.ca/golf-facility/crystal-lake-golf-club-en/
,18,T0M 0M0,,Public,Par —,,—,,—,,—,,,,,https://www.golfcanada.ca/golf-facility/caroline-district-golf-course-en/
,18,"https://www.google.com/maps/place/125 Golf Club Rd  Smiths Falls,ON K7A 4S5",,Semi-private,Par 71,,"Smiths Falls, ON",,(613) 283-3050,,6421,,,,https://www.smithsfallsgolf.com,https://www.golfcanada.ca/golf-facility/smiths-falls-golf-country-club-en/
,36,"https://www.google.com/maps/place/3000 Boulevard des Mille-Îles  Laval,QC H7J 1G1",,Semi-private,,,"Laval, QC",,(450) 666-4958,,,,,,https://www.golfstfrancois.qc.ca,https://www.golfcanada.ca/golf-facility/st-francois-club-de-golf-en/
,9,"https://www.google.com/maps/place/249, chemin Senneville  Senneville,QC H9X 3X5",,Private,Par 70,,"Senneville, QC",,(514) 457-6014,,5698,,,,https://braesidegolf.ca,https://www.golfcanada.ca/golf-facility/braeside-club-de-golf-en/
,27,"https://www.google.com/maps/place/PO Box 960  Banff,AB T1L 1J4",,Public,,,"Banff, AB",,(403) 762-6878,,,,,,https://www.banffspringsgolfclub.com,https://www.golfcanada.ca/golf-facility/banff-springs-golf-club-en/
,18,"https://www.google.com/maps/place/382 Cartwright St  Saskatoon,SK S7T 1B1",,Semi-private,,,"Saskatoon, SK",,3069564653,,,,,,https://www.willlowgolf.com,https://www.golfcanada.ca/golf-facility/the-willows-club-en/
,18,"https://www.google.com/maps/place/55307 Range Rd 251  Morinville,AB T8R 1S1",,Semi-private,Par 72,,"Morinville, AB",,(780) 939-6666,,6889,,,,https://www.cardiffgolfclub.ca,https://www.golfcanada.ca/golf-facility/cardiff-golf-country-club-en/
,9,"https://www.google.com/maps/place/Route 205  Hillview,NL A0E 2A0",,Public,Par 0,,"Hillview, NL",,(709) 546-2777,,0,,,,,https://www.golfcanada.ca/golf-facility/brookside-golf-club-en/
9,,,"https://www.google.com/maps/place/2313 17 Ave 2313 17 Ave Bowden,AB T0M 0K0",,,"Bowden, AB",,Par 72,,https://www.bowdengolf.com,,Semi-privé,4032242121,6250,,https://www.golfcanada.ca/fr/golf-facility/bowden-hi-way-golf-course-fr/
,9,"https://www.google.com/maps/place/2313 17 Ave 2313 17 Ave Bowden,AB T0M 0K0",,Semi-private,Par 72,,"Bowden, AB",,4032242121,,6250,,,,https://www.bowdengolf.com,https://www.golfcanada.ca/golf-facility/bowden-hi-way-golf-course-en/
,18,"https://www.google.com/maps/place/30 Nicklaus Dr  Bancroft,ON K0L 1C0",,Public,Par 72,,"Bancroft, ON",,(613) 332-4653,,6725,,,,,https://www.golfcanada.ca/golf-facility/bancroft-ridge-golf-club-en/
,18,"https://www.google.com/maps/place/4050 8th Street East  Saskatoon,SK S7H 5L4",,Public,Par 70,,"Saskatoon, SK",,(306) 975-3320,,5717,,,,,https://www.golfcanada.ca/golf-facility/wildwood-golf-course-en/
,9,"https://www.google.com/maps/place/101 Golf Course Rd  New Denver,BC V0G 1S1",,Public,Par 70,,"New Denver, BC",,(250) 358-2408,,5387,,,,,https://www.golfcanada.ca/golf-facility/slocan-lake-golf-club-en/
,18,"https://www.google.com/maps/place/1126 St Antoine  Vaudreuil-Dorion,QC J7V 8P2",,Public,Par 70,,"Vaudreuil-Dorion, QC",,(450) 455-2731,,5803,,,,https://www.golfvaudreuil.com,https://www.golfcanada.ca/golf-facility/vaudreuil-club-de-golf-en/
,18,"https://www.google.com/maps/place/76 Old Hill Road  Turkey Point,ON N0E 1T0",,Public,Par —,,"Turkey Point, ON",,(519) 426-6683,,—,,,,,https://www.golfcanada.ca/golf-facility/turkey-point-golf-country-club-en/
,18,"https://www.google.com/maps/place/R.R. #1 Hamer Bay Road  Mactier,ON P0C 1H0",,Public,Par 72,,"Mactier, ON",,(705) 375-2240,,6884,,,,https://www.rockycrest.ca,https://www.golfcanada.ca/golf-facility/rocky-crest-golf-club-en/
27,,,"https://www.google.com/maps/place/1567 Chemin des Patriotes  Sainte-Victoire-de-Sorel,QC J0G 1T0",,,"Sainte-Victoire-de-Sorel, QC",,,,https://www.golfcontinental.ca,,Semi-privé,4507432573,,,https://www.golfcanada.ca/fr/golf-facility/continental-club-de-golf-fr/
,27,"https://www.google.com/maps/place/1567 Chemin des Patriotes  Sainte-Victoire-de-Sorel,QC J0G 1T0",,Semi-private,,,"Sainte-Victoire-de-Sorel, QC",,4507432573,,,,,,https://www.golfcontinental.ca,https://www.golfcanada.ca/golf-facility/continental-club-de-golf-en/
,18,"https://www.google.com/maps/place/595838 Hwy 59  Woodstock,ON N4S 7W1",,Semi-private,Par 71,,"Woodstock, ON",,(519) 462-2745,,6728,,,,https://www.craigowan.com,https://www.golfcanada.ca/golf-facility/craigowan-golf-club-en/
,18,"https://www.google.com/maps/place/2524 Rothesay Road  Rothesay,NB E2H 2K7",,Private,Par 72,,"Rothesay, NB",,(506) 847-7545,,6590,,,,https://www.riversidecountryclub.ca,https://www.golfcanada.ca/golf-facility/the-riverside-country-club-en/
,18,"https://www.google.com/maps/place/16900 4th Ave 16900 4th Ave Surrey,BC V3Z 9P6",,Public,Par 72,,"Surrey, BC",,6045384818,,6368,,,,https://www.peaceportalgolf.com,https://www.golfcanada.ca/golf-facility/the-hills-at-portal-golf-club-en/
,18,"https://www.google.com/maps/place/P. O. Box 740 1025 Western Drive Crossfield,AB T0M 0S0",,Public,Par 72,,"Crossfield, AB",,(403) 946-2343,,6958,,,,https://www.collicuttgolf.com,https://www.golfcanada.ca/golf-facility/collicutt-siding-golf-club-en/
,18,"https://www.google.com/maps/place/5331 Lakeshore Dr. 5331 Lakeshore Dr. Sylvan Lake,AB T4S 1E8",,Public,Par 72,,"Sylvan Lake, AB",,(403) 887-3030,,6367,,,,https://sylvanlakegolf.com,https://www.golfcanada.ca/golf-facility/sylvan-lake-golf-country-club-en/
,18,"https://www.google.com/maps/place/Box 1378  Brooks,AB T1R 1C3",,Semi-private,Par 71,,"Brooks, AB",,(403) 362-2998,,6577,,,,https://www.brooksgolfclub.ca,https://www.golfcanada.ca/golf-facility/brooks-golf-club-en/
,18,"https://www.google.com/maps/place/175 Concession Road 21 West  Tiny,ON L9M 0T8",,Public,Par 68,,"Tiny, ON",,—,,5968,,,,,https://www.golfcanada.ca/golf-facility/thunder-highlands-golf-club-en/
,18,"https://www.google.com/maps/place/388 Route Centrale  Joly,QC G0S 1M0",,Semi-private,Par 72,,"Joly, QC",,418-415-0526,,6677,,,,https://www.jolygolf2020.com,https://www.golfcanada.ca/golf-facility/boises-de-joly-2020-club-de-golf-les-en/
,18,"https://www.google.com/maps/place/13242 10th Line 13242 10th Line Stouffville,ON L4A 7X4",,Private,Par 72,,"Stouffville, ON",,(905) 640-2949,,6138,,,,,https://www.golfcanada.ca/golf-facility/sleepy-hollow-country-club-en/
,18,"https://www.google.com/maps/place/400 Main St P-104  Saint John,NB E2K 4N5",,Public,Par —,,"Saint John, NB",,—,,—,,,,,https://www.golfcanada.ca/golf-facility/under-par-golf-en/
,18,N0C 1H0,,Public,Par —,,—,,—,,—,,,,,https://www.golfcanada.ca/golf-facility/the-ferns-golf-country-club-en/
,18,"https://www.google.com/maps/place/2400 Dalton Road  Timmins,ON P4N 7N2",,Public,Par 72,,"Timmins, ON",,—,,6626,,,,,https://www.golfcanada.ca/golf-facility/spruce-needles-golf-club-en/
,9,"https://www.google.com/maps/place/87 3rd Avenue  Sioux Lookout,ON P8T 1G7",,Semi-private,Par 70,,"Sioux Lookout, ON",,(807) 737-1800,,5840,,,,https://www.slgcc.com,https://www.golfcanada.ca/golf-facility/sioux-lookout-golf-curling-club-en/
,18,"https://www.google.com/maps/place/1255 Sandy Point Rd  Saint John,NB E2K 5E3",,Public,Par 70,,"Saint John, NB",,(506) 634-0090,,5925,,,,https://www.rockwoodgolf.ca,https://www.golfcanada.ca/golf-facility/rockwood-park-golf-club-en/
,18,"https://www.google.com/maps/place/13448 Dublin Line  Acton,ON L7J 2L7",,Private,Par 72,,"Acton, ON",,(519) 853-0904,,6663,,,,,https://www.golfcanada.ca/golf-facility/blue-springs-golf-club-en/
,36,"https://www.google.com/maps/place/200 Rue du Blainvillier  Blainville,QC J7C 4X6",,Public,,,"Blainville, QC",,4504331444,,,,,,https://www.golfblainvillier.com,https://www.golfcanada.ca/golf-facility/blainvillier-club-de-golf-le-en/
,18,"https://www.google.com/maps/place/Highway 11 East  Red Deer,AB T4E 2Z6",,Public,Par 72,,"Red Deer, AB",,(403) 343-3170,,6468,,,,,https://www.golfcanada.ca/golf-facility/balmoral-golf-course-en/
,9,"https://www.google.com/maps/place/PO Box 70  Earl Grey,SK S0G 1J0",,Public,Par 56,,"Earl Grey, SK",,—,,3470,,,,,https://www.golfcanada.ca/golf-facility/the-eddy-golf-club-en/
,18,"https://www.google.com/maps/place/475 Rue Saint-Louis  Gatineau,QC J8P 8B6",,Public,Par 72,,"Gatineau, QC",,(819) 663-4460,,6379,,,,,https://www.golfcanada.ca/golf-facility/tecumseh-club-de-golf-en/
,9,"https://www.google.com/maps/place/Box 134  Radium Hot Springs,BC V0A 1M0",,Public,Par 66,,"Radium Hot Springs, BC",,(250) 347-6500,,4823,,,,https://spurvalley.com/golf.htm,https://www.golfcanada.ca/golf-facility/spur-valley-golf-resort-en/
,18,"https://www.google.com/maps/place/2000 Silvertip Trail  Canmore,AB T1W 3J4",,Public,Par 72,,"Canmore, AB",,(403) 678-1600,,7173,,,,https://www.silvertipresort.com,https://www.golfcanada.ca/golf-facility/silvertip-golf-resort-en/
,18,—,,Public,Par 62,,"Thornton, ON",,—,,3121,,,,,https://www.golfcanada.ca/golf-facility/the-wilds-at-cedar-valley-golf-course-en/
,27,T5Y 6L2,,Semi-private,,,"Edmonton, AB",,780.477.8437,,,,,,,https://www.golfcanada.ca/golf-facility/the-quarry-golf-club-en/
,18,"https://www.google.com/maps/place/PO Box 9  Ma-Me-O Beach,AB T0C 1X0",,Public,,,"Ma-Me-O Beach, AB",,4035862254,,,,,,https://www.blackbullgolf.com,https://www.golfcanada.ca/golf-facility/black-bull-golf-course-en/
,18,"https://www.google.com/maps/place/505, route 279  Saint-Damien-de-Buckland,QC G0R 2Y0",,Semi-private,Par 72,,"Saint-Damien-de-Buckland, QC",,(418) 789-2008,,6558,,,,https://www.golfbellechasse.com,https://www.golfcanada.ca/golf-facility/bellechasse-club-de-golf-en/
,18,"https://www.google.com/maps/place/1 The Master's South  Whitchurch-Stouffville,ON L4A 1M2",,Public,Par 72,,"Whitchurch-Stouffville, ON",,(905) 640-6333,,6545,,,,https://www.ballantraegolfclub.com,https://www.golfcanada.ca/golf-facility/ballantrae-golf-club-en/
,18,"https://www.google.com/maps/place/41050 Trans Canada Hwy  Sardis,BC V2R 4J1",,Public,Par 72,,"Sardis, BC",,(604) 823-4653,,6934,,,,https://www.royalwoodgolf.com,https://www.golfcanada.ca/golf-facility/royalwood-golf-club-en/
,18,"https://www.google.com/maps/place/PO Box 31  Roblin,MB R0L 1P0",,Public,Par 70,,"Roblin, MB",,(204) 937-4774,,6190,,,,,https://www.golfcanada.ca/golf-facility/roblin-golf-country-club-en/
,18,"https://www.google.com/maps/place/3950 Cromarty Drive  Putnam,ON N0L 2B0",,Semi-private,Par 71,,"Putnam, ON",,1-888-833-8787,,5908,,,,,https://www.golfcanada.ca/golf-facility/tamarack-ridge-golf-club-en/
,18,"https://www.google.com/maps/place/5101 Upper Booth Road S  Kelowna,BC V1X 7V8",,Semi-private,Par 72,,"Kelowna, BC",,(250) 765-7700,,6500,,,,https://www.sunsetranchbc.com,https://www.golfcanada.ca/golf-facility/sunset-ranch-golf-country-club-en/
,18,"https://www.google.com/maps/place/2054 Gordon Street  Guelph,ON N1L 1G6",,Semi-private,Par 70,,"Guelph, ON",,(519) 821-4655,,5381,,,,,https://www.golfcanada.ca/golf-facility/springfield-golf-country-club-en/
,18,"https://www.google.com/maps/place/PO Box 123  Fallis,AB T0E 0V0",,Public,Par 72,,"Fallis, AB",,—,,6295,,,,https://www.golfthesands.com,https://www.golfcanada.ca/golf-facility/silver-sands-golf-course-en/
,9,"https://www.google.com/maps/place/3rd Avenue, PO Box 382  Foremost,AB T0K 0X0",,Public,Par 72,,"Foremost, AB",,(403) 867-3983,,5976,,,,,https://www.golfcanada.ca/golf-facility/foremost-golf-club-en/
,18,"https://www.google.com/maps/place/PO Box 388, Hwy 34  Debolt,AB T0H 0Y0",,Public,Par 0,,"Debolt, AB",,(780) 957-2150,,0,,,,,https://www.golfcanada.ca/golf-facility/debolt-golf-country-club-en/
,18,"https://www.google.com/maps/place/1235 Villiers Line, RR #1 1235 Villiers Line, RR #1 Keene,ON K0L 2G0",,Semi-private,Par 71,,"Keene, ON",,(705) 295-3673,,6577,,,,,https://www.golfcanada.ca/golf-facility/bellmere-winds-golf-resort-en/
18,,,"https://www.google.com/maps/place/185 Golf Club Rd  Hannon,ON L0R 1P0",,,"Hannon, ON",,Par 72,,https://www.golfscenicwoods.ca,,Semi-privé,1-888-833-8787,6433,,https://www.golfcanada.ca/fr/golf-facility/scenic-woods-golf-club-fr/
,18,"https://www.google.com/maps/place/185 Golf Club Rd  Hannon,ON L0R 1P0",,Semi-private,Par 72,,"Hannon, ON",,1-888-833-8787,,6433,,,,https://www.golfscenicwoods.ca,https://www.golfcanada.ca/golf-facility/scenic-woods-golf-club-en/
,18,"https://www.google.com/maps/place/Box 908  St. Marys,ON N4X 1B6",,Semi-private,Par 72,,"St. Marys, ON",,(519) 284-3704,,6357,,,,https://www.stmarysgolf.com,https://www.golfcanada.ca/golf-facility/st-marys-golf-country-club-en/
,54,"https://www.google.com/maps/place/4632 Stouffville Road  Stouffville,ON L4A 7X5",,Private,,,"Stouffville, ON",,(905) 640-3633,,,,,,,https://www.golfcanada.ca/golf-facility/spring-lakes-golf-club-en/
,18,"https://www.google.com/maps/place/21114 Yonge Street, RR#1  Newmarket,ON L3Y 4V8",,Public,Par 72,,"Newmarket, ON",,(905) 836-8070,,7029,,,,https://www.silverlakesgolf.com,https://www.golfcanada.ca/golf-facility/silver-lakes-golf-country-club-en/
,18,"https://www.google.com/maps/place/1281 Hwy #37 R.R. # 1  Corbyville,ON K0K 1V0",,Public,Par 72,,"Corbyville, ON",,(613) 477-1831,,6652,,,,,https://www.golfcanada.ca/golf-facility/trillium-wood-golf-club-en/
,—,"https://www.google.com/maps/place/PO BOX 533  Consort,AB T0C 1B0",,Public,Par 72,,"Consort, AB",,403-577-2525,,5954,,,,,https://www.golfcanada.ca/golf-facility/the-consort-golf-club-en/
,18,"https://www.google.com/maps/place/3800 Friday Drive  Innisfil,ON L9S 0J7",,Semi-private,Par 72,,"Innisfil, ON",,—,,7101,,,,,https://www.golfcanada.ca/golf-facility/the-nest-at-friday-harbour-en/
,18,"https://www.google.com/maps/place/PO Box 174 PO Box 174 Petawawa,ON K8H 2X2",,Public,Par 72,,"Petawawa, ON",,(613) 735-4444,,6335,,,,https://www.roanokegolf.ca,https://www.golfcanada.ca/golf-facility/roanoke-golf-club-en/
,18,"https://www.google.com/maps/place/138 Selkirk Park Rd  Belfast,PE C0A 1A0",,Public,Par 74,,"Belfast, PE",,9026592794,,6418,,,,https://www.peisland.com/belfast/,https://www.golfcanada.ca/golf-facility/belfast-highland-greens-golf-course-en/
18,,,"https://www.google.com/maps/place/138 Selkirk Park Rd  Belfast,PE C0A 1A0",,,"Belfast, PE",,Par 74,,https://www.peisland.com/belfast/,,Public,9026592794,6418,,https://www.golfcanada.ca/fr/golf-facility/belfast-highland-greens-golf-course-fr/
,18,"https://www.google.com/maps/place/12 Baddeck Forks Rd, PO Box 30  Baddeck,NS B0E 1B0",,Public,Par 70,,"Baddeck, NS",,(902) 295-2174,,5526,,,,,https://www.golfcanada.ca/golf-facility/baddeck-forks-golf-recreation-ltd-en/
,18,"https://www.google.com/maps/place/85162 rd 38E  Libau,MB R0E 1C0",,Public,Par 72,,"Libau, MB",,(204) 265-6444,,6490,,,,,https://www.golfcanada.ca/golf-facility/mars-sandhills-golf-course-en/
,36,"https://www.google.com/maps/place/465 Sunningdale Road, West  London,ON N6G 5B9",,Private,,,"London, ON",,(519) 660-8063,,,,,,https://www.sunningdalegolf.com,https://www.golfcanada.ca/golf-facility/sunningdale-golf-country-club-en/
,18,"https://www.google.com/maps/place/Rte 153 Greenmount Rd  St. Felix,PE C0B 2B0",,Public,Par 72,,"St. Felix, PE",,—,,5992,,,,,https://www.golfcanada.ca/golf-facility/st-felix-golf-country-club-en/
,18,"https://www.google.com/maps/place/1430 Concession 2 Rd W 1430 Concession 2 Rd W Copetown,ON L0R 1J0",,Public,Par 72,,"Copetown, ON",,—,,6717,,,,https://www.copetownwoods.com,https://www.golfcanada.ca/golf-facility/copetown-woods-golf-club-en/
,18,"https://www.google.com/maps/place/5106 66 Street  Camrose,AB T4V 3E6",,Public,Par 71,,"Camrose, AB",,(780) 672-2691,,6149,,,,https://www.camrose.com/leisure/golf/,https://www.golfcanada.ca/golf-facility/camrose-golf-group-en/
,27,"https://www.google.com/maps/place/RR  # 2  New Norway,AB T0B 3L0",,Public,,,"New Norway, AB",,(780) 855-3982,,,,,,https://www.silvercreekgolfcourse.com,https://www.golfcanada.ca/golf-facility/silver-creek-golf-course-en-2/
,18,"https://www.google.com/maps/place/RR # 1, Ste. 1, PO Box 25  Red Deer,AB T4N 5E1",,Public,Par 0,,"Red Deer, AB",,(403) 342-2830,,0,,,,,https://www.golfcanada.ca/golf-facility/spirit-creek-golf-and-country-club-en/
,12,"https://www.google.com/maps/place/P.O. Box 54  Tillsonburg,ON N4G 4H3",,Public,Par 70,,"Tillsonburg, ON",,(519) 842-4142,,5726,,,,,https://www.golfcanada.ca/golf-facility/bridges-at-tillsonburg-the-en/
,36,"https://www.google.com/maps/place/65 Rue Bédard 65 Rue Bédard Boischatel,QC G0A 1H0",,Semi-private,,,"Boischatel, QC",,(418) 822-0331,,,,,,https://www.royalquebec.com,https://www.golfcanada.ca/golf-facility/royal-quebec-club-de-golf-en/
,18,"https://www.google.com/maps/place/49 Golf Ave, Pointe-Claire  Pointe-Claire,QC H9S 4N6",,Private,Par 71,,"Pointe-Claire, QC",,(514) 695-2661,,6501,,,,https://www.beaconsfieldgolfclub.ca,https://www.golfcanada.ca/golf-facility/beaconsfield-golf-club-en/
,18,"https://www.google.com/maps/place/586 Avondale Rd  Vernon River,PE C0A 2E0",,Public,Par 72,,"Vernon River, PE",,(902) 651-4653,,6768,,,,https://www.AvondaleGolf.com,https://www.golfcanada.ca/golf-facility/avondale-golf-course-en/
,18,"https://www.google.com/maps/place/P.O. Box 54  Petersfield,MB R0C 2L0",,Public,Par 72,,"Petersfield, MB",,(204) 738-4653,,6357,,,,,https://www.golfcanada.ca/golf-facility/netley-creek-golf-course-en/
,18,"https://www.google.com/maps/place/245 Markland Drive  Etobicoke,ON M9C 1R1",,Private,Par 70,,"Etobicoke, ON",,(416) 621-3400,,6423,,,,https://www.marklandwood.com,https://www.golfcanada.ca/golf-facility/markland-wood-golf-club-en/
,27,"https://www.google.com/maps/place/15731 Regional Rd 50  Caledon,ON L7E 3H9",,Semi-private,,,"Caledon, ON",,—,,,,,,https://www.gleneaglegolf.com,https://www.golfcanada.ca/golf-facility/glen-eagle-golf-club-en/
27,,,"https://www.google.com/maps/place/15731 Regional Rd 50  Caledon,ON L7E 3H9",,,"Caledon, ON",,,,https://www.gleneaglegolf.com,,Semi-privé,—,,,https://www.golfcanada.ca/fr/golf-facility/glen-eagle-golf-club-fr/
,18,"https://www.google.com/maps/place/11937 Cloverdale Rd  Winchester,ON K0C 2K0",,Public,Par 71,,"Winchester, ON",,(613) 774-0076,,6427,,,,https://www.cloverdalelinks.com,https://www.golfcanada.ca/golf-facility/cloverdale-links-en/
,18,"https://www.google.com/maps/place/8341 Nixon Rd.  Chilliwack,BC V4Z 1L3",,Public,Par 71,,"Chilliwack, BC",,604-745-4653,,6805,,,,,https://www.golfcanada.ca/golf-facility/the-falls-golf-club-en/
,18,"https://www.google.com/maps/place/6105 Shaw Road  Salmon Arm,BC V1E 2W2",,Public,Par 72,,"Salmon Arm, BC",,250-832-4727,,7026,,,,https://www.shuswapnational.com,https://www.golfcanada.ca/golf-facility/shuswap-national-en/
,18,"https://www.google.com/maps/place/100 Golf Course Rd  St. John's,NL A1A 0A6",,Semi-private,,,"St. John's, NL",,709) 726-4021,,,,,,https://www.ballyhaly.com,https://www.golfcanada.ca/golf-facility/bally-haly-country-club-en/
,18,"https://www.google.com/maps/place/595 Falmouth Back Rd 595 Falmouth Back Rd Falmouth,NS B0P 1P0",,Semi-private,Par 71,,"Falmouth, NS",,(902) 798-4654,,6040,,,,https://avonvalleygolf.com,https://www.golfcanada.ca/golf-facility/avon-valley-golf-country-club-en/
,18,"https://www.google.com/maps/place/169 Rte 201  Coteau-du-Lac,QC J0P 1B0",,Public,Par 70,,"Coteau-du-Lac, QC",,4507632200,,6333,,,,https://www.golfriviererouge.ca,https://www.golfcanada.ca/golf-facility/riviere-rouge-club-de-golf-en/
,18,T1L 1H8,,Public,Par —,,"Banff,",,—,,—,,,,,https://www.golfcanada.ca/golf-facility/vip-golf-en/
,18,"https://www.google.com/maps/place/18543 Woodbine Ave  Sharon,ON L0G 1V0",,Public,Par 72,,"Sharon, ON",,(905) 478-4211,,6654,,,,,https://www.golfcanada.ca/golf-facility/shawneeki-golf-club-en/
,18,—,,Public,Par —,,—,,—,,—,,,,,https://www.golfcanada.ca/golf-facility/tomahawk-trails-golf-club-en/
,18,"https://www.google.com/maps/place/850 Sunninghill Avenue  London,ON N6H 3L9",,Public,,,"London, ON",,(519) 661-4440,,,,,,,https://www.golfcanada.ca/golf-facility/thames-valley-golf-course-en/
