name,source,created_by,addr:city,addr:country,addr:housenumber,addr:postcode,addr:province,addr:street,addr:unit,opening_hours,operator,wheelchair,sport,short_name,website,golf,landuse,source:name,phone,golf:course,FIXME,contact:facebook,natural,building,email,type,area_m2,lat,lon,province,gcid
Unknown Golf Course,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,155331.47766536905,49.123194070068436,-103.00607786395554,Saskatchewan,SN00041
Ponteix,,,,,,,,,,,,,,,,,,,,,,,,,,,155183.36681867274,49.75037910688601,-107.4857074636159,Saskatchewan,SN00169
Park Avenue,NRCan-CanVec-10.0,,,,,,,,,,,,golf,,,,,,,,,,,,,,153167.9585687374,53.13811197245561,-108.42625429024811,Saskatchewan,SN00050
Unknown Golf Course,NRCan-CanVec-10.0,,,,,,,,,,,,golf,,,,,,,,,,,,,,152456.5741341043,50.212820299378706,-103.43662020888156,Saskatchewan,SN00062
Wynyard Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,149377.95710889995,51.7667517345619,-104.1989246679672,Saskatchewan,SN00186
Unknown Golf Course,NRCan-CanVec-10.0,,,,,,,,,,,,golf,,,,,,,,,,,,,,148451.6850586265,50.406568037783344,-108.64235454467287,Saskatchewan,SN00107
Unknown Golf Course,,,,,,,,,,,,,,,,,recreation_ground,,,,,,,,,,144970.88890249713,52.07931916856654,-106.57978841488021,Saskatchewan,SN00181
Tompkins,NRCan-CanVec-10.0,,,,,,,,,,,,golf,,,,,,,,,,,,,,143764.42590077015,50.06002293728033,-108.80084149908376,Saskatchewan,SN00108
Nokomis,NRCan-CanVec-10.0,,,,,,,,,,,,golf,,,,,,,,,,,,,,140454.33638049307,51.5140140961543,-105.00428903920832,Saskatchewan,SN00071
Morse,NRCan-CanVec-10.0,,,,,,,,,,,,golf,,,,,,,,,,,,,multipolygon,139158.47309961577,50.414090503157276,-107.02993148718932,Saskatchewan,SN00005
Grenfell,NRCan-CanVec-10.0,,,,,,,,,,,,golf,,,,,,,,,,,,,,135834.0759935973,50.412851284393675,-102.94268492939932,Saskatchewan,SN00135
Unknown Golf Course,NRCan-CanVec-10.0,,,,,,,,,,,,golf,,,,,,,,,,,,,,133774.38041067743,49.55107230682476,-104.92612467711017,Saskatchewan,SN00069
Unknown Golf Course,NRCan-CanVec-8.0,,,,,,,,,,,,golf,,,,,,,,,,,,,,131346.58257815905,51.85397405372272,-102.43892156962204,Saskatchewan,SN00032
Grenfell,NRCan-CanVec-10.0,,,,,,,,,,,,golf,,,,,,,,,,,,,,131175.84392218647,50.40988541958985,-102.94226768147603,Saskatchewan,SN00060
Emerald Park,,,,,,,,,,,,,,,,,,,,,,,,,,,130089.35105856428,50.44517577954007,-104.39572401046125,Saskatchewan,SN00160
2-18 Sapphire Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,129947.26390158541,50.43713589722294,-104.37952796063611,Saskatchewan,SN00163
Golf Course,NRCan-CanVec-10.0,,,,,,,,,,Eagle Creek Regional Park,,golf,,,,,,,,,,,,,,128883.37689920176,52.21075145189082,-107.39412017421286,Saskatchewan,SN00134
Streambank Golf Course,,,,,,,,,,,,,,,https://www.townofeastend.com/p/streambank-golf-course-,,,,+1-306-295-3792,,,https://www.facebook.com/streambankgolfcourse/about,,,golfeastend@outlook.com,,123094.57475234741,49.51807977349361,-108.82022980167825,Saskatchewan,SN00206
Unknown Golf Course,NRCan-CanVec-10.0,,,,,,,,,,,,golf,,,,,,,,,,,,,,120807.94837745128,52.059861632912046,-104.2548314516869,Saskatchewan,SN00076
Wadena,NRCan-CanVec-10.0,,,,,,,,,,,,golf,,,,,,,,,,,,,,120108.30896065946,51.951323397924675,-103.79122012489263,Saskatchewan,SN00075
Unknown Golf Course,NRCan-CanVec-10.0,,,,,,,,,,,,golf,,,,,,,,,,,,,,118044.81226052181,53.83971316742936,-107.01868204851489,Saskatchewan,SN00142
Blaine Lake Citizens Golf Course,,,,,,,,,,,,,golf,,,,,,,,,,,,,,117482.79038726527,52.82583831589122,-106.89279751640854,Saskatchewan,SN00131
Strasbourg,,,,,,,,,,,,,golf,,,,,,,,,,,,,,109790.3077516991,51.06847448370916,-104.93989568295447,Saskatchewan,SN00203
Lakeview Par 3,,,,,,,,,,,,,,,,,,,,,,,,,,,99737.33503155845,50.428227229150274,-104.63825351558415,Saskatchewan,SN00057
Unknown Golf Course,NRCan-CanVec-10.0,,,,,,,,,,,,golf,,,,,,,,,,,,,,84228.23636707818,52.49910870176043,-107.71174789789282,Saskatchewan,SN00133
Emerald Park,,,,,,,,,,,,,,,,,,,,,,,,,,,83486.59691376466,50.432227262387265,-104.37521013063107,Saskatchewan,SN00162
Tugaske,NRCan-CanVec-10.0,,,,,,,,,,,,golf,,,,,,,,,,,,,,81930.30757107676,50.87647985424164,-106.28394909098235,Saskatchewan,SN00088
Emerald Park,,,,,,,,,,,,,,,,,,,,,,,,,,,78202.67500857257,50.432327519696756,-104.38357281712196,Saskatchewan,SN00161
Unknown Golf Course,CanVec 6.0 - NRCan,,,,,,,,,,,,golf,,,,,,,,,,,,,,71044.08661476617,51.86529305839195,-101.92904523675612,Saskatchewan,SN00026
Cudworth,NRCan-CanVec-10.0,,,,,,,,,,,,golf,,,,,,,,,,,,,,64108.41273604278,52.48736202391176,-105.7435413683012,Saskatchewan,SN00077
Valley Road Par 3 Golf Course,,,,,,,,,,,,limited,,,,,,,,,,,,,,,63582.8899342205,52.06213482074407,-106.73620891500312,Saskatchewan,SN00211
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,63089.22369302566,50.503925126269635,-104.8069031729602,Saskatchewan,SN00156
Unknown Golf Course,NRCan-CanVec-10.0,,,,,,,,,,,,golf,,,,,,,,,,,,,,60491.54967026495,50.2942023802537,-109.88118988907547,Saskatchewan,SN00114
Unknown Golf Course,NRCan-CanVec-10.0,,,,,,,,,,,,golf,,,,,,,,,,,,,,58318.27989092902,53.562109789459655,-105.86831230963517,Saskatchewan,SN00148
Emerald Park,,,,,,,,,,,,,,,,,,,,,,,,,,,49852.25535489088,50.43565506448108,-104.38840435681112,Saskatchewan,SN00159
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,36935.76920316344,50.50022031196099,-104.80338532317231,Saskatchewan,SN00155
Emerald Park,,,,,,,,,,,,,,,,,,,,,,,,,,,28645.498703761987,50.44339007418268,-104.39303594846096,Saskatchewan,SN00158
19th Hole Driving Range,,,,,,,,,,,,,,,,,,,,,,,,,,,26229.177157827013,52.78777087395862,-108.3232361959182,Saskatchewan,SN00053
