club,name,addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,contact:facebook,phone,website,ele,gnis:feature_id,operator,fixme,USGS-LULC:CLASS,note,source,url,alt_name,USGS-LULC:CNTYNAME,USGS-LULC:LEVEL_I,USGS-LULC:LEVEL_II,USGS-LULC:STATECTY,wikidata,wikipedia,access,opening_hours,wheelchair,sport,description,fax,golf,building,LandPro08:DE3,LandPro08:LC_NAME,LandPro08:LU_NAME,LandPro08:reviewed,old_name,start_date,ownership,mobile,golf:course,golf:par,contact:website,owner,type,addr:country,LandPro08:DE5,LandPro08:LC,LandPro08:LCLU,LandPro08:LU,facebook,area,area_m2,lat,lon,province,gcid
,Berkeley Hills Country Club,Duluth,2300,30096,GA,Pond Road,,+1-770-448-8353,https://www.berkeleyhillscc.org/,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,,,,,,,,,946902.144084115,33.949618556120456,-84.16757593250507,Georgia,GA00232
,Georgia National Country Club,McDonough,1715,30252,GA,Lake Dow Rd,,+1-770-914-9994,https://www.greenvalleygolfgroup.com/georgia-national,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,multipolygon,,,,,,,,933810.8730133636,33.4543022343717,-84.07893675870844,Georgia,GA00113
,Forest Heights Country Club,Statesboro,,30458,,,,,https://www.forestheightscc.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,932664.1530186636,32.427412131535874,-81.82729264713593,Georgia,GA00082
,Laurel Springs Golf Club,Suwanee,6400,30024,GA,Golf Club Drive,,+1-770-884-0065,https://www.invitedclubs.com/clubs/laurel-springs-golf-club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,929055.2865934434,34.09644352177748,-84.15408123260238,Georgia,GA00112
,BridgeMill Athletic Club,Canton,1190,30114,GA,BridgeMill Ave,,+1-770-345-5500,https://bridgemillathleticclub.com/,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,multipolygon,,,,,,,,925366.4779145628,34.18664893785816,-84.54839934882004,Georgia,GA00119
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922312.1172083175,31.302530865215598,-83.99211313919298,Georgia,GA00380
,Mystery Valley Golf Club,Lithonia,6094,30058,GA,Shadow Rock Drive,,+1-770-469-6913,https://www.mysteryvalleygolfassociation.com/,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,,,,,,,,,917784.8674606408,33.761513922970494,-84.13673553888174,Georgia,GA00210
,Bear Creek Golf Club,Monroe,4125,30655,GA,Lakeside Boulevard,,,https://www.bearcreekmonroe.com/,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,,,,,,,,,917708.440245587,33.78165932617096,-83.79123717543615,Georgia,GA00218
,East Lake Golf Club,Atlanta,2575,30317,GA,Alston Drive Southeast,,,https://www.eastlakegolfclub.com/,,,,,,,,,,,,,,Q2422450,,,,,,,,,,,,,,,,,+1 404-373-5722,,,,,,,,,,,,,916771.3181756134,33.74247529115788,-84.30246123479571,Georgia,GA00130
,East Lake Golf Club,Atlanta,2575,30317,GA,Alston Drive Southeast,,,https://www.eastlakegolfclub.com/,,,,,,,,,,,,,,Q2422450,,,,,,,,,,,,,,,,,+1 404-373-5722,,,,,,,,,,,,,916771.3181756134,33.74247529115788,-84.30246123479571,Georgia,GA00131
,RiverPines Golf,Johns Creek,4775,30022,GA,Old Alabama Road,,+1-770-442-5960,https://www.riverpinesgolf.com/,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,,,,,,,,,915980.6552247257,34.0086948245706,-84.22396382479685,Georgia,GA00439
,The Cartersville Country Club,,,,,,,,,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,,,,,,,,,913810.9928801735,34.214645360712005,-84.80652831668436,Georgia,GA00274
,Green Island Hills Golf Course,,,,,,,,,,357366,,,Other Urban or Built-up Land,Other Urban Or Built-Up Land,USGS-LULC,,,MUSCOGEE,1,17,13215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913723.9457581458,32.53698473209051,-85.00698356024809,Georgia,GA00150
,Braelinn Golf Club,Peachtree City,500,30269,GA,Clubview Dr,,,,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,multipolygon,,,,,,,,913676.5353976564,33.36256360880109,-84.54386734614317,Georgia,GA00121
,Dunwoody Country Club,,,,,,,,,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,multipolygon,,,,,,,,910210.1016312278,33.96643172475845,-84.3075467489572,Georgia,GA00094
,Unknown Golf Course,,,,,,,,,,,,,Other Urban or Built-up Land,Other Urban Or Built-Up Land,USGS-LULC,,,,,17,,,,,,,golf,,,,,,,,,,,,,,,,,,,,,,,,,904350.1954065264,31.22183644388526,-81.4665967070871,Georgia,GA00301
,River Forest Golf Club,Forsyth,1,31029,,Clubhouse Drive,,478-974-0974,https://www.canongategolf.com/River-Forest/River-Forest-Golf-Club-834.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,902783.1217541508,33.12499095610846,-83.9908798136771,Georgia,GA00055
,Augusta Municipal Golf Course,Augusta,2023,30904,GA,Highland Avenue,,+1-706-731-9344,https://www.golfthepatch.com/,,,,,,,,,Augusta Municipal Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902444.033337913,33.464104137253166,-82.04460471019279,Georgia,GA00132
,Oak Mountain Golf Club,Carrollton,409,30116,,Birkdale Boulevard,,+1 770 834 7065,https://www.oakmountainchampionshipgolf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,901902.3769657277,33.57092514322797,-85.02610390410386,Georgia,GA00084
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,899104.7443619646,33.93770242354088,-84.42853911655266,Georgia,GA00038
,Crystal Lake Golf & Country Club,Hampton,100,30228,GA,Crystal Lake Boulevard,,,https://www.greenvalleygolfgroup.com/web/pages/crystal-lake,,,Green Valley Golf Group,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,+1 770-471-3233,,,,,multipolygon,,,,,,https://www.facebook.com/crystallakecc/about,,896117.4745468354,33.454912131099846,-84.26006745774757,Georgia,GA00103
,Little Fishing Creek Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895783.4916210766,33.096572245470774,-83.28318211271116,Georgia,GA00323
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,,,,,,,,,,multipolygon,,AU,171,171171,171,,,894227.9843706854,33.63823308502297,-84.1802384332149,Georgia,GA00028
,Cherokee Run Golf Club,Conyers,1595,30013,GA,Centennial Olympic Parkway,,+1-770-785-7904,https://www.cherokeerungolfclub.com,,,,,,,,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,,,,,,,,,,multipolygon,,AU,171,171171,171,,,893221.8588324556,33.67593278387582,-83.93871595239874,Georgia,GA00032
,Cherokee Run Golf Club,Conyers,1595,30013,GA,Centennial Olympic Parkway,,+1-770-785-7904,https://www.cherokeerungolfclub.com,,,,,,,,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,,,,,,,,,,multipolygon,,AU,171,171171,171,,,893221.8588324556,33.67593278387582,-83.93871595239874,Georgia,GA00031
,Summer Grove Golf Club,Newnan,335,30265,GA,Summer Grove Parkway,,+1-770-251-1800,https://summergrovegolf.com/,,,Jemsek Golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,890255.3184555884,33.36848617710335,-84.73190061751329,Georgia,GA00022
,Smoke Rise Country Club,Tucker,4900,30087,GA,Chedworth Drive,,,https://www.smokerisecc.com/,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,+1 770-908-2582,18_hole,72,,,,,,,,,,,889451.1684088983,33.835425775993215,-84.18717042786662,Georgia,GA00222
,Georgia Veterans Memorial Golf Course,Cordele,2459-H,31015,,US Highway 280 West,,+1 229 276 2377,https://www.lakeblackshearresort.com/golf/,,,,,,,,,Vet’s Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886959.2487984867,31.967114382209296,-83.90080646512988,Georgia,GA00326
,The Lakes Golf Couse at Laura S. Walker,Waycross,5500,31503,,Laura Walker Road,,+1-912-285-6154,http://georgiagolf.com/The-Lakes,,2502692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,884731.0421696403,31.13452625941865,-82.22452218618433,Georgia,GA00313
,Unknown Golf Course,Alpharetta,15951,30004,GA,Manor Club Drive,,+1-770-810-3175,https://www.clubcorp.com/clubs/the-manor-golf-country-club/golf/golf-course/,,,The Manor Golf & Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.clubcorp.com/clubs/the-manor-golf-country-club/golf/golf-course/,,multipolygon,,,,,,,,884581.8693171365,34.16907805494001,-84.26190185387111,Georgia,GA00091
,Unknown Golf Course,Alpharetta,15951,30004,GA,Manor Club Drive,,+1-770-810-3175,https://www.clubcorp.com/clubs/the-manor-golf-country-club/golf/golf-course/,,,The Manor Golf & Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.clubcorp.com/clubs/the-manor-golf-country-club/golf/golf-course/,,multipolygon,,,,,,,,884581.8693171365,34.16907805494001,-84.26190185387111,Georgia,GA00090
,Unknown Golf Course,,,,,,,,,,,,"This entire area is a bit of a mess, probably just needs to be re-mapped from scratch.",,,,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,,,,,,,,,,multipolygon,,AU,171,171171,171,,,883964.5787332674,33.980652675367416,-84.28994703185879,Georgia,GA00042
,Bartram Trail Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883123.0227974087,33.51931199664637,-82.21524592054242,Georgia,GA00360
,Saint Marlo Country Club Golf Course,Duluth,7755,30097,,Saint Marlo Country Club Parkway,,+1 770 495 7725,https://www.stmarlo.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,882324.568705486,34.069975477616715,-84.14163079254882,Georgia,GA00047
,Glen Arven Country Club,Thomasville,1700,31792,,Old Monticello Road,,+1 229 226 1780,https://www.glenarven.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881447.1991860968,30.815772723462405,-83.95793753626128,Georgia,GA00342
,Bear Creek Golf Course (closed),,,,,,,,,,,Closed,,,,,,,,,,,,,,closed,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,,,,,,,,,,multipolygon,,AU,171,171171,171,,,879893.9470061912,33.65791954629364,-84.75280588430638,Georgia,GA00080
,Unknown Golf Course,,,,,,,,,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,,,,,,,,,878467.0469286758,33.79578881027167,-84.92505461412449,Georgia,GA00220
,Sunset Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877224.3627987888,31.13689710499231,-83.78781862199584,Georgia,GA00166
,Heritage Oaks Golf Club,Brunswick,126,31523,,Clipper Bay Road,,912-280-9525,https://www.heritageoaksgolfclub.com/,,2502674,,,,,,,,,,,,,,,,,,,,,,,,,,Oak Grove Island Golf and Country Club,,,,,,,,multipolygon,,,,,,,,871076.3608024335,31.22951395457681,-81.58187504543186,Georgia,GA00060
,Achasta Golf Club,Dahlonega,639,03533,GA,Birch River Drive,,+1-706-867-7900,https://achasta.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870793.7743067017,34.50339136215251,-83.96231727766288,Georgia,GA00140
,Achasta Golf Club,Dahlonega,639,03533,GA,Birch River Drive,,+1-706-867-7900,https://achasta.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870793.7743067017,34.50339136215251,-83.96231727766288,Georgia,GA00141
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868058.4690290702,31.451654135282652,-83.58228383693083,Georgia,GA00362
,Coastal Pines Golf Course,Brunswick,One,31525,,Coastal Pines Circle,,+1-912-261-0503,http://www.coastalpinesgolfclub.com/,,2502594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864889.4023080822,31.280417822369802,-81.51968959382593,Georgia,GA00314
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864312.1891156109,30.970540540109397,-84.87552230197348,Georgia,GA00376
,Southbridge Golf Club,Savannah,415,31405,,Southbridge Boulevard,,912-651-5455,http://www.southbridgegolfclub.com/,,2502688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,863609.1193603505,32.06718617344363,-81.22712395924206,Georgia,GA00065
,St. Andrews Golf Club,Winston,8799,30187,GA,Edinburg Dr,,+1-770-489-2200,https://standrewsgolfclub.square.site/,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,,,,,,,,,,multipolygon,,,,,,,,863453.5748554012,33.58066379725833,-84.8695395836751,Georgia,GA00026
,Unknown Golf Course,,,,,,,,,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,,,,,,,,,860863.9085774253,34.145900977063015,-84.27936676350593,Georgia,GA00258
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849395.8059595723,32.94940623003558,-82.84018236795116,Georgia,GA00354
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847608.8782672116,32.40561842723047,-83.31951597761778,Georgia,GA00338
,Retreat Course,Saint Simons Island,100,31522,,Kings Way,,,https://www.seaisland.com/golf/georgia-golf,,1671535,Sea Island,,Other Urban or Built-up Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,845354.1863934142,31.15642154704894,-81.40097708979656,Georgia,GA00061
,Fort McPherson Golf Course,,,,,,,,,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,,,,,,,,,841946.6698539808,33.705589698191126,-84.4384709760466,Georgia,GA00203
,Saint Ives Country Club,Johns Creek,1,30097,,Saint Ives Country Club Drive,,+1 770 623 1239,https://www.stivescountryclub.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,839655.4161527272,34.026134518487346,-84.17939729241033,Georgia,GA00129
,Fort Benning Golf Course,Fort Moore,7471,31905,GA,Baltzell Avenue,,+1-706-545-0397,https://benning.armymwr.com/programs/fort-moore-golf-course,,,Army Morale Welfare and Recreation,,,,,,,,,,,,,,Mo-Su 07:30-Dusk,,,Tee times are recommended.,,,,,,,,,1923,,,18_hole,72,,,multipolygon,,,,,,,,838483.0249732962,32.36036347103066,-84.94493269708379,Georgia,GA00101
,Fort Benning Golf Course,Fort Moore,7471,31905,GA,Baltzell Avenue,,+1-706-545-0397,https://benning.armymwr.com/programs/fort-moore-golf-course,,,Army Morale Welfare and Recreation,,,,,,,,,,,,,,Mo-Su 07:30-Dusk,,,Tee times are recommended.,,,,,,,,,1923,,,18_hole,72,,,multipolygon,,,,,,,,838483.0249732962,32.36036347103066,-84.94493269708379,Georgia,GA00102
,Augusta Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831176.7254684183,33.488507229298435,-82.02054669910603,Georgia,GA00387
,Cobblestone Golf Course,Acworth,4200,30101,,Nance Road,,+1-770-917-5151,https://www.cobblestonegolf.com/,,,,,,,LandPro08,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,828084.9152034962,34.05124854399527,-84.67560551338096,Georgia,GA00236
,Georgia Southern University Golf Course,Statesboro,1031,30458,,Golf Club Road,,,https://recreation.georgiasouthern.edu/golf/,,2502691,,,,,,,,,,,,,,,,,,,,,,,,,,Southern Links Golf Club,,,,,,,,multipolygon,,,,,,,,825864.4794050605,32.36660103076585,-81.78112784242424,Georgia,GA00064
,Trophy Club of Apalachee,Dacula,1008,30019,GA,Dacula Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,819279.2206788186,34.02011980876877,-83.9114168808305,Georgia,GA00105
,The Chimneys Golf Course,Winder,338,30680,GA,Monroe Hwy,,+1-770-307-4900,https://www.chimneysgc.com/,,,,,,,,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,,,,,,,,,,multipolygon,,AU,171,171171,171,,,817924.550795632,33.95890214757102,-83.71028481518624,Georgia,GA00040
,Creekside Golf & Country Club,Hiram,591,30141,GA,Westchester Club Drive,,+1-770-445-7655,https://www.creeksidegcc.com/,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,multipolygon,,,,,,,,817798.5919657142,33.83566957472064,-84.8195514072016,Georgia,GA00116
,Browns Mill Golf Course,Atlanta,480,30354,GA,Cleveland Ave Se,,+1-404-366-3573,https://www.cityofatlantagolf.com/browns-mill-golf-course/,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,,,,,,,,,813300.5528705899,33.68433464060684,-84.37482275134539,Georgia,GA00199
,Unknown Golf Course,,,,,,,,,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,,,,,,,,,810978.3193546666,33.3721819497845,-84.15805723285852,Georgia,GA00188
,Chattahoochee Golf Course,Gainesville,301,30506,GA,Tommy Aaron Dr,,+1-770-532-0066,,,,,,,,LandPro08,,,,,,,,,,,,,The Chattahoochee Golf Course is a public golf course. It is open year round and has 18 holes. You can also rent golf carts there.,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,1959,,,,,,,,,,,,,,,810095.5330184554,34.352006378885086,-83.86615897867992,Georgia,GA00290
,Quitman Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808486.5909983967,30.760324730555954,-83.56879384014206,Georgia,GA00368
,Quitman Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808486.5909983967,30.760324730555954,-83.56879384014206,Georgia,GA00369
,West Pines Golf Club,Douglasville,9090,30134,GA,Rose Avenue,,+1-678-391-1600,https://www.westpinesgc.com/,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,,,,,,,,,807366.5760426159,33.73542499094262,-84.74931634284198,Georgia,GA00206
,West Pines Golf Club,Douglasville,9090,30134,GA,Rose Avenue,,+1-678-391-1600,https://www.westpinesgc.com/,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,,,,,,,,,807366.5760426159,33.73542499094262,-84.74931634284198,Georgia,GA00207
,Cabin Creek Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,,,,,,,,,,multipolygon,,AU,171,171171,171,,,806125.3928809911,33.27413354730338,-84.23055216997511,Georgia,GA00021
,Olde Atlanta Golf Course,Roswell,1100,30076,GA,Northmeadow Parkway #114,,,https://www.oldeatlantaclub.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(770) 777-6890,,,,,multipolygon,,,,,,,,803698.7793881614,34.08466954829586,-84.12135883599652,Georgia,GA00089
,Towne Lake Hills Golf Club,Woodstock,1003,30189,GA,Towne Lake Hills East,,+1-770-592-9969,https://www.townelakehillsgc.com/,,,,,,,LandPro08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,803390.274826279,34.12382155693596,-84.55449351015778,Georgia,GA00120
,Council Fire Golf Club,Chattanooga,100,37421,,Council Fire Drive,,+1-423-499-6300,https://councilfire.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,802959.2729907248,34.986573677237054,-85.16616382798142,Georgia,GA00054
,Wallace Adams Golf Course,,,,,,,,,,,,,Other Urban or Built-up Land,Other Urban Or Built-Up Land,USGS-LULC,,,WHEELER,1,17,13309,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,800992.0455904687,32.09323986504088,-82.8872957820967,Georgia,GA00098
,Marshwood,Savannah,1,31411,GA,Palmer’s Draw,,,https://thelandings.com/golf-and-athletic-club/golf/marshwood,,,The Landings Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,799269.6076487979,31.943416958542258,-81.02850639850858,Georgia,GA00067
,Tired Creek Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,793970.8428828071,30.898461258380827,-84.2239220216593,Georgia,GA00348
,Oakridge,,,,,,,,,,,The Landings Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,793330.7413882959,31.930988040067856,-81.06246488799388,Georgia,GA00068
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789184.3532148424,32.867192475995466,-83.71214007929298,Georgia,GA00364
,Double Oaks Golf Club,Commerce,3100,30530,GA,Ila Road,,+1-706-335-8100,https://www.doubleoaksgolfclub.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,788557.234601327,34.1793817762516,-83.39576098001913,Georgia,GA00126
,Unknown Golf Course,,,,,,,,,,,,Name?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787191.3516911631,30.88622421620087,-83.88474926934553,Georgia,GA00367
,Jones Creek Golf Club,Evans,777,30809,,Jones Creek Drive,,706-860-4228,http://jonescreekgolfclub.com/,,348901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,785648.2070540844,33.55260784549631,-82.10512641843724,Georgia,GA00056
,Woodland Hills Golf Club,Cartersville,256,30120,GA,Summit Ridge Drive,,+1-678-605-8585,https://www.woodlandhills-golf.com/,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,,,,,,,,,785274.6842596973,34.09331189898825,-84.83396424608581,Georgia,GA00245
,Country Club of The South,Johns Creek,4100,30022,GA,Old Alabama Road,,,https://www.invitedclubs.com/,,,Clubcorp,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,+1 770-475-1803,,,,,multipolygon,,,,,,,,783286.3980712793,34.010788929315716,-84.23868789614606,Georgia,GA00124
,Fairways of Canton,Canton,400,30114,GA,Laurel Canyon Parkway,,+1-770-720-1808,https://fairwaysofcanton.com/,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,,,,,,multipolygon,,,,,,,,780420.2068706985,34.26747973553258,-84.51993763818072,Georgia,GA00115
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,775772.6769524493,33.06541276081138,-85.05683973134074,Georgia,GA00127
,Cedar Lake Golf Club,Loganville,5720,30052,GA,South Sharon Church Road,,+1-770-466-4043,https://cedarlakegolf.com/home,,,,,,,,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,,,,,,,,,,multipolygon,,AU,171,171171,171,,,770681.2872030273,33.76852845657448,-83.91723857682429,Georgia,GA00035
,Cherokee Town and Country Club (North),Atlanta,665,30350,GA,Hightower Trail,,,https://www.cherokeetcc.org/,,,Cherokee Town and Country Club,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,+1 770-993-4407,,,,,,,,,,,,,768816.4528898261,33.99375597058543,-84.36609983177627,Georgia,GA00176
,The Club at Lake Sinclair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765846.8730376513,33.137448901339795,-83.22350285270947,Georgia,GA00346
,Sugar Hill Golf Club,Sugar Hill,6094,30518,GA,Suwanee Dam Road,,,https://www.sugarhillgolfclub.com,,,,,,,LandPro08,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,no,,,,+1 770-271-0519,,,,,multipolygon,,,,,,,,763047.9888104089,34.129877785449544,-84.07874780546094,Georgia,GA00104
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNDEVELOPABLE,GOLF_COURSE,GOLF_COURSE,,,,,,,,,,multipolygon,,AU,171,171171,171,,,762334.4210609155,34.1982295134523,-83.84814360711916,Georgia,GA00051
,Palmetto,Savannah,1,31411,GA,Cottonwood Road,,,https://thelandings.com/golf-and-athletic-club/golf/palmetto,,,The Landings Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,755623.9801599585,31.916122173288528,-81.0460589915395,Georgia,GA00069
,Folkston Golf Club,Folkston,202,31537,,Country Club Road,,+1-912-496-3598,https://www.folkstongolfclub.com/,,2502677,,,Other Urban or Built-up Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747282.6852683814,30.839793947249717,-82.01981268858694,Georgia,GA00167
,Unknown Golf Course,,,,,,,,,,,,Name?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746693.8650671069,31.606775654555737,-84.25538362652215,Georgia,GA00378
,Unknown Golf Course,,,,,,,,,,,,Name?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746693.8650671069,31.606775654555737,-84.25538362652215,Georgia,GA00377
