name,addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,opening_hours,operator,building,golf:course,gnis:feature_id,source,website,phone,contact:website,addr:unit,amenity,amenity_1,amenity_2,closed,golf,source:outline,facebook,sport,email,start_date,operational_status,ref,wikidata,wikipedia,landuse,surface,contact:facebook,golf:par,type,natural,description,area_m2,lat,lon,province,gcid
Berkshire Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313446.1175884083,38.98195319426024,-95.72458709954032,Kansas,KS00106
Saint Marys Municipal Golf Course,Saint Marys,604,66067,,Golf Course Lane,,,,,,,https://www.smks.info/golf.html,+1 785 437 6454,,,,,,,,,,,,,,,,,,,,,,,,312833.3314078673,39.19083287963663,-96.05178514465688,Kansas,KS00146
Clearwater Golf Course,,,,,,,,,,2510496,USGS GNIS,,,,,,,,,,,,,,,,,,,,,,,,,,310480.73461803905,37.523084447232954,-97.50311608584904,Kansas,KS00078
Stanton County Prairie Pines Golf Course,Johnson City,50,67855,KS,North Airport Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305337.50802102796,37.57916021218141,-101.73943860475434,Kansas,KS00129
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298351.27887270745,39.471451804819345,-98.69727055087523,Kansas,KS00214
Smiley's Golf Complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296218.03228197095,38.94416232279569,-94.84782327525527,Kansas,KS00049
Indian Hill Golf Course,,,,,,,City of Chapman,,,485402,,,,,,,,,,,,,,,,,,,,,,,,,,,294657.0165183911,38.97505233673684,-97.0355815105893,Kansas,KS00074
Riverside Recreation Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289249.58364820684,39.76503206847654,-101.8376283658328,Kansas,KS00133
Marysville Country club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288271.27710468037,39.8438233176021,-96.62373024086868,Kansas,KS00068
Unknown Golf Course,,,,,,,,,,2510466,USGS GNIS,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,284870.0688516452,37.65267254990914,-97.18290062738183,Kansas,KS00032
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284116.1933693207,37.13924834439242,-96.18920694448855,Kansas,KS00162
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284032.81708458153,38.930814911738544,-99.55139640046704,Kansas,KS00148
Beloit Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283763.0864461416,39.46327064811457,-98.08589127854022,Kansas,KS00108
Eudora Riverview Golf Course,,,,,,,,,,2509962,USGS GNIS,,,,,,,,,,,,,,,,,,,,,,,,,,283305.82553735515,38.96119871960495,-95.11077777145474,Kansas,KS00089
Herington Country Club,Herington,2426,67449,,400 Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282365.74404177815,38.65005843393216,-96.9459294558755,Kansas,KS00173
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282144.9410178836,37.88565594325943,-99.39116977197267,Kansas,KS00210
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282144.9410178836,37.88565594325943,-99.39116977197267,Kansas,KS00211
Wildcat Creek Golf & Fitness,,,,,Wildcat Creek Golf & Fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281460.64850019035,39.18413024801366,-96.62493075488084,Kansas,KS00058
Fox Ridge Golf Club,Newton,800,67114,,South Kansas Avenue,,,,,,,https://www.foxridgegc.com/,+1 316 283 4666,,,,,,permanently,,,,,,,,,,,,,,,,,,278787.3402959424,38.0334597522418,-97.33158169401874,Kansas,KS00051
Baldwin Golf Course,,,,,,,,,,2510327,USGS GNIS,,,,,,,,,,,,,,,,,,,,,,,,,,276775.0820755609,38.77063611508123,-95.19805491319029,Kansas,KS00088
Katy Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274776.3217314084,37.36014448200534,-95.27191579248324,Kansas,KS00048
Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270855.2220303845,37.05960352166836,-100.92793996373011,Kansas,KS00135
Garnett Country Club,,,,,,,,,,,,https://www.simplygarnett.com/country-club.html,+1 785 304 0727,,,,,,,,,,,,,,,,,,,,,,,,269369.6675455943,38.29562421090281,-95.23744668124806,Kansas,KS00161
Sharon Springs Golf Course,,,,,,,,,9_hole,,,,,,,,,,,,,,,,,,,,,,,,34,,,,268138.5998293611,38.8792639218924,-101.7531356855029,Kansas,KS00203
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266503.240667001,37.26861376916648,-100.58754314703192,Kansas,KS00196
Junction City Golf Course,Junction City,1301,66441,,West 8th Street,,,,,,,https://greatlifegolf.com/junctioncity/,+1 785 579 6050,,,,,,,,,,,,,,,,,,,,,,,,266010.1955351928,39.02617443935413,-96.85567620656137,Kansas,KS00141
Eureka Golf Course,Eureka,1563,67045,KS,N Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265202.4917738859,37.83693516140644,-96.30839636309199,Kansas,KS00143
Parsons Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261884.79866955313,37.33716082199544,-95.3248265416987,Kansas,KS00047
Unknown Golf Course,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,260408.88782460583,37.6847064876063,-97.14556831954827,Kansas,KS00045
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260139.01621492987,38.6614547780621,-96.50559361285546,Kansas,KS00167
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259516.84625318396,37.268690323827045,-100.34872318391396,Kansas,KS00224
Rolling Acres Golf Club,,,,,,,,,,485404,USGS GNIS,,,,,,,,,,,,,,,,,,,,,,,,,,258216.56688937006,38.46017102290441,-97.65608372593054,Kansas,KS00076
Unknown Golf Course,Ottawa,1001,66067,,East Logan Street,,GreatLife Golf & Fitness,,,,,https://greatlifegolf.com/ottawa/,+1 785 242 3734,,,,,,,,,,,,,,,,,,,,,,,,257785.540261061,38.62522115929759,-95.25218632508725,Kansas,KS00145
The Oaks Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257734.81759246642,39.283247213564906,-94.9208718232281,Kansas,KS00063
Lindsborg Golf Course,Lindsborg,1541,66212,KS,Svensk,,City of Lindsborg,,,,,,+1 785-227-2244,,Rd,toilets,shelter,concessions,,,,,,,,,,,,,,,,,,,257664.16072057045,38.56120902985818,-97.64172682930048,Kansas,KS00205
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256653.03440723164,38.54542466131746,-99.89787066009274,Kansas,KS00157
Belleville Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255470.0491452183,39.81757525422793,-97.61864703294009,Kansas,KS00112
Cedarbrook Golf Course,Iola,2700,66749,,North Cottonwood Street,,,,,,,https://greatlifegolf.com/,,,,,,,,,,,,,,,,,,,,,,,,,255334.60472498805,37.948886343745244,-95.3968767049006,Kansas,KS00140
Unknown Golf Course,Topeka,6545,66615,KS,Southwest 10th Avenue,,,,,,esri_USDOT_Kansas,,,,,,,,,,,,golf,,,,,,,,,,,,,,252170.81643866943,39.04771186690228,-95.7736582980402,Kansas,KS00100
Point Rock Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251577.62838709753,36.99787731291898,-101.88832112521324,Kansas,KS00175
Humboldt Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251237.47788279434,37.82178474460772,-95.44230087769688,Kansas,KS00170
Cannonball Golf Course,Greensburg,,,KS,,,,,,2121036,USGS GNIS,,,,,,,,,,,,,,,,,,,,,,,,,,251147.8403524823,37.6039437904786,-99.27905152256373,Kansas,KS00073
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,249043.02743283357,38.938054139271756,-94.69252994468307,Kansas,KS00028
Madison Golf Course,,,,,,,,,,485407,USGS GNIS,,,,,,,,,,,,,,,,,,,,,,,,,,245785.80565849826,38.123124063144225,-96.14378116616537,Kansas,KS00077
Crawford Hills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/crawfordhillsgirardkansas/,,,,,243149.3678527875,37.50954999967658,-94.81348353771071,Kansas,KS00184
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242056.12293972116,39.37006946499033,-99.8304162767848,Kansas,KS00220
Hillsboro Municipal Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238567.632942049,38.34339426034851,-97.2084789423497,Kansas,KS00050
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236992.85392663215,38.533371791809245,-98.49702488159136,Kansas,KS00198
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233987.80247458495,37.273761326102864,-98.55292259625026,Kansas,KS00164
Burning Tree Golf Club,De Soto,7909,66018,,Wyandotte Street,,,,,2510204,USGS GNIS,https://www.greatlife-burningtree.com/golf-course/,+1 913 301 3000,,,,,,,,,,,,,,,,,,,,,,,,233546.74246930206,38.98435846129785,-94.96002623841873,Kansas,KS00094
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232238.25493239975,37.655450744682256,-98.1323093059655,Kansas,KS00197
Unknown Golf Course,,,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,228111.13790355442,38.72340289445386,-98.21829700026538,Kansas,KS00105
Lakin Municipal Golf Course,Lakin,408,67860,,County Road O,,,,,,,https://www.kearnycountykansas.com/golf-course/,+1 620 355 6946,,,,,,,,,,,,,,,,,,,,,,,,227285.3632016421,37.94040284116943,-101.28326662216885,Kansas,KS00117
North Topeka Golf Center,,,,,,,,,,2511114,,,,,,,,,,,,http://www.facebook.com/143362669031881,,,,,,,,,,,,,,,226465.8034437846,39.093355582231645,-95.65480368823248,Kansas,KS00083
Pineview Country Club,,,,,,,,,,,,https://www.facebook.com/PineviewCountryClub/,,,,,,,,,,,,,,,,,,,,,,,,,223329.4872673189,39.52578596898735,-95.18218850764754,Kansas,KS00217
Coldwater Country Club,,,,,,,,,10_hole,,,,,,,,,,,,,,,,,,,,,,,,,,,,220494.82140226514,37.24614260942359,-99.33948788171944,Kansas,KS00202
Lakeside Golf Course (Pasture),,,,,,,,,,,,https://www.pasturegolf.com/courses/lakeside.htm,,,,,,,,,,,,,,,,,,,,,,,,,217370.04483321344,37.870444389555054,-95.74886745718227,Kansas,KS00189
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217181.69687036212,38.49443298488472,-100.90426531805677,Kansas,KS00158
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214043.66673751117,37.17180228686871,-98.05472575146632,Kansas,KS00126
Rock Creek Country Club,Burlington,304,66839,,North 16th Street,,,,,,,https://www.rockcreekcountryclub.com/,+1 620 364 2145,,,,,,,,,,,,,,,,,,,,,,,,213280.98151749827,38.197084274965604,-95.7593484018215,Kansas,KS00118
Phillipsburg Golf Club,Phillipsburg,,67661,,East Highway 36,,,,,,,http://www.phillipsburggolf.com/,+1 785 533 1345,,,,,,,,,,,,,,,,,,,,,,,,213105.72229731182,39.757891356577645,-99.31201791128711,Kansas,KS00136
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212795.40727729475,39.115937871974026,-97.69395451276435,Kansas,KS00130
Wedgewood Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212242.98882975164,38.04088677834493,-97.47548798536117,Kansas,KS00223
Protection Golf Course,,,,,,,,,9_hole,,,https://www.facebook.com/Protection-Golf-Course-Protection-KS-217601718811853/,,,,,,,,,,,,,,,,,,,,,,,,,209770.52719069977,37.19504450681186,-99.47785231099596,Kansas,KS00188
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208898.96236777582,39.34812903893659,-97.12630024633656,Kansas,KS00201
Hiawatha Country Club,,,,,,,,,9_hole,,,https://hiawathacountryclub.com/,,,,,,,,,,,,,,,,,,,,,,,,,202562.75741558766,39.83641085903472,-95.53877306258059,Kansas,KS00147
Oakley Golf Course & Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199008.58947692887,39.12154884966609,-100.86530595947838,Kansas,KS00097
Wabaunsee Pines Golf Course,Alma,471,66401,KS,West Flint Hills Drive,,,,,,,https://wabaunseepinesgolf.com/,+1-785-449-7269,,,,,,,,,,,,,,,,,,,,,,,,194839.0551719684,38.85264000116003,-96.1915912287178,Kansas,KS00119
Berkshire Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194016.05442211148,38.99039136604274,-95.72490105618233,Kansas,KS00182
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188288.7360786859,39.368539333011526,-96.8615340971915,Kansas,KS00200
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183225.21620691798,38.33577317342327,-98.20392409475998,Kansas,KS00163
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180311.76617810942,38.24103605339294,-97.75979741082651,Kansas,KS00053
Pine Bay Golf Course,,,,,,,,,,2510118,USGS GNIS,,,,,,,,,,,,,,,,,,,,,,,,,,178975.26848751027,37.57579734229851,-97.31026770558587,Kansas,KS00079
Lake of the Forest Golf Course,,,,,,,Lake of the Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174759.78813172862,39.06916230231356,-94.83240282757735,Kansas,KS00207
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173342.95554298328,37.938306534453965,-98.711503753506,Kansas,KS00179
Clyde Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172598.08891867302,39.594252606397106,-97.35257957511853,Kansas,KS00109
Concordia American Legion Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170393.57367331148,39.56287783249203,-97.669183169884,Kansas,KS00137
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159035.61570795986,38.19023924448446,-99.08879312291431,Kansas,KS00131
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,water_hazard,,,,,,,,,,,,,,multipolygon,water,,157167.15250465355,39.162005094461485,-94.9099299502171,Kansas,KS00029
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142370.7724550679,38.33125215032165,-98.38321883205344,Kansas,KS00216
Waterville Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140966.15597622783,39.68834378649871,-96.72967913968536,Kansas,KS00066
The Orchards Executive Golf Course,Lawrence,3000,66049,KS,Bob Billings Parkway,"Mo ""members only""; Tu-Su 08:00-sunset",,,9_hole,,,https://www.golforchards.com,+17858437456,,,,,,,,,,,theorchardslfk@gmail.com,1979,,,,,,,,,,,,136125.80478508648,38.960412417130776,-95.27391360296198,Kansas,KS00209
Pure Golf Topeka,Topeka,7523,66615,KS,Southwest 21st Street,,,,,,esri_USDOT_Kansas,http://puregolftopeka.com/,+1-785-329-6699,,,,,,,,,,golf,puregolftopeka@gmail.com,,,,,,,,,,,,,72332.46997116896,39.0273379315884,-95.79656255266431,Kansas,KS00113
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,driving_range,,,,,,,,,,,,,,,,,44055.64339277747,37.72058677874362,-97.43864604438788,Kansas,KS00218
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,driving_range,,,,,,,,,,grass,grass,,,,,,40021.35921911877,38.95190960617704,-94.81852629176585,Kansas,KS00177
