abandoned,disused:leisure,disused:name,note,name,addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,description,fixme,golf:course,golf:par,phone,golf,opening_hours,operator,website,access,golf:designer,wikidata,source,email,landuse,name:tr,area,addr:county,type,review,sport,fee,wikimedia_commons,wikipedia,opening_date,area_m2,lat,lon,province,gcid
,,,"https://fallongolfcourse.com/
https://www.facebook.com/pages/Fallon-Golf-Course/233804728194 http://www.worldgolf.com/courses/usa/nevada/fallon/fallon-golf-course-public.html http://www.renogolf.com/courses/fallon-gc",Fallon Golf Course,Fallon,2655,89406,NV,Country Club Drive,9 hole Par 35,,9_hole,35,+1 775-423-4616,,,,,,,,,,,,,,,,,,,,,249496.49383097517,39.484595957209756,-118.81188586107831,Nevada,NV00077
,,,,Glenbrook Club,Glenbrook,2070,89413,NV,Pray Meadow Road,9 hole Par 35,,9_hole,35,+1-775-749-5201,,,,https://glenbrookclub.com/,private,,,,,,,,,,,,,,,,249006.22323169527,39.09664324402243,-119.9400039222449,Nevada,NV00090
,,,,Winnemucca Municipal Golf Course,Winnemucca,1365,89445,NV,Mizpah Street,9 hole Par 36,,9_hole,36,+1-775-623-9920,,,,https://winnemuccacity.org/GolfCourse.cfm,,,,,,,,,,multipolygon,,,,,,,248840.32045539687,40.972379767627295,-117.72188343592677,Nevada,NV00060
,,,,Las Vegas Golf Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200482.23532849905,36.06868514095979,-115.17008326448531,Nevada,NV00112
,,,http://www.worldgolf.com/courses/usa/nevada/sparks/the-links-at-kiley-ranch.html,The Links at Kiley Ranch,,,,,,9 hole Par 27,,9_hole,27,+1 775-354-2100,,,,http://www.thelinksatkileyranch.com/,,,,,,,,,,,,,,,,,192621.25394344502,39.59407477506327,-119.72654176253032,Nevada,NV00095
,,,,Canyon Golf,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,191658.64508591872,39.532597556493556,-119.91776795618932,Nevada,NV00059
,,,,Walker Lake Golf Course,Hawthorne,,89415,NV,Lawrence Road,9 hole Par 34,,9_hole,34,+1 775-945-1111,,,golfhawthorne@gmail.com,http://www.golfhawthorne.com/,,,,,,,,,,,,,,,,,190428.12085523063,38.543638859762424,-118.66433461814567,Nevada,NV00089
,,,,Canyon Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131167.14717930826,36.0950229864221,-115.27460992242426,Nevada,NV00108
,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89596.70587672405,36.21583599410205,-115.13516513110578,Nevada,NV00103
,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85682.44732750898,36.08392637707111,-114.93121375113242,Nevada,NV00107
,,,,Coyote Willows Golf Course,Mesquite,426,89027,NV,Hagens Alley,,,,,,,,,,,,,,,,,,,,,,,,,,50105.04425654396,36.795048827524575,-114.10049115002356,Nevada,NV00109
,,,,The Revere Golf Club,Henderson,2600,89052,NV,Hampton Road,18 hole Par 72 Lexington Course & 18 hole Par 72 Concord Course,,36_hole,72 + 72,+1.877.273.8373; (702) 259-4653,,,,https://reveregolf.com/,,,,,,retail,,,,,,,,,,,39461.1079200162,35.954566111876204,-115.10232623099994,Nevada,NV00098
,,,,Rio Secco Golf Club,Henderson,2851,89052,NV,Grand Hills Drive,18 hole Par 72,,18_hole,72,+1-702-777-2400,,,,http://www.riosecco.net,,,,,,retail,,,,,,,,,,,23158.641255875653,35.976314208354154,-115.1108327278037,Nevada,NV00100
,,,,Highland Falls Golf Course,Las Vegas,0201,89134,NV,Sun City Boulevard,18 hole Par 72,,18_hole,72,+1-702-254-7010,,,,https://www.golfsummerlin.com/course/hfc.html,,,,,,retail,,,,,,,,,,,20103.853424175755,36.21334387156731,-115.31806253900244,Nevada,NV00099
