name,addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,phone,website,description,email,mobile,opening_hours,operator,source,alt_name,contact:facebook,place,wikidata,golf:course,fixme,golf:par,start_date,building,golf,sport,note,access,wheelchair,type,addr:country,fee,old_name,area_m2,lat,lon,province,gcid
Crowfield Golf Club,Goose Creek,300,29445,,Hamlet Circle,843-764-4618,http://sc-goosecreek.civicplus.com/408/Crowfield-Golf-Club,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,799823.3395681639,33.00475720022497,-80.0782411722533,South Carolina,SC00046
Spring Valley Country Club,Columbia,300,29223,,Spring Valley Road,803-788-3080,https://www.springvalleycc.com/,,,,,,,,,,,,,,,,,,,,,,,,,799669.0656591939,34.108630019293116,-80.9115873767557,South Carolina,SC00249
Surf Golf & Beach Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,798747.1940186196,33.83219454385798,-78.65545396738584,South Carolina,SC00183
Northwoods Golf Club,Columbia,201,29203,,Powell Road,803-786-9242,https://northwoodsgolfsc.com/,,,,,,,,,,,,,,,,,,,,,,,,,797710.3846759337,34.10367268065442,-80.97054138416436,South Carolina,SC00254
WildeWood,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,792024.2263337413,34.10050355905613,-80.87340711414328,South Carolina,SC00092
Green Valley Country Club,,,,,,,https://greenvalley.cc/,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,786940.9731802717,34.94898681839635,-82.46233909358541,South Carolina,SC00117
Country Club of Charleston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782977.4257103918,32.7623330028544,-79.96569974396382,South Carolina,SC00230
Wyboo Golf Club,Manning,2565,29102,SC,Players Course Drive,,https://www.wyboogolfclub.com,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,780613.4339144526,33.590952986137246,-80.22310309139064,South Carolina,SC00184
Crystal Lake Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778705.4767728465,33.958187349346304,-80.35266520569829,South Carolina,SC00311
Eagle Nest Golf Club,Little River,3820,29566,SC,Fairway Dr,,,,,,,,,,,,,,,,,,,,,,,,,,,777419.6555778823,33.88008068472092,-78.65144316653998,South Carolina,SC00263
Palmetto Hills Golf Club,Spartanburg,5451,29302,SC,South Pine Street,,https://www.palmettohillsgolfclub.com/,,,,,,,,,,,,,,,,,,,,,,,,,776447.877422932,34.917933740768405,-81.8056207340623,South Carolina,SC00334
Willow Creek Golf Club,,,,,,,https://www.willow-creekgolf.com/,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,774753.5923580262,34.81189773355719,-82.14619974555744,South Carolina,SC00116
The Carolina Country Club,,,,,,,https://thecarolinacountryclub.com/,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,774106.8814407536,34.87926431891227,-81.90977995068863,South Carolina,SC00095
The River Club,Pawleys Island,11,29585,,Pine Circle,877-283-2122,https://www.playriverclub.com/,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,772279.1115194161,33.471837616948974,-79.1292448802729,South Carolina,SC00079
Greer Golf,,,,,,+1-864-877-9279,https://www.greergolf.com/,,,,,City of Greer,,,,,,,,,,,,,,yes,,multipolygon,,yes,Greer Country Club,768942.2153508497,34.97503076432479,-82.21730378299183,South Carolina,SC00165
Sedgewood Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765687.4848504072,33.956189305438656,-80.84859565826795,South Carolina,SC00300
Palmetto Hall - Robert Cupp Golf Course,Hilton Head Island,,,SC,,,https://hiltonheadgolf.net/clubs/palmetto-hall,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,765457.2398160268,32.23420412167884,-80.70938691619827,South Carolina,SC00103
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,765433.3609529483,34.94982257366225,-80.94552324821605,South Carolina,SC00039
Holly Tree Country Club,,,,,,,https://www.hollytreecountryclub.com/,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,762812.1120070234,34.786114090441274,-82.25931381225672,South Carolina,SC00065
Hillcrest Golf Club,Orangeburg,1280,29118,,State A & M Road,+1 803 533 6030,https://hillcrestgolfsc.com/,,,,,,,,,,,,,,,,,,,,,,,,,755606.8358562707,33.524854574282166,-80.84782850252087,South Carolina,SC00267
Wachesaw Plantation East,Myrtle Beach,911,29576,,Riverwood Drive,888-922-0027,https://www.wachesaweast.com/,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,754899.5807406497,33.559996201128136,-79.05654618165772,South Carolina,SC00068
International Club of Myrtle Beach,Murrells Inlet,1560,29576,,International Club Boulevard,+1-843-651-9995,http://www.internationalclubgolf.com/,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,754587.3603928292,33.60046555286624,-79.04129193942913,South Carolina,SC00075
The Woodlands Golf & Country Club,Columbia,100,29229,SC,Norse Way,+1-803-788-7771,https://www.woodlandscc.com,,,,,,,,,,,,,,,,,,,,,multipolygon,US,,,754397.8121910483,34.11114114491754,-80.86532404382253,South Carolina,SC00091
The Windermere Club,Blythewood,1101,29016,,Longtown Road East,803-786-7888,https://www.windermereclubsc.com/,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,751451.8319862208,34.17576454098028,-80.91994429662785,South Carolina,SC00089
Blackmoor Golf Club,Murrells Inlet,6100,29576,,Longwood Drive,866-952-5555,https://blackmoor.com/,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,749032.8917902801,33.6044963890021,-79.07182133314774,South Carolina,SC00071
Blackmoor Golf Club,Murrells Inlet,6100,29576,,Longwood Drive,866-952-5555,https://blackmoor.com/,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,749032.8917902801,33.6044963890021,-79.07182133314774,South Carolina,SC00072
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,745963.7991283311,32.8395202301667,-79.83091486758381,South Carolina,SC00166
Rolling S Golf Club,Waterloo,520,29384,,Harris Springs Road,+1 864 677 4566,http://www.rollingsgolfclub.us/,,,,,,,,,,,,,,,,,,,,,,,,,741442.9017038511,34.33812809973022,-82.05089145950551,South Carolina,SC00299
Country Club of Hilton Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,741314.2238753091,32.24653558726372,-80.73731634375756,South Carolina,SC00176
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739438.9978998138,34.6840408377113,-80.78517530276602,South Carolina,SC00321
Cliffs Valley Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735690.3784911621,35.13196032401138,-82.45699689561157,South Carolina,SC00262
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,733722.5321435049,33.888322165948004,-82.42292907420631,South Carolina,SC00171
Links O'Tryon,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,731920.3727399029,35.108947593106826,-82.21567770335396,South Carolina,SC00157
Village Greens Golf Club,,,,,,,https://www.villagegreens.net/,,,,,,,,,,,,,,,,,,,,,,,,,724336.7053990419,35.05958213311774,-82.1297370681217,South Carolina,SC00307
Wachesaw Plantation Club,Murrells Inlet,1930,29576,,Governors Landing Road,843-357-1263,https://www.wachesaw.com/,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,724296.8441315349,33.55713060852276,-79.07558059693488,South Carolina,SC00069
Wachesaw Plantation Club,Murrells Inlet,1930,29576,,Governors Landing Road,843-357-1263,https://www.wachesaw.com/,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,724296.8441315349,33.55713060852276,-79.07558059693488,South Carolina,SC00070
Indigo Creek Golf Club,Murrells Inlet,9480,29576,,Indigo Club Drive,+1-843-650-1809,https://www.indigocreekgolfclub.com/,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,720864.9033456376,33.60607860476836,-79.02872397504555,South Carolina,SC00073
Indigo Creek Golf Club,Murrells Inlet,9480,29576,,Indigo Club Drive,+1-843-650-1809,https://www.indigocreekgolfclub.com/,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,720864.9033456376,33.60607860476836,-79.02872397504555,South Carolina,SC00074
Coosaw Creek Country Club,North Charleston,4110,29420,,Club Course Drive,+1 843 767 9000,https://www.coosawcreek.com/,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,718689.7484768257,32.936554570005924,-80.10761274215842,South Carolina,SC00106
Palmetto Dunes - Robert Trent Jones Golf Course,Hilton Head,7,29928,SC,Trent Jones Lane,+1-888-909-9566,https://www.palmettodunes.com/golf/robert-trent-jones-course,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,717361.3857612126,32.18222786499855,-80.71336710812373,South Carolina,SC00137
Woodfin Ridge Golf Club,,,,,,,https://www.woodfinridge.com/,,,,,,,,,,,,,,,,,,,,,,,,,715842.1548694659,35.0994261933282,-82.0147994880878,South Carolina,SC00277
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714209.9401955995,33.4876550354318,-80.49172453655467,South Carolina,SC00302
The Club at Pine Forest,Summerville,1000,29483,SC,Congressional Boulevard,,http://www.pineforestcountryclub.com/,,,,,,,,,,,,,,,,,,,,,,,,,711536.2494364718,33.034773592744635,-80.22666252087565,South Carolina,SC00305
Fort Mill Golf Club,Fort Mill,101,29715,,Country Club Drive,+1-803-547-2044,https://www.playfortmill.com/,,,,,,,,,,,18_hole,,,,,,,,,,,,,,706426.4155265461,34.997723167593755,-80.93519929974273,South Carolina,SC00244
Wedgefield Plantation,Georgetown,129,29440,,Clubhouse Lane,843-546-8587,http://wedgefieldplantation.com/,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,706242.4244920113,33.426716572894115,-79.25637748083314,South Carolina,SC00084
Caledonia Golf & Fish Club,Pawleys Island,369,29585,,Caledonia Drive,843-237-3675,https://fishclub.com/caledonia/,,,,,,,,,,,,,,,,,,,,,,,,,705980.5441776491,33.45332226277,-79.15097955349137,South Carolina,SC00243
Chanticleer Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,703819.1411452866,34.807150147848446,-82.4016130422074,South Carolina,SC00156
Dolphin Head Golf Club,Hilton Head Island,56,29928,SC,High Bluff Rd,+1-843-681-5550,https://dolphinheadgc.com/,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,696806.176759124,32.25619240477428,-80.71996245163737,South Carolina,SC00147
Pickens Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,696586.1120540109,34.84578787688588,-82.68196454380842,South Carolina,SC00172
Ocean Creek Golf Course,,,,,,+18438381576,http://frippislandresort.com/golf,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,692857.9682568471,32.31457624513467,-80.49422260304311,South Carolina,SC00160
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688696.9298449486,34.158663227450326,-82.04848832247937,South Carolina,SC00232
Bear Creek Golf Club,Hilton Head Island,237,29926,SC,Whooping Crane Way,+1-843-681-9510,https://www.bearcreekhhi.com/,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,688654.3133876566,32.227365001337674,-80.72831899911714,South Carolina,SC00140
Cobbs Glen Country Club,,,,,,,https://www.cobbsglen.com/,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,683201.0069253074,34.542130470673676,-82.59771971543464,South Carolina,SC00112
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680164.439516272,34.46089186640616,-82.58239201468065,South Carolina,SC00236
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678018.5762961073,33.15213872783177,-80.01578952145813,South Carolina,SC00306
Fox Run Country Club,,,,,,,https://foxrunccsc.com/,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,677305.4354220714,34.73946495831667,-82.20698025739136,South Carolina,SC00188
White Plains Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675788.4337575187,34.72742274263251,-80.41079514171042,South Carolina,SC00339
Firethorne Country Club,Marvin,1108,28173,,Firethorne Club Drive,+1-704-243-2433,https://www.clubcorp.com/Clubs/Firethorne-Country-Club/,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,673318.3294348146,35.00266508421058,-80.83181074617751,South Carolina,SC00085
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672071.5346958535,34.0075072137078,-78.751412844199,South Carolina,SC00350
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672071.5346958535,34.0075072137078,-78.751412844199,South Carolina,SC00351
Hartsville Country Club,Hartsville,116,29550,,Golf Course Road,+1 843 332 1441,https://hartsvillecountryclub.com/,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,671601.8890106969,34.389039483415516,-80.0878669328427,South Carolina,SC00096
Oakdale Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,669896.6739270731,34.17411467644524,-79.87650772839254,South Carolina,SC00042
Forest Lake Club,Columbia,340,29206,,Country Club Drive,803-787-2177,https://www.forestlakeclub.com/,,,,,,,,,,,,,,,,,,,,,,,,,669670.8179637003,34.03010550079461,-80.96126243814942,South Carolina,SC00246
Forest Lake Club,Columbia,340,29206,,Country Club Drive,803-787-2177,https://www.forestlakeclub.com/,,,,,,,,,,,,,,,,,,,,,,,,,669670.8179637003,34.03010550079461,-80.96126243814942,South Carolina,SC00247
Rivertown Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657303.0631217164,32.87879914041761,-79.82145473849957,South Carolina,SC00213
Litchfield Country Club,Pawleys Island,619,29585,,Country Club Drive,877-283-2122,https://litchfieldgolf.com/,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,654331.896074681,33.47539443183644,-79.11799731951287,South Carolina,SC00078
Founders Club at Pawleys Island,Pawleys Island,7829,29585,,Ocean Highway,843-237-2299,https://foundersclubpawleysisland.com/,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,653228.3168152083,33.427763453006925,-79.16795129955439,South Carolina,SC00082
River Hills Country Club,Lake Wylie,1,29710,SC,Country Club Drive,,https://www.riverhillscc.org/,,,,,,,,,,,18_hole,,,,,,,,,,multipolygon,,,,650960.9212239871,35.107352112338084,-81.05968661227924,South Carolina,SC00121
Port Royal Robber's Row Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,649228.2761725847,32.22307562453561,-80.6815227709887,South Carolina,SC00144
Port Royal Robber's Row Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,649228.2761725847,32.22307562453561,-80.6815227709887,South Carolina,SC00145
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,646256.7964412917,34.92166638153469,-82.34709410916915,South Carolina,SC00064
Long Cove Club,Hilton Head Island,,,SC,,,https://longcoveclub.com/,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,642874.7973477789,32.17186919533903,-80.74586074063694,South Carolina,SC00177
Beaver Creek Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638013.1060594439,34.25857435389429,-79.80263525609617,South Carolina,SC00256
Pine Creek Golf Course (formerly White Pines),Camden,614,29020,,Mary Lane,+1-803-432-7442,https://www.pinecreekgolfcourse.com,,,,,,,,,,,,,,,,,,,,,,,,,636979.9584709822,34.27146286152813,-80.5290055607746,South Carolina,SC00252
Southern Oaks,,,,,,,https://southernoaks-golf.com/,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,636749.8891848186,34.73940620373687,-82.53712147488292,South Carolina,SC00038
Smithfields Country Club,,,,,,,http://www.smithfields.cc,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,634263.5350549087,34.80414001256986,-82.55767117123347,South Carolina,SC00099
Charleston Municipal Golf Course,Charleston,2110,29412,,Maybank Highway,843-795-6517,http://sc-charleston.civicplus.com/index.aspx?nid=644,,,,,,,,,,,,,,,,,,,,,,,,,633315.6998232004,32.754839570384796,-79.99551820015203,South Carolina,SC00239
Saluda Valley Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626067.5857522471,34.62447533887651,-82.51436356493213,South Carolina,SC00274
Darlington Country Club,Darlington,125,29532,,Country Club Road,+1 843 393 0236,https://www.darlingtoncountryclub.com/,,,,,,,,,,,,,,,,,,,,,,,,,622622.919756861,34.304451871254614,-79.8426200219735,South Carolina,SC00257
Rolling Green Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,616798.4751719692,34.91590465744245,-82.5866383862061,South Carolina,SC00155
Camden Country Club,Camden,111,29020,,Knights Hill Road,+1-803-432-3322,https://www.camdencountryclub.com/,,,,,,,,,,,,,,,,,,,,,,,,,614963.1543069736,34.26891500316229,-80.61560135665131,South Carolina,SC00251
The Preserve at Verdae Golf Club,,,,,,,https://www.thepreserveatverdae.com/,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,612113.6260711312,34.821576945619704,-82.32517958617778,South Carolina,SC00094
The Preserve at Verdae Golf Club,,,,,,,https://www.thepreserveatverdae.com/,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,612113.6260711312,34.821576945619704,-82.32517958617778,South Carolina,SC00093
Wexford Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,611067.0678342296,32.16874149650403,-80.75956215896504,South Carolina,SC00148
Palmetto Dunes - George Fazio Golf Course,Hilton Head,7,29928,SC,Carnoustie Road,+1-888-909-9566,https://www.palmettodunes.com/golf/george-fazio-course,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,606616.9176004413,32.16957308038487,-80.72711120476973,South Carolina,SC00135
Oyster Reef Golf Club,Hilton Head Island,155,29928,SC,High Bluff Road,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,605267.0961329172,32.24537349138721,-80.71385892413191,South Carolina,SC00146
The Club at Pine Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,602981.9740969329,33.035326527836816,-80.22622299597822,South Carolina,SC00124
Country Club of Newberry,,,,,,,https://www.ccofnewberry.net/,,,,,,,,,,,,,,,,,,,,,,,,,599252.6647435707,34.30522830556523,-81.6530399768481,South Carolina,SC00280
Cedar Creek Golf Club,,,,,,,https://www.cedarcreek.net/golf.htm,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,585341.8016287473,33.44959928067626,-81.65026144332485,South Carolina,SC00060
Lakeview Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583177.0134472268,34.7313089149385,-82.42923690390872,South Carolina,SC00195
Cherokee Valley Golf Club,,,,,,,http://cherokeevalleygolfclub.com/,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,583165.5145754156,35.075185833936395,-82.3830589738342,South Carolina,SC00101
Palmetto Dunes - Arthur Hills Golf Course,Hilton Head,2,29928,SC,Leamington Lane,+1-888-909-9566,https://www.palmettodunes.com/golf/arthur-hills-course,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,582973.9263922492,32.16386432307567,-80.73406450923318,South Carolina,SC00136
Moss Creek South Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,577862.2612839353,32.25060623133572,-80.8124908108615,South Carolina,SC00168
Hampton Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566893.8506362941,32.88713976048942,-81.10163453949261,South Carolina,SC00336
Links At Lakewood,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,566816.1620262248,33.83451584128879,-80.36322821527634,South Carolina,SC00167
Florence Country Club,Florence,450,29501,SC,Country Club Boulevard,,,,,,,,,,,,,,,,,,,,,,,,,,,565580.0775044233,34.17996125407236,-79.79867183746539,South Carolina,SC00316
Marlboro Country Club,Bennettsville,404,29512,,Country Club Drive,+1 843 479 7741,http://www.marlborocc.com/,,,,,,,,,,,,,,,,,,,,,,,,,565214.8261715213,34.628771062601665,-79.6862309905867,South Carolina,SC00259
Moree's Cheraw Country Club,,,,,,,,,,,,,,,https://www.facebook.com/cherawgolf/,,,,,,,,,,,,,multipolygon,,,,565058.3570580625,34.65366526518548,-79.89278975289392,South Carolina,SC00173
Love Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,563566.4639707726,33.807883205850835,-78.76468875478763,South Carolina,SC00153
Redbank Plantation Golf Course,,,,,,+1 843 794 7802,https://www.jbcharleston.com/redbank-plantation,,,,,,,,,,,,,,,,,,,,,,,,,560276.8962382504,32.95091402143757,-79.93483311397416,South Carolina,SC00192
Port Royal Barony Golf Course,Hilton Head Island,10,29928,SC,Clubhouse Drive,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,553559.5869687567,32.21320896419308,-80.68438853555784,South Carolina,SC00142
Port Royal Barony Golf Course,Hilton Head Island,10,29928,SC,Clubhouse Drive,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,553559.5869687567,32.21320896419308,-80.68438853555784,South Carolina,SC00141
Kershaw Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550814.8979919923,34.53164669746338,-80.5938939766998,South Carolina,SC00326
The Rock Golf Course And Resort,,,,,,,https://therockgolfclub.com/,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,550731.3607233053,34.99768146037322,-82.75862676860129,South Carolina,SC00132
Lakeside Country Club,,,,,,,https://www.thelakesidecc.com/,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,540708.5971570847,34.48957893739491,-81.95093098167791,South Carolina,SC00125
Legend Oaks Golf Club,,,,,,,https://legendoaksgolf.com/,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,537883.7596349879,32.94466457953681,-80.23441999689746,South Carolina,SC00189
The Plantation Course at Edisto Beach,Edisto Beach,19,29438,SC,Fairway Drive,+1-843-869-1111,https://www.theplantationcourseatedisto.com/,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,530429.7591288695,32.48814081532896,-80.33422737079137,South Carolina,SC00048
Sea Pines Country Club,Hilton Head Island,30,29928,SC,Governors Road,+1-843-671-2345,https://www.seapinescountryclub.com,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,527848.6502393944,32.156569535358315,-80.77728375894472,South Carolina,SC00098
Aiken Golf Club,Aiken,555,29801,,Highland Park Avenue,803-649-6029,http://www.aikengolfclub.com/,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,525161.1638910435,33.56098879614963,-81.73841591539825,South Carolina,SC00059
Aiken Golf Club,Aiken,555,29801,,Highland Park Avenue,803-649-6029,http://www.aikengolfclub.com/,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,525161.1638910435,33.56098879614963,-81.73841591539825,South Carolina,SC00058
Moss Creek North Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,520494.89998698625,32.26233275096323,-80.80995404577682,South Carolina,SC00169
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481720.40359730826,33.871176166352996,-79.78332828318763,South Carolina,SC00229
Summerville Country Club,Summerville,400,29483,,Country Club Boulevard,+1 843 873 2210,https://summervillecountryclub.com/,,,,,,,,,,,,,,,,,,,,,,,,,473228.2740260333,32.99705029153272,-80.20039485117634,South Carolina,SC00269
The Valley at Eastport Golf Club,Little River,4355,29566,,Eastport Boulevard,+1 843 427 4424,https://www.valleyateastport.com/,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,467361.29033738584,33.865894214182575,-78.63028650625093,South Carolina,SC00109
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461572.1003857605,34.20661039461599,-81.97334827842764,South Carolina,SC00333
Paris Mountain Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,446823.8500001276,34.93214241833849,-82.4187360704604,South Carolina,SC00061
Hollow Creek,,,,,,,,,,,,The Reserve Club at Woodside Plantation,,,,,,,,,,,,,,,,multipolygon,,,,431404.4028192544,33.475386277090216,-81.74150654737271,South Carolina,SC00055
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430683.2446828063,34.174815655294466,-79.37230421871233,South Carolina,SC00258
Golden Hills Golf & Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,430534.01131807966,33.9943962264907,-81.20970010150366,South Carolina,SC00118
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423214.85251119005,34.09387499763112,-78.84993703984335,South Carolina,SC00198
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404726.80067047937,33.785683481343504,-79.01141380573742,South Carolina,SC00207
Cherry Hill Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360389.32396394876,33.43439463006116,-79.58885103012588,South Carolina,SC00337
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357407.5590517216,33.77552945314415,-78.99657689361092,South Carolina,SC00210
Ware Shoals Golf Course,Ware Shoals,98,29692,SC,South Greenwood Avenue,,,,,,,Johnny Magaha,,,,,,,,,,,,,,,,,,,,356728.5753910515,34.388427398770425,-82.23440522990106,South Carolina,SC00276
Wild Dunes - Links Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,355766.2250880418,32.81156499374846,-79.72686663015989,South Carolina,SC00131
Chesnee Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353293.45379213063,35.161971797936296,-81.85173357150755,South Carolina,SC00340
Williston Country Club Golf Course,Williston,15,29853,SC,Fairway Dr,,,,,,,Williston Country Club,,,,,,,,,,,,,,,,,,,,352011.6279368974,33.39135970456378,-81.41785720812338,South Carolina,SC00303
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334765.10417182883,34.6859202016422,-81.6286048588222,South Carolina,SC00348
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332496.42018317047,33.786978111094875,-78.96462672944352,South Carolina,SC00201
Rose Hill Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,328367.3650535159,32.276248840526065,-80.882027532778,South Carolina,SC00170
Tupelo Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317458.28579610836,33.60467651728988,-78.99624975157862,South Carolina,SC00237
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311179.7515135731,34.590966518240435,-79.5760558014856,South Carolina,SC00273
Spanish Wells Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,299851.1147552001,32.18823665502917,-80.77723615886812,South Carolina,SC00139
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,297709.5591623771,34.93414140185909,-82.35754524529507,South Carolina,SC00062
Cane Patch Driving Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289696.1571622406,33.74506688850281,-78.82492589238247,South Carolina,SC00200
River Falls Plantation,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,multipolygon,,,,286247.7104173387,34.88174429370791,-82.0797699126085,South Carolina,SC00159
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,golf,,,,,,,,284601.2847934249,34.5082475719074,-81.60456693427342,South Carolina,SC00314
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,276004.0530155663,33.77029253875463,-79.00153955713796,South Carolina,SC00040
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274938.34998193866,34.0870685579077,-78.85073301367875,South Carolina,SC00261
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,254833.08887672034,33.78678058721799,-78.96999323645801,South Carolina,SC00041
