addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,name,opening_hours,operator,building,phone,website,source,check_date,start_date,note,email,sport,golf,landuse,old_name,alt_name,golf:course,official_name:en,wikidata,abandoned,type,addr:country,golf:par,area_m2,lat,lon,province,gcid
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,658357.0590845918,38.153134787433544,-90.33080513507456,Missouri,MO00182
,,,,,Bootheel Golf Course (closed),,,,,,,,,,,,,,,,,,,,,,,656265.9099656437,36.90320475818152,-89.5641011429728,Missouri,MO00312
Kennett,2121,63857,,1st Street,Kennett Country Club,,,,+1 573 888 9945,https://kennettcountryclub.com/,,,,,,,,,,,,,,,,,,652852.5416760228,36.23201619831675,-90.03043243273136,Missouri,MO00267
,,,,,Teetering Rocks Golf Course,,,,,,,,,,,,,,,,,,,,,,,649887.6669301899,38.962647490909916,-94.43911743162158,Missouri,MO00280
,,,,,Deer Lake Golf Course,,,,,,Bing,,,,,,,,,,,,,,,,,649760.4997677859,37.20903095233679,-93.40022987127682,Missouri,MO00125
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,649552.8188539187,37.9406346469123,-90.14356280892349,Missouri,MO00242
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,649552.8188539187,37.9406346469123,-90.14356280892349,Missouri,MO00241
Mexico,10717,65265,MO,Audrain Rd 929,Arthur Hills Golf Course,,,,,,,,,,,,,,,,,,,,,,,645925.2983213554,39.181419617438976,-91.9330128059268,Missouri,MO00215
Richmond,901,64085,,Wollard Boulevard,Shirkey Golf Course,,,,+1 816 470 2582,https://www.shirkeygolfcourse.com/,Bing,,,,,,,,,,,,,,,,,640847.3147665038,39.26720569776623,-93.95114180067421,Missouri,MO00170
Marshall,1536,65340,,East Watermill Road,Indian Foothills Golf Course,,,,+1 660 8310929,https://marshallmoparks.com/golf.html,,,,,,,,,,,,,,,,,,639789.1147206769,39.10758372457164,-93.16963906098012,Missouri,MO00211
Excelsior,1201,64024,,East Golf Hill Drive,Excelsior Springs Golf Course,,,,+1 816 630 3731,http://www.excelsiorgolf.com/,Yahoo,,,,,,,,,,,,,,,,,634560.61583609,39.33289093757919,-94.20025011221735,Missouri,MO00076
Columbia,1300,65203,,Woodrail Avenue,Country Club of Missouri,,,,+1 573 449 7201,https://www.ccmo.net/,,,,,,,,,,,,,,,,,,632321.3715865226,38.91220397932164,-92.36182414889203,Missouri,MO00239
,,,,,St. Peters Golf Course,,,,,,,,,,,,,,,,,,,,multipolygon,,,630438.3407992524,38.7956124394667,-90.64537534329891,Missouri,MO00054
Washington,6413,63090,,Country Club Road,Franklin County Country Club,,,,+1 636 239 6678,https://fcccgolf.com/,,,,,,,,,,,,,,,,,,629745.279482839,38.5034993801792,-91.03861883021511,Missouri,MO00166
,,,,,Fairview Golf Course,,,,,,,,,,,,,,,,,,,,,,,619224.7110050989,39.74478367762309,-94.81307762894889,Missouri,MO00271
Monett,117,,,South Lincoln Avenue,Windmill Ridge Golf Course,,,,+1 417 235 6076,https://www.cityofmonett.com/city_departments/golf_course_index.htm,,,,,,,,,,,,,,,,,,618243.7137595781,36.90840606942895,-93.92605756532257,Missouri,MO00159
Versailles,13986,65084,,Country Club Road,Rolling Hills Country Club,,,,+1 573 378 5109,http://www.playrollinghills.com/,,,,,,,,,,,,,,,,,,616334.7995802683,38.46793109704704,-92.81299486144904,Missouri,MO00232
Kansas City,8200,64138,,Hillcrest Road,Hillcrest Golf & Country Club,,,,816-523-8601,http://www.hillcrestkc.com/,,,,,,,,,,,,,,,,,,609306.4950303625,38.98000383965177,-94.52440642343353,Missouri,MO00129
Sedalia,5074,65301,,Highway Y,Sedalia Country Club,,,,+1 660 826 2044,http://www.sedaliacountryclub.com/,,,,,,,,,,,,,,,,,,606831.1799311978,38.697306255926065,-93.2948287431305,Missouri,MO00194
Cassville,20276,65625,,State Highway 112,Cassville Golf Club,,,,+1 417 847 2399,https://www.cassvillegolfclub.com/,,,,,,,,,,,,,,,,,,603813.236869355,36.634635899828275,-93.84626128781677,Missouri,MO00155
Foristell,10220,63348,,Fairway Drive,Golf Club of Incline Village,,,,,https://www.inclinevillagegc.com/,,,,,,,,,,,,,,,multipolygon,,,599820.4187018431,38.868203227339315,-90.9581460926986,Missouri,MO00037
Camdenton,367,65020,,C.C. Blair Drive,Lake Valley Golf Club,,,,+1 573 346 7218,https://www.lakevalleygolf.com/,,,,,,,,,,,,,,,,,,598709.9441488268,37.98882536509485,-92.79779460905449,Missouri,MO00236
Jefferson City,932,65101,,Ellis Boulevard,Oak Hills Golf Center,,,,+1 573 634 6532,https://www.jeffersoncitymo.gov/facilities_and_rentals/oak_hills_golf_center/index.php,,,,,,,,,,,,,,,,,,598426.5678448804,38.54606388002168,-92.18336440373967,Missouri,MO00229
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,596536.5492221514,36.9955117503164,-91.68260755090915,Missouri,MO00290
,,,,,Unknown Golf Course,,,,,,Bing,,,,,,,,,,,,,,,,,596337.1457324158,38.217893118449474,-91.14447055024361,Missouri,MO00101
Kirkwood,12665,63122,,Big Bend Road,Greenbriar Hills Country Club,,,,+1 314-822-3011,https://www.greenbriarcc.com/,,,,,,,,,,,,,,,,,,594485.8756682539,38.57361286560468,-90.45030201833625,Missouri,MO00070
Carthage,2000,64836,,Richard Webster Drive,Carthage Golf Course,,,,+1 417 237 7030,https://carthagegolfcourse.com/,,,,,,,,,,,,,,,,,,594483.1678515496,37.17217887675757,-94.34177535004079,Missouri,MO00179
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,591510.8318004713,36.98319781830001,-93.36742186892653,Missouri,MO00121
,,,,,Kirksville Country Club,,,,+1 660 665 5335,https://kirksvillecountryclub.com/,,,,,,,,,,,,,,,,,,589489.7350119352,40.17194872779683,-92.56651509279993,Missouri,MO00191
Poplar Bluff,1,63901,MO,Birdie Ln,Westwood Hills Country Club,,,,,,,,,,,,,,,,,,,,,,,585689.9277741781,36.73472036483094,-90.45084010884281,Missouri,MO00263
Laurie,100,65038,,Indian Lake Avenue,Indian Rock Golf Club,,,,573-372-3023,https://www.indianrockgolfclub.com/,,,,,,,,,,,,,,,multipolygon,,,576797.234136905,38.226474864071854,-92.80023292634282,Missouri,MO00022
Cape Girardeau,3280,63701,,Perryville Road,Cape Jaycee Municipal Golf Course,,,,+1 573 334 2031,https://www.cityofcapegirardeau.org/golf,,,,,,,,,,,,,,,,,,575241.7684244246,37.35617280501092,-89.55655191024454,Missouri,MO00260
Columbia,6700,65202,,Saint Charles Road,Lake of the Woods Golf Course,,,,+1 573 499 4653,http://gogolflow.com/,,,,,,,,,,,,,,,,,,574580.8238646291,38.967048023208584,-92.2359486447217,Missouri,MO00205
Columbia,2210,65201,,Country Club Drive,Columbia Country Club,,,,+1-573-449-4115,https://www.columbiacc.net/,,,,,,,,,,,,,,,,,,574165.0581275561,38.95812398875784,-92.30178448895383,Missouri,MO00204
,2409,65807,,South Scenic Avenue,Horton Smith Municipal Golf Course,,,,417-891-1639,https://www.parkboard.org/golf/horton/,bing,,,,,,,,,Smith Golf Course,,,,,,,,572509.1576864825,37.17259426268791,-93.33652509889966,Missouri,MO00124
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,570467.9849036519,37.35287694165986,-92.88764955022476,Missouri,MO00256
Kansas City,11215,64131,,Holmes Road,Minor Park Golf Course,,,,816-942-4033,http://www.minorparkgolfcourse.com/,,,,,,,,,,,,,,,,,,570100.4833897991,38.92161605773179,-94.5796323037361,Missouri,MO00140
,,,,,West Plains Country Club,,,,+1 417 256 7197,https://www.westplainscountryclub.com/,,,,,,,,,,,,,,,,,,564757.8898333429,36.73672502935233,-91.87968252064668,Missouri,MO00162
Buffalo,90,65622,MO,Golf Course Road,Dream Valley Golf Course,,,,+1 417 345 4653,https://dreamvalleygolfcourse.com/,,,,,,,,,,,18_hole,"Dream Valley Golf Course, Karen Kjar Memorial",,,,,,560426.0487334895,37.58503722484251,-93.14394655957565,Missouri,MO00248
Platte City,14750,64079,,Fairway Lane,Shiloh Springs Golf Course,,,,+1 816 270 4653,http://www.shilohspringsgolf.com/,,,,,,,,,,,,,,,,,,556331.4786871198,39.36191892239824,-94.7282860508017,Missouri,MO00143
Savannah,400,64485,,East Duncan Drive,Duncan Hills Golf Course,,,,+1 816 324 7575,http://www.duncanhillsgc.com/,,,,,,,,,,,,,,,,,,555983.2130342925,39.9526011691673,-94.81670848583343,Missouri,MO00224
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,554346.2841851437,38.81602254177462,-91.17806315449255,Missouri,MO00309
Cameron,1000,64429,,Park Avenue,Cameron Veteran's Memorial Golf Club,,,,+1 816 632 2626,https://www.camerongolfclub.com/,,,,,,,,,,,,,,,,,,551002.1109377241,39.727636144795355,-94.24746906927392,Missouri,MO00223
Wentzville,9,63385,MO,Pro Shop Drive,Golf Club of Wentzville,,,,,,,,,,,,,,,,,,,,multipolygon,,,549545.927941215,38.79317714652403,-90.89562000966758,Missouri,MO00062
Florissant,50,63033,,Country Club Lane,Florissant Golf Club,,,,+1 314-741-7444,http://www.golfclubofflorissant.com/,,,,,,,,,,,,,,,,,,543375.8470350654,38.80487485135403,-90.28127816592212,Missouri,MO00098
,,,,,Meadow Lake Country Club,,,,,,,,,,,,,,,,,,,,multipolygon,,,542997.0608445978,38.34653283329001,-93.76000285266113,Missouri,MO00052
Saint Louis,7605,63133,,Saint Charles Rock Road,Normandie Golf Club,,,,+1 314-862-4884,https://normandiegolf.com/,,,,,,,,,,,,,,,,,,538490.0143465447,38.69811942840977,-90.31782795744788,Missouri,MO00086
Country Club,50,64505,,Ridgeland Road,St Joseph Country Club,,,,+1 816 233 0241,http://www.stjoecc.com/,,,,,,,,,,,,,,,,,,536694.1277897016,39.833640629105965,-94.82667229949698,Missouri,MO00225
,1825,65803,,East Norton Road,Bill and Payne Stewart Golf Course,,,,417-833-9962,https://www.parkboard.org/golf/stewart/index.html,Bing,,,,,,,,,,,,,,,,,535272.8889937412,37.25394427716822,-93.25540631456732,Missouri,MO00066
Kansas City,10501,64133,MO,East 47th Street,Royal Meadows Golf Club,,,,,,,,,,,,,,,,,,,,,,,532529.4837660261,39.033367830391555,-94.45812495304824,Missouri,MO00080
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,523586.9401235049,40.017577827202324,-92.50091483550096,Missouri,MO00210
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,511322.6888089878,38.1248110895436,-92.6895396479968,Missouri,MO00233
,,,,,Bogey Hills Country Club,,,,,,,,,,,,,,,,,,,,,,,508115.9169060584,38.779383361126705,-90.53571497315014,Missouri,MO00095
Fremont Hills,1953,65714,,Fremont Hills Drive,Fremont Hills Country Club,,,,+1 417 725 1506,https://fremonthillsgolf.com/,,,,,,,,,,,,,,,multipolygon,,,507376.88467370503,37.065308294868316,-93.25430240651718,Missouri,MO00049
,,,,,Country Club Gardens,,,,,,,,,,,,,,,,,,,,multipolygon,,,505682.0078154258,39.03466595334437,-94.26231078029856,Missouri,MO00035
,,,,,Schifferdecker Golf Course,,,,+1 417 624 3533,,,,,,,,,,,,,,,,,,,504929.21454100165,37.088149322965215,-94.55456796202121,Missouri,MO00158
,,,,,Schifferdecker Golf Course,,,,+1 417 624 3533,,,,,,,,,,,,,,,,,,,504929.21454100165,37.088149322965215,-94.55456796202121,Missouri,MO00157
Plattsburg,804,64477,,West Frost Street,Plattsburg Country Club,,,,+1 816 539 3328,https://www.plattsburgcc.com/,,,,,,,,,,,,,,,,,,499872.86960638885,39.555362530013056,-94.46197564577069,Missouri,MO00222
,,,,,Viburnum Golf & Country Club,,,,,,Bing,,,,,,,,,,,,,,,,,497908.92305607995,37.73175183030591,-91.11160834911838,Missouri,MO00112
Warrenton,24805,63383,,South Highway 47,Warrenton Golf Course,,,,+1 636 456 8726,https://warrentongolfcourse.com/,,,,,,,,,,,,,,,,,,495647.9224272363,38.76357842549221,-91.15081370522867,Missouri,MO00167
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,490281.11575590033,38.63846033047965,-90.37414146422641,Missouri,MO00082
,,,,,Twin Pines Country Club,,,,,,,,,,,,,,,,,,,,,,,490023.94025018235,38.67189911129438,-94.31898948625647,Missouri,MO00306
,,,,,Millwood Gold and Racquet Club,,,,,,,,,,,,,,,,,,,,,,,487711.2359944539,37.100368504092714,-93.22190271308,Missouri,MO00276
Saint Louis,1055,63049,,Lochmoor Drive,Paradise Valley Golf & Country Club,,,,636-225-5157,https://www.paradisevalleygolf.com/,,,,,,,,,,,,,,,,,,484448.2464085646,38.50542571154238,-90.51577635033274,Missouri,MO00132
Saint Louis,1055,63049,,Lochmoor Drive,Paradise Valley Golf & Country Club,,,,636-225-5157,https://www.paradisevalleygolf.com/,,,,,,,,,,,,,,,,,,484448.2464085646,38.50542571154238,-90.51577635033274,Missouri,MO00133
,,,,,Riverside Golf Course,,,,,http://riversidegolf.net/,,,,,,,,,,,,,,,,,,484017.22243273736,38.53195384852638,-90.43827151266923,Missouri,MO00069
,,,,,Fore Honor Golf Course,,,,,,,,,,,,,,,,,,,,,,,481855.0941499913,38.37866652577948,-90.57886921006576,Missouri,MO00319
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,477189.89770595636,39.45459599197274,-91.96218831505082,Missouri,MO00221
Hillsboro,5925,63050,,Plantation Drive,Raintree Country Club,,,,636-789-4466,https://www.raintreecountryclub.net/,,,,,,,,,,,,,,,multipolygon,,,477138.99402172153,38.25488588341922,-90.60206215104435,Missouri,MO00023
Kansas City,6900,64132,,Swope Memorial Drive,Swope Memorial Golf Course,,,,816-513-8910,http://www.swopememorialgolfcourse.com/,,,,,,,,,,,,,Q7659258,,,,,462063.07151910226,38.99889086172949,-94.51311825277618,Missouri,MO00077
,,,,,Spring Creek Golf and Country Club,,,,,,,,,,,,,,,,,,,,,,,461760.15002915554,37.650816360823285,-91.55809573365262,Missouri,MO00289
,,,,,Algonquin Golf Club,,,,,,,,,,,,,,,,,,,,,,,446137.738096922,38.589484149407234,-90.37364203104485,Missouri,MO00072
,,,,,Shawnee Bend Golf Course,,,,,,,,,,,,,,,,,,,,,,,445388.26898512593,38.25347333307001,-93.41446889669868,Missouri,MO00320
,,,,,Malden Country Club,,,,,,Bing,,,,,,,,,,,,,,,,,438006.7167541448,36.59569748277792,-89.97451509059842,Missouri,MO00146
Mountain Grove,1002,65711,,West 1st Street,Randel-Hinkle Municipal Golf Course,,,,+1 417 926 5700,http://www.mountaingrove.net/golf%20course.htm,,,,,,,,,,,,,,,,,,432260.8465726303,37.12776788388556,-92.2849849163794,Missouri,MO00257
Stockton,102,65785,MO,RB RD,Stockton Country Club,,,,,,,,,,,,,,,,,,,,,,,424150.93734083127,37.683028181220514,-93.79785952212328,Missouri,MO00249
St. Joseph,701,64506,,North Noyes Boulevard,Moila Country Club,,,,+1 816 232 5129,https://www.moilacountryclub.com/,,,,,,,,,,,,,,,,,,423538.1343835663,39.772505657740155,-94.81880244601597,Missouri,MO00227
St. Joseph,701,64506,,North Noyes Boulevard,Moila Country Club,,,,+1 816 232 5129,https://www.moilacountryclub.com/,,,,,,,,,,,,,,,,,,423538.1343835663,39.772505657740155,-94.81880244601597,Missouri,MO00226
,,,,,The Deuce at the National,,,,,,,,,,,,,,,,,,,,multipolygon,,,400576.6345538981,39.20657893254036,-94.69814567089921,Missouri,MO00013
lancaster,,63548,MO,US Hwy 63 S,Lancaster Country Club,,,,,,,,,,,,,,,,,,,,,,,395181.27786010015,40.51649805392924,-92.55379387883701,Missouri,MO00190
Monroe City,1315,63456,,Lakeview Drive,Mosswood Meadows,,,,+1 573 735 2088,http://www.mosswoodmeadows.com/,,,,,,,,,,,,,,,multipolygon,,,389478.3056713287,39.65384501491801,-91.75741127533351,Missouri,MO00024
Linn,193,65051,MO,County Route 605,Osage Country Club,,,,,,,,,,,,,,,,,,,,,,,383914.8490857726,38.486542597325744,-91.86413543508954,Missouri,MO00305
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,379491.6015742243,39.21287081579414,-92.1142971956997,Missouri,MO00202
Marshall,2760,65340,,Cypress Drive,Stone Hedge Golf Club,,,,+1 660 886 4653,http://www.stonehedgegolfclub.com/,,,,,,,,,,,,,,,multipolygon,,,377071.56314025423,39.09121489218086,-93.18976843591119,Missouri,MO00039
Shelbina,5364,,,Golf Course Drive,Shelbina Lakeside Golf Course,,,,+1 573 588 4755,http://cityofshelbina.com/golf_course.htm,,,,,,,,,,,,,,,,,,362667.1908185722,39.720586794093464,-92.04597846713776,Missouri,MO00208
Cole Camp,333,65325,,Triple Creek Drive,Triple Creek Golf Course,,,,+1 660 668 4653,https://www.triplecreekgolf.com/,,,,,,,,,,,,,,,,,,359264.6840526899,38.45580000912317,-93.18820002096365,Missouri,MO00240
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,356736.77246650535,40.47369396170211,-92.98368413706035,Missouri,MO00188
,,,,,Malden City Golf Course (closed),,,,,,,,,,,,,,,,,,,,,,,355199.8077173003,36.59603823555528,-89.98037776231855,Missouri,MO00311
,,,,,Westborough County Club,,,,,,,,,,,,,,,,,,,,,,,353963.5988021672,38.58065710764919,-90.38139041294959,Missouri,MO00073
Lamar,,64759,MO,,Jeremy's Creek,,,,,,,,,,,,,,,,,,,,,,,351069.66181454813,37.47525427426209,-94.29690934405143,Missouri,MO00175
,,,,,Unknown Golf Course,,,,,,Bing,,,,,,,,,,,,,,,,,348984.91931400064,39.79105715116788,-93.0361192032809,Missouri,MO00102
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,347852.79545808607,36.56114087781231,-91.57037043110013,Missouri,MO00295
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,342486.59468961507,37.00158449983049,-91.95520679535936,Missouri,MO00287
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,342144.30282113026,36.95246014453765,-92.68940805456029,Missouri,MO00265
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,340884.2242924353,38.64059154221242,-92.58234486329863,Missouri,MO00220
,,,,,Mexico Country Club,,,,,http://www.mexicocountryclub.com/,,,,,,,,,,,,,,,,,,336683.9961435152,39.165613751059524,-91.85590211586336,Missouri,MO00216
Houston,7453,65483,,Country Club Lane,Oakwood Golf Club,,,,+1 417 967 3968,https://www.theoakwoodgolfclub.com/,,,,,,,,,,,,,,,,,,336493.8914128258,37.32185563516026,-91.91785445525042,Missouri,MO00258
O'Fallon,205,63366,,Tri-Sports Drive,Pheasant Run Golf Course,,,,+1 636 379 0099,https://www.golf-headquarters.com/course/,,,,,,,,,,,,,,,,,,333496.00213718374,38.74153488090489,-90.70322802471716,Missouri,MO00238
,,,,,Tarkio Golf Club,,,,,https://tarkiogolfclub.com/,,,,,,,,,,,,,,,,,,328734.3714128121,40.44859259520654,-95.39182767780139,Missouri,MO00301
,,,,,Unknown Golf Course,,,,,,Bing,,,,,,,,,,,,,,,,,326000.56195087556,37.931663884143134,-90.54552544687772,Missouri,MO00113
Bridgeton,11919,63044,MO,Berry Hill Road,Bridgeton Berry Hill Golf Course,,,,,,,,,,,,,,,,,,,,,,,324833.86357277294,38.76393113330304,-90.39848689534347,Missouri,MO00277
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,324036.88096263784,40.40890285464274,-91.67060639331554,Missouri,MO00193
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,323124.97313306906,38.60578832618412,-92.17014981238657,Missouri,MO00307
,,,,,Lakeview Golf Course,,City of Hamilton,,,,,,,,,,,,,,,,,,,,,322235.61749267793,39.75271583327033,-94.03756406672717,Missouri,MO00328
Maryville,25867,64468,MO,Icon Road,Maryville Country Club,,,,+1 660 582 5122,https://www.maryville-countryclub.com/,,,,,,,,,,,,,,,,,,320913.14534533996,40.347635660955504,-94.89737339064912,Missouri,MO00186
,,,,,Ruth Park Golf Couse,,,,,,,,,,,,,,,,,,,,,,,319465.5589515517,38.67013842050824,-90.35199369424235,Missouri,MO00085
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,316692.65257773735,36.52403360209902,-93.6139126647437,Missouri,MO00160
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,316164.5456369146,39.40457648045381,-91.11042302398126,Missouri,MO00199
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,311990.6386413197,40.07975019470899,-91.51181850684917,Missouri,MO00195
Noel,,64854,,,Elk River Golf Course,,,,+1 417 475 3208,https://www.freewebs.com/elkrivergolfcourse/,,,,,,,,,,,,,,,,,,311551.15744046046,36.55572767632852,-94.50277380475556,Missouri,MO00181
,,,,,The Unity Village Golf Course,,,,,https://www.unityvillage.org/visit/golf-course,,,,,,,,,,,,,,,,,,311282.97935380647,38.95360577230615,-94.405678754068,Missouri,MO00314
,,,,,Gene Pray Memorial Golf Course,,,,,http://www.cityofeldoradospringsmo.com/eldoradosprings-parkrec.html#golf,,,,,,,,,,,,,,,,,,300657.70056009147,37.86982348531223,-94.03785729136585,Missouri,MO00252
,,,,,Crowley's Ridge Recreation Center,,,,,,,,,,,,,,,,,,,,,,,298190.97938824375,36.874643672938745,-89.93559730135635,Missouri,MO00262
,,,,,Marceline Golf Club,,,,,,,,,,,,,,,,,,,,,,,298148.25081339886,39.70646818979164,-92.96849784108808,Missouri,MO00315
,,,,,Carrollton Country Club,,,,+1 660 542 9888,http://www.carrolltoncountryclub.com/,,,,,,,,,,,,,,,,,,294695.32293651905,39.38073685752105,-93.5069865099639,Missouri,MO00212
,,,,,Bolivar Municpal Golf Course,,,,,,,,,,,,,,,,,,,,,,,292028.20233890467,37.60849992394038,-93.42876306452966,Missouri,MO00173
,,,,,Center Creek Country Club,,,,,,,,,,,,,,,,,,,,,,,290730.43110684585,37.08622286027441,-94.1642574895054,Missouri,MO00068
Missouri Highway 68,11780,65559,,State H,Saint James Golf Club,,,,573-265-8688,http://www.stjgc.com/,,,,,,,,,,,,,,,,,,290075.4105045326,37.98081638610062,-91.59716272061114,Missouri,MO00152
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,288741.11101241986,40.287967706973085,-94.02261695944286,Missouri,MO00185
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,287079.88790694356,37.114079327107774,-93.80457439390658,Missouri,MO00067
,,,,,The Duece at the National,,,,,,,,,,,,,,,,,,,,multipolygon,,,284211.81092456356,39.212794694224826,-94.70188740232199,Missouri,MO00014
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,283800.3210441754,37.591888657133765,-90.61304004244717,Missouri,MO00245
,,,,,Perryville Country Club,,,,,,Bing,,,,,,,,,,,,,,,,,279986.0465140575,37.71495682418151,-89.87915385421142,Missouri,MO00115
,,,,,Nevada Country Club,,,,+1 417 667 7182,http://www.nevadacountryclub.net/,,,,,,,,,,,,,,,,,,277676.6430905937,37.82234623853252,-94.36953545073969,Missouri,MO00144
,,,,,Heritage of Hawk Ridge,,,,,,,,,,,,,,,,,,,,,,,274738.4729018659,38.77671227498008,-90.80825974792414,Missouri,MO00322
Rock Port,18757,64482,MO,North Country Club Drive,Rock Port Golf and Country Club,,,,+1-660-744-2590,,,,,,,golf,,,,,,,,,,,,271502.01661989186,40.40687613147553,-95.50868100425397,Missouri,MO00296
Ballwin,333,63011,,Holloway Road,Ballwin Golf Course & Event Center,Jan 01 12:00-15:00||Jan-Feb 10:00-15:00||Mar 01-15 09:00-17:00||Mar 16-31 08:00-17:00||Apr 08:00-17:00 || May 07:00-18:00 || Jun-Aug 06:30-18:00 || Sep 07:00-17:00 || Oct 08:00-16:00 || Nov 28 off || Nov 09:00-15:00 || Dec 24-25 off || Dec 10:00-15:00,Ballwin,,+1-636-227-1750,https://www.ballwingolfcourse.com/,,,,,golf@ballwin.mo.us,golf,,,,,,,,,,,,269441.9519693125,38.60345987480882,-90.54273403276544,Missouri,MO00268
Kearney,525,64060,MO,South Marimack Drive,MariMack Golf Complex,,,,,,,,,,,,,,,,,,,,,,,266497.21467887185,39.370649098070366,-94.35055812388794,Missouri,MO00274
Mound City,1806,64470,,Nebraska Street,Mound City Golf Club,,,,+1 660 442 5780,https://www.moundcitygolf.com/,Bing,,,,,,,,,,,,,,,,,262278.9009422387,40.15155710006309,-95.23289845775794,Missouri,MO00148
Columbia,5000,65202,,Clark Avenue,The Links Golf & Country Club,,,,+1 573 474 4459,https://www.lindseymanagement.com/cgi-bin/detail.cgi?type=golf&id=52,,,,,,,,,,,,,,,multipolygon,,,262147.0141009033,38.964158473178856,-92.2619658543474,Missouri,MO00038
Joplin,2001,64801,,North Range Line Road,Rangeline Golf Center,,,,+1 417 624 0400,http://rangelinegolfcenter.com/,,,,,,,,,,,,,,,,,,262034.909611334,37.10779170231794,-94.47284239539476,Missouri,MO00180
,,,,,Elm Hills Public Golf Course,,,,,,,,,,,,,,,,,,,,,,,262019.1933056436,38.66887046818024,-93.24590890727347,Missouri,MO00284
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,260690.75591069678,38.543301684718806,-93.50357328023811,Missouri,MO00231
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,259881.3258229687,37.38799074263601,-93.96768976760532,Missouri,MO00176
Creve Coeur,11400,63141,,Olde Cabin Road,Creve Coeur Golf Course,,,,+1 314 432 1806,https://www.crevecoeurgolf.com/,,,,,,,,,,,,,,,,,,256252.1267485487,38.664968593445174,-90.43556248483546,Missouri,MO00084
Chillicothe,,64601,,Highway 65 North,Chillicothe Country Club,,,,+1 660 646 2922,http://www.chillicothecountryclub.com/,Bing,,,,,,,,,,,,,,,,,253612.58861377937,39.80916224462667,-93.55552279797051,Missouri,MO00107
,5163,,,Clayton Avenue,The Highlands Golf Course,,,,,https://www.highlandsgolfandtennis.com/,,2025-01-05,2010-04-31,,,,,,,,,,,,,,,251572.60380934196,38.63472820618191,-90.27484469553333,Missouri,MO00079
,,,,,Unknown Golf Course,,,,,,Bing,,,,,,,,,,,,,,,,,249185.50791593554,40.25871514273016,-94.30406997327097,Missouri,MO00103
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,246710.5656389615,38.734118356139305,-90.38083397421255,Missouri,MO00091
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,244808.9199051998,37.183246894421366,-90.68141691260998,Missouri,MO00285
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,244528.2925846137,39.751175330169005,-92.48205053180864,Missouri,MO00209
,,,,,Unknown Golf Course,,,,,,Mapbox,,,,,,,,,,,,,,,,,243958.70110430697,36.58497070584389,-89.54276090625072,Missouri,MO00147
,,,,,Butler Country Club Golf Course,,,,,,,,,,,,,,,,,,,,,,,243740.71393630077,38.24487953599673,-94.33410359223993,Missouri,MO00174
,,,,,Caruthersville Country Club,,Caruthersville Country Club,,,,,,,,,,,,,,,,,,,,,243270.13023556338,36.17126611327551,-89.67275010951573,Missouri,MO00134
Bridgeton,14861,63044,,Phelps Drive,Carrollton Park DGC,,,,,http://stlouisdiscgolfclub.com/courses/#Bridgeton,,,,,,disc_golf,,,,,,,,,,,,239894.1590437556,38.759689875525645,-90.42338740479212,Missouri,MO00281
Charleston,201,63834,MO,North Country Club Lane,Charleston Country Club,,,,,,,,,,,,,,,,,,,,,,,239540.6507938076,36.92398802073083,-89.3007268709763,Missouri,MO00298
