gnis:feature_id,name,addr:city,addr:housenumber,addr:postcode,addr:street,phone,website,addr:state,linncounty:objectid,alt_name,old_name,source,name:etymology,sport,fixme,golf:course,operator,email,ele,opening_hours,facebook,note,wikidata,fee,description,wikipedia,access,holes,addr:housename,addr:country,building,building:levels,type,landuse,area_m2,lat,lon,province,gcid
,Ridge Stone Golf Club,Sheffield,7,50475,Brickyard Road,+1 641-892-8050,http://www.ridgestonegolf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,505022.5887519765,42.88577256096419,-93.22781581729194,Iowa,IA00209
,Hyperion Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504039.48001521843,41.69215490852275,-93.70705517289014,Iowa,IA00375
,Ottumwa Country Club,Ottumwa,304,52501,East Golf Avenue,+1 641-684-5491,http://www.ottumwacountryclub.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,503298.3880503357,41.04050984388158,-92.3982762175587,Iowa,IA00267
2046464,Hidden Hills Golf Course,Bettendorf,4335,,Indiana Avenue,+1 563-332-5616,https://www.hiddenhills-golf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,502500.66409716755,41.60084607682492,-90.47019161363542,Iowa,IA00294
,Spring Valley Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502055.84826009604,42.93043608493541,-94.19246211230048,Iowa,IA00384
1925667,Rice Lake Golf and Country Club,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,497878.6636557197,43.38372731575047,-93.50847974815875,Iowa,IA00138
,Cedar Valley Golf Course,,,,,,,,,,,,,golf,,,,,,,,,,,,,,,,,,,,,492181.57916605246,41.708333799410745,-91.07514166039117,Iowa,IA00334
465662,Crestwood Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491661.4753350865,41.43643435800905,-94.77184795282945,Iowa,IA00150
,Fawn Creek Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485807.44085084583,42.114147127909185,-91.26301296537675,Iowa,IA00391
1907341,Sibley Golf and Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482226.1857164053,43.401069415103166,-95.73244040895145,Iowa,IA00192
,Mason City Country Club,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,465829.6808694343,43.129227396554185,-93.25071186042916,Iowa,IA00156
,Pebble Creek Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,459324.5803455929,41.58774141545905,-90.3982957195781,Iowa,IA00026
,Clarinda Country Club,Clarinda,1400,51632,North 16th Street,+1 712 542 5417,https://www.clarindacountryclub.com/,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,439726.98060119845,40.751812865401035,-95.03853311299265,Iowa,IA00021
1999530,Oakland Acres Golf Club,Grinnell,13476,50112,Highway 6 East,+1 641-236-7111,http://www.oaklandacresgolfclub.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,436922.6051642186,41.7204138201234,-92.81861702840362,Iowa,IA00266
,Bright Grandview Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435119.9076751569,41.618894362948375,-93.5566661354083,Iowa,IA00055
,Saint Andrews Golf Course,Cedar Rapids,,,,,,IA,20,,,,,,,,,,,,,,,,,,,,,,,,,,433235.9002160714,42.03956881414485,-91.66208644947454,Iowa,IA00066
1949142,Guttenberg Golf and Country Club,,28126,,Highway 52,+1 563-252-1423,http://www.guttenberggolfcourse.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,431577.2020266242,42.82258082478273,-91.12200935425082,Iowa,IA00222
,Elks Lodge Country Club,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,430883.88096469943,41.67705837646761,-91.5507191431092,Iowa,IA00105
1970827,Edmundson Golf Course,Oskaloosa,1608,52577,Edmundson Drive,+1 641-673-5120,https://www.oskaloosaiowa.org/index.aspx?NID=100,IA,,,,,,,,,City of Oskaloosa,,,,https://www.facebook.com/Harvest-Point-Golf-Course-Edmundson-Golf-Course-226453020730808/?fref=ts,,,,,,,,,,,,,,425948.6288629302,41.277936273204986,-92.65691503880548,Iowa,IA00332
1976452,Walton Golf Club,Fairfield,2265,52556,Walton Lake Road,+1 641-472-4909,https://www.thewaltonclub.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,417603.9274536701,41.014893181915525,-91.93252829521882,Iowa,IA00284
2002380,Hi Point Golf Course,Iowa City,3533,52240,Taft Avenue,+1 319-351-9434,https://hipointgolfcourse.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,415524.2029519422,41.676051481264146,-91.46775103204587,Iowa,IA00277
1970002,Warrior Run Golf Course,Norwalk,3089,50211,North Avenue,+1 515-981-0266,http://warriorrungolf.com/,,,,Countryside Golf Course,,,,,,,,,,,http://www.businessrecord.com/Content/Default/-All-Latest-News/Article/Turning-a-fairway-into-a-furrow-in-Norwalk/-3/248/61442,,,,,,,,,,,,,400414.46731410275,41.478273976372165,-93.64900857257045,Iowa,IA00262
465882,Nishna Hills Golf Club,Atlantic,1504,50022,East 14th Street,+1 712 243 9931,http://www.nishnahills.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,388814.2800727386,41.39851975673193,-94.98981677637312,Iowa,IA00241
,Tara Hills Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383428.0959679325,42.005547318211995,-92.13167237979994,Iowa,IA00329
,Fairview Country Club,Malvern,,51551,,,,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,378919.40570707,40.99117881653443,-95.58270711277804,Iowa,IA00167
,Green Acres Country Club,Donnellson,913,52625,Fruit Street,+1 319 835 5011,http://www.greenacresclub.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,378727.2351223112,40.64475452825291,-91.57818204650893,Iowa,IA00339
1970003,Rolling Hills Golf Course,Norwalk,6205,50211,Highway 28,+1 515-981-1500,http://www.playthehills.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,377236.209330318,41.435191305407315,-93.6869125872392,Iowa,IA00259
,Indian Hills Golf Club,Spirit Lake,2159,51360,Highway 9,+1 712 336 4768,https://www.indianhillsokoboji.com/,,,,,,,,,,,,,,,,,,,,,,Indian Hills Golf Course,,,,,,369798.00069080945,43.42630926657319,-95.1578494143133,Iowa,IA00102
1906893,Remsen Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366898.60886654916,42.8117671765042,-95.98450576675856,Iowa,IA00190
,The Meadows Country Club,,,,,+1 712-873-3184,http://www.meadowscountryclub.com/,,,,,,,,,9_hole,,,,,,,,,,,,,,,,,,,365397.31498274,42.4945125352871,-96.06101688559575,Iowa,IA00060
1925947,Garner Golf and Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365191.31416531286,43.10975633329944,-93.59102060327506,Iowa,IA00137
,Deer Run Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364197.67515738436,42.62080345937956,-96.30094794536113,Iowa,IA00121
1907063,Sanborn Golf and Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363484.7406063964,43.17389056264531,-95.66811327314139,Iowa,IA00191
,Wahkonsa Country Club,,,,,,,,,,,,,golf,,,,,,,,,,,,,,,,,,,,,360879.99135492655,41.602024211976364,-90.95445051074222,Iowa,IA00335
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360347.7000780646,41.59673552991568,-95.83575962263691,Iowa,IA00313
,Aplington Recreation Complex,,,,,,,,,,,,,golf,,,,,,,,,,,,,,,,,,,,,359504.5935476709,42.58187922703369,-92.89560205406264,Iowa,IA00336
1925283,River Road Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354857.8576166611,43.10649340957215,-94.22207690347727,Iowa,IA00210
1982728,Schleswig Community Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353731.1476852403,42.15685356977697,-95.43373213494695,Iowa,IA00123
,Diamond Trail Golf Club,Lynnville,9364,50153,East 146th Street South,+1 641 527 2600,http://diamondtrailgolf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,352872.41034692695,41.568226684848305,-92.78770350661253,Iowa,IA00346
1949204,Elkader Golf and Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352010.42648616014,42.869549468896324,-91.40427126191325,Iowa,IA00130
,Pioneer Town & Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351833.605474943,43.2876847159078,-93.19128733466599,Iowa,IA00133
,Maquoketa Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351521.7823375447,42.058302115384755,-90.6908455847798,Iowa,IA00286
,Urbandale Golf & Country Club,,,,,,https://www.urbandalegolf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,350884.5345919748,41.63477030988139,-93.74142476056142,Iowa,IA00062
,Card Inc. Golf & Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348693.2285172483,42.755563088130444,-92.66538427955668,Iowa,IA00337
,Keokuk Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348675.6771597675,40.427957437673435,-91.39429542310046,Iowa,IA00325
463361,Fremont County Golf Course,Sidney,2281,51652,US Highway 275,+1 712-374-2347,https://www.co.fremont.ia.us/golfcourse.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,347461.9480534887,40.71818954344926,-95.64140010443307,Iowa,IA00238
,Jackson Heights Golf Club,Jackson Junction,3249,52171,County Road V64,+1 563-776-9181,https://www.jacksonheightsgolf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,347197.89635759953,43.11268220831905,-92.0391736503382,Iowa,IA00225
,Jesup Golf & Country Club,Jesup,530,50648,North Street,,http://golfoelwein.com/course/jesup-golf-country-club/,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,344995.1336615059,42.479113483050554,-92.07926653928928,Iowa,IA00159
,Manning Manilla Golf Course,Manning,3535,51455,IA-141,,,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,344066.4446682961,41.90317383497088,-95.18218483286682,Iowa,IA00400
2000952,Bellevue Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343010.0509778507,42.315044982517456,-90.44044901237602,Iowa,IA00148
2000984,Plum River Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340365.1185266715,42.075259099424066,-90.39890969026573,Iowa,IA00153
,Algona Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339850.9687678583,43.07546139701407,-94.25340569168996,Iowa,IA00407
1996786,Gowrie Municipal Golf Course,Gowrie,601,50543,4th Street,+1 515-352-3320,https://www.gowrie.org/businesses/pages/golf.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,337639.2411959528,42.27112190810277,-94.28479169780755,Iowa,IA00256
,Ankeny Golf and Country Club,Ankeny,314,50023,S.W. Irvinedale Drive,+1-515-964-3721,https://ankenygolf.com/,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,337546.280419835,41.72730960756505,-93.64330558987479,Iowa,IA00050
1969136,Nishna Valley Golf Course,,,,,,,,,,,,,,,,,,352,,,,,,,,,,,,,,,,337418.4269893831,41.24844326168562,-95.12047369942778,Iowa,IA00386
2002485,Quail Creek Golf Course,North Liberty,700,52317,Clubhouse Road,+1 319-626-2281,http://www.quailcreekiowa.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,335799.96617920586,41.73449973181857,-91.6126081429693,Iowa,IA00281
,Willow Ridge Golf Course,Fort Dodge,1788,50501,Madison Avenue,+1 515-576-5711,http://www.willowridgegolf.com/,IA,,,,Bing,,,,,,kellner@iowacentral.edu,,,,,,,,,,,,,,,,,335543.056496717,42.53503400315044,-94.2121576946274,Iowa,IA00165
1968976,5 by 80 Golf and Country Club,Menlo,1086,50146,State Highway 25,+1 641-524-2345,https://www.5by80golf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,333908.67635065486,41.493318494241905,-94.44703870794862,Iowa,IA00244
1981513,Deerwood Golf Club,New London,2870,52645,Deerwood Golf Drive,+1 319-367-5216,http://www.golfdeerwood.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,332276.0152090304,40.88863222705821,-91.41693796307753,Iowa,IA00272
,Conrad Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328884.1417788282,42.21854838834067,-92.86756035908198,Iowa,IA00380
2046526,Rustic Ridge Golf Course,Eldridge,1151,52748,East Iowa Street,+1 563-285-8119,http://www.golfrusticridge.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,328790.9929939385,41.64566801836818,-90.57087043710132,Iowa,IA00298
1983375,Town and Country Golf Club,Grundy Center,1501,50638,12th Street,+1 319-824-3712,https://tandcgolfclub.webs.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,328472.94450452534,42.352607318288946,-92.78253636144784,Iowa,IA00233
1949416,Quail Run Golf Course,Neola,29512,51559,285th Street,+1 712-485-2266,https://www.quailrun-ia.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,327388.8206897391,41.44293772598035,-95.63607485714367,Iowa,IA00242
1941445,Silver Springs Golf Club,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,325912.5511097271,43.13700483799672,-91.77276015698627,Iowa,IA00096
1949458,Avoca Golf Club,,,,,,,,,,,Yahoo,,,,,,,,,,,,,,,,9,,,,,,,325464.2750398753,41.492001556969726,-95.33004301920037,Iowa,IA00059
2000916,Timber City Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322039.5513502585,42.05127873077851,-90.6538597179925,Iowa,IA00303
465864,Cedars Edge Golf Course,West Branch,3,52358,Ember Lane,,https://cedarsedgegolf.com/,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,319199.61187264347,41.680157554552466,-91.3603499304555,Iowa,IA00276
2047432,Fillmore Fairways Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318596.1411095183,42.32621112043617,-90.90989724816566,Iowa,IA00221
,Lagos Acres Golf & Country Club,Keota,2010,52248,Keokuk-Washington Rd,,,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,318571.9521800858,41.36498586909784,-91.94145573836536,Iowa,IA00306
,Vinton Country Club,Vinton,314,52349,North 9th Avenue,+1 319 472 4052,https://vintoncountryclub.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,317543.9938802861,42.174128266970506,-92.00945982131138,Iowa,IA00328
,Belmond Country Club,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,317374.1199681589,42.845972290940956,-93.59451153908697,Iowa,IA00090
,Gruis Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316272.3510444391,43.28671744896384,-93.93508934977154,Iowa,IA00321
,Spring Lake Golf & Country Club,,,,,+1 712-668-4410,,,,,,,,,,9_hole,,,,,,,,,,,,,,,,,,,314854.35925500956,42.31365044578071,-95.14346257593141,Iowa,IA00402
,Hickory Grove Golf Course,Oelwein,1509,50662,Outer Road,319-283-2674,http://golfoelwein.com/course/hickory-grove-golf-course/,,,,,,,,,,,,,,,,,,,,,,,,,,,,314827.7864386989,42.64948673999414,-91.90145872801048,Iowa,IA00223
1980935,Van Buren Recreation Area Golf,Keosauqua,217,52565,Riverview Drive,319-293-3200,http://www.theriverviewclub.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,314000.49330576335,40.73020065823812,-91.9737579133721,Iowa,IA00283
1925786,Storm Lake Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313364.3049853623,42.630098431236874,-95.17355518339508,Iowa,IA00097
1995326,Sloan Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313211.95983971487,42.2357382047438,-96.2346245150107,Iowa,IA00193
1948714,Maple Heights Golf and Country Club,Elma,200,50628,East Wood Street,+1 641-393-2120,https://www.golfelma.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,313189.29549995775,43.24678170517022,-92.42737849096112,Iowa,IA00227
1983428,Oakleaf Golf and Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311190.44703617104,42.33707470059899,-92.63576881080753,Iowa,IA00146
,Stone Creek Golf Club,Williamsburg,812,52361,Long Street,,,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,310995.73757638765,41.65512800188652,-92.01480374522032,Iowa,IA00330
,Floyd Park Golf Course,,,,,+1 712-274-1059,http://www.greenvalleyfloyd.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,309174.42622323165,42.46924298172953,-96.37514814156596,Iowa,IA00170
,Meadowview Golf & Country Club,Central City,1500,52214,East Maple Street,+1-319-438-1063,https://golfmeadowview.com/,IA,17,,,,,,,,,,,,,,,,,,,,,,,,,,308833.3793418761,42.20550208699958,-91.51283922045435,Iowa,IA00067
1996540,Don Williams Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,308441.28658250876,42.127039594945956,-94.02512286223826,Iowa,IA00015
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308106.9716624883,42.47887458881721,-95.53829825276036,Iowa,IA00365
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307039.96721458464,40.74843966670036,-92.8918770120396,Iowa,IA00349
,Rock Valley Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306365.16249968554,43.19442972402059,-96.30590929141893,Iowa,IA00051
,Homewood Golf Course,Ames,401,50010,East 20th Street,+1-515-239-5363,https://www.cityofames.org/Home/Components/FacilityDirectory/FacilityDirectory/64/503?npage=2,IA,,,,Bing,,,,,City of Ames,,,,,,,,,,,,,,,,,,303449.87605165964,42.0448019785288,-93.60860211625976,Iowa,IA00103
,Wapsi Oaks Country Club,Calamus,1594,52729,Highway 30,+1-563-246-2216,https://www.wapsioaks.com,IA,,,,,,,,,,wapsioaks@gmail.com,,,,,,,,,,,,,,,,,303424.86033995874,41.83245907465961,-90.78477033428106,Iowa,IA00382
1907095,Primghar Golf and Country Club,Primghar,720,51245,2nd Street Northeast,+1 712-957-6781,http://primghariowa.org/index.php?id=90,,,,,,,,,,,,,,,,,,,,,,,,,,,,303107.2750948027,43.08631456392935,-95.61356418747766,Iowa,IA00188
,Hillcrest Country Club of Dallas County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302842.2526775845,41.62997136059336,-93.98950289997997,Iowa,IA00392
1925356,Pocahontas Golf Club,Pocahontas,310,50574,Northeast 6th Street,+1 712-335-4375,http://www.pocahontasiowa.com/pocahontas_golf_club,,,,,,,,,,,,,,,,,,,,,,,,,,,,300883.7945732668,42.73942520477324,-94.65204751429296,Iowa,IA00208
,Rooling Hills Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300661.1877719321,43.211458011505535,-96.14044375730364,Iowa,IA00404
,Lenox Community Golf Course,Lenox,100,50851,Country Club Drive,+1 641 333 2990,http://mferguson314.wixsite.com/lenox-iowa/golf-course,,,,,bing,,,,,,,,,,,,,,,,,,,,,,,300233.3874652656,40.89967177116768,-94.55353313290809,Iowa,IA00083
1907208,Cherokee Golf and Country Club,Cherokee,800,51012,North 11th Street,+1 712-225-4687,http://www.thecherokeecountryclub.com/,,,Cherokee Country Club,,,,,,,,,,,,,,,,,,,,,,,,,299734.72276522336,42.759333106383565,-95.55982960317262,Iowa,IA00181
1994695,Breda Golf Club,Breda,,,Highway 217 East,+1 712-673-4653,https://www.citybreda.com/parks-and-recreation/breda-golf-course.asp,,,,,,,,,,,,,,,,,,,,,,,,,,,,299374.02460713557,42.184801965872374,-94.97010916824532,Iowa,IA00196
1983066,Ida Grove Golf and Country Club,Ida Grove,200,51445,East 2nd Street,+1 712-364-2320,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,298901.3383316584,42.34351084728242,-95.46103796887066,Iowa,IA00041
1983066,Ida Grove Golf and Country Club,Ida Grove,200,51445,East 2nd Street,+1 712-364-2320,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,298901.3383316584,42.34351084728242,-95.46103796887066,Iowa,IA00040
,Estherville Golf Course,Estherville,3625,51334,170th Street,+1 712-362-4349,http://www.esthervillegolfcourse.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,298734.78161180974,43.39976654187381,-94.87393492684656,Iowa,IA00128
,Clarmond Country Club,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,298076.927273938,42.79177443266685,-93.67919231308318,Iowa,IA00091
,Mapple Hills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297916.62438801705,42.798683525468434,-92.24601603131461,Iowa,IA00406
,Coon Rapids Country Club,Coon Rapids,731,50059,South 5th Avenue,+1 712 999 2880,https://www.coonrapidsgolf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,296840.8217060049,41.865367446959894,-94.67265985802882,Iowa,IA00364
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294504.339094506,41.268483138016485,-91.3898215701804,Iowa,IA00411
,Dysart Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293381.85880626296,42.20857427631645,-92.30240727719855,Iowa,IA00173
,Hidden Acres Golf Course,Sioux City,5,51108,South Hidden Acres Drive,+1 712-239-9942,https://www.hiddenacresgolf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,292083.43263068,42.57984256107248,-96.37477397587858,Iowa,IA00185
1970826,Harvest Point Golf Course,Oskaloosa,1507,52577,15th Avenue West,+1 641-673-3100,https://www.oskaloosaiowa.org/index.aspx?NID=100,IA,,,,,,,,,City of Oskaloosa,,,,https://www.facebook.com/Harvest-Point-Golf-Course-Edmundson-Golf-Course-226453020730808/?fref=ts,,,,,,,,,,,,,,290983.13654782425,41.28062082992045,-92.66371346606121,Iowa,IA00265
1995812,Manson Golf and Country Club,Manson,1500,50563,Country Club Lane,+1 712-469-3996,http://www.golfmanson.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,290863.16034538933,42.53711852249244,-94.52686269956843,Iowa,IA00204
1949383,Treynor Recreation Area,Treynor,208,51575,Buck Street,+1 712 487 3302,https://traclubhouse.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,287626.0742865895,41.22832156078874,-95.59724303512466,Iowa,IA00356
,Crestmoor Golf Club,Creston,1801,50801,West Townline Street,+1 641 782 2771,http://www.crestmoorgolf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,287134.0168918286,41.073707695924995,-94.3869219411024,Iowa,IA00352
1969422,Mount Ayr Golf and Country Club,Mount Ayr,2343,50584,230th Avenue,+1 641-464-2430,https://www.mtayrgolf.com/,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,286075.28593428386,40.70570090193361,-94.22739791279314,Iowa,IA00115
1969422,Mount Ayr Golf and Country Club,Mount Ayr,2343,50584,230th Avenue,+1 641-464-2430,https://www.mtayrgolf.com/,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,286075.28593428386,40.70570090193361,-94.22739791279314,Iowa,IA00114
1982583;1982533,Rosman-Glendale Farm Golf Course,,,,,,,,,,,,,,,,,,376,,,,,,,,,,,,,,,,283511.8368048704,41.729383950759285,-95.32769248694092,Iowa,IA00243
1906959,Prairie Rose Golf Club,Brunsville,600,51008,Oak Street,+1 712-533-6774,https://prairierosegolfclub.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,283285.6712213156,42.811393137123865,-96.26382327823826,Iowa,IA00187
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282002.3771233803,41.5213754853502,-92.08942986773216,Iowa,IA00342
1925564,West Bend Golf and Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281452.8575380666,42.94611449435715,-94.44875054509006,Iowa,IA00216
1941145,Pleasant Valley Golf Club,Thornton,405,50479,North 1st Street,+1 641-998-2117,http://www.pvgc-thornton.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,281377.43539533083,42.94831541826046,-93.37723485097146,Iowa,IA00207
1997625,Hubbard Golf and Recreation Club,Hubbard,21251,50122,Country Highway D55,+1 641-864-2647,http://www.hubbardgolfandrec.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,280963.2762770205,42.29746168349746,-93.28608814208458,Iowa,IA00224
,Britt Country Club,Britt,2360,54023,James Avenue,,,IA,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,280726.8331585984,43.10916949390754,-93.80042100073896,Iowa,IA00161
1999621,Gateway Recreation Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279776.5111828712,41.520588981288185,-93.11573889936965,Iowa,IA00264
,Unknown Golf Course,,,,,,,,,,,,,golf,,,,,,,,,,,,,,,,,,,,,278523.170723796,42.55210137840056,-92.36957088622931,Iowa,IA00368
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278422.4015917004,41.13087376970887,-91.4451569584687,Iowa,IA00387
,Highland Golf Club,,226,,Country Club Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276868.7758913386,42.51616070878961,-93.25527952400165,Iowa,IA00082
1969562,Lakeshore Golf and Country Club,Afton,1857,50830,Golf Club Drive,+1-641-347-5221,http://www.aftoniowa.com/lakeshore.html,,,,,,,,,,,,,Mo-Fr 08:00-20:00,,,,,,,,,,,,,,,276558.85590692726,41.03618164971263,-94.20668319245961,Iowa,IA00249
1981220,Elks Fairview Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276551.7182125977,40.40498293102276,-91.41105045920631,Iowa,IA00273
,Tama Toledo Country Club,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,multipolygon,,274880.37949247943,41.96862201007075,-92.58659891985769,Iowa,IA00045
,Tama Toledo Country Club,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,multipolygon,,274880.37949247943,41.96862201007075,-92.58659891985769,Iowa,IA00046
,Silver Lake Country Club,Lake Park,165,51347,Country Club Drive,,,IA,,,,,,golf,,,,,,,,,,,,,,,,US,,,,,274670.1222321029,43.437018261120144,-95.34722831341824,Iowa,IA00122
1999908,Hart Ridge Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274329.71245380415,42.50978908198874,-91.48255337054842,Iowa,IA00160
,Pleasant Valley Sports Club,,,,,,,,,,,http://clermontia.org,,,,,,,,,,,,,,,,,,,,,,,273994.7349597529,42.99092072353754,-91.65576380835962,Iowa,IA00139
1949230,Woods Edge Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272811.90726512007,42.638691854905915,-91.40606798893697,Iowa,IA00164
,Unknown Golf Course,,,,,,,,,,,,,,name?,,,,,,,,,,,,,,,,,,,,272456.83459983795,42.948068028711084,-91.7886324296924,Iowa,IA00395
,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271737.72969629976,41.84612369654294,-93.92897935683855,Iowa,IA00085
1926015,Slippery Elm Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270781.34071619017,42.99835511950573,-93.60283949938821,Iowa,IA00213
2002522,Lake MacBride Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270638.3761737907,41.81907833193361,-91.55564850839828,Iowa,IA00177
,Radcliffe Friendly Fareways,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270446.91517148726,42.31464438083245,-93.42067345929237,Iowa,IA00371
