name,operator,addr:city,addr:housenumber,addr:postcode,addr:street,phone,website,addr:state,opening_hours,wikidata,source,gnis:feature_id,disused:amenity,email,disused,note,contact:facebook,fax,golf:course,golf:par,sport,access,residential,golf:course:holes,golf:course:par,golf:course:tee_names,golf,landuse,fixme,name:es,contact:phone,building,description,type,par,surface,wheelchair,check_date,area_m2,lat,lon,province,gcid
Knollwood Country Club - East Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,691763.4655590269,41.7544539968941,-86.178846271491,Indiana,IN00066
Lansing Country Club,,Lansing,18600,60438,Wentworth Avenue,,https://www.lanscc.com/,IL,,Q6487453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690707.3373934245,41.551684297480755,-87.52442626635424,Indiana,IN00150
Cherry Hill Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+1-260-485-8727,,,,,,,,689995.3927673994,41.14298012104831,-85.0290662586395,Indiana,IN00102
The Country Club of Indianapolis,,Indianapolis,2801,46234,Country Club Road,+1-317-291-9770,https://www.ccindianapolis.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689274.5815735409,39.804038945530884,-86.30357554232832,Indiana,IN00203
Coffin Golf Course,,Indianapolis,2401,46222,Cold Spring Road,+1-317-327-7845,https://www.coffingolf.com/,,,,,2108854,,,,,,,,,,,,,,,,,,,,,,,,,,,682956.4230326778,39.80249591237558,-86.20004077385225,Indiana,IN00146
West Chase Golf Club,,Brownsburg,4,46112,Hollaway Boulevard,+1-317-892-2888,https://www.west-chasegolf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682143.9296122396,39.86585257980886,-86.4346577095322,Indiana,IN00205
Forest Hills Country Club,,Richmond,2169,47374,South 23rd Street,+1-765-962-2711,https://www.fhcclub.com/,,,Q28124408,,452323,,,,,,,,,,,,,,,,,,,,,,,,,,,681200.9615135699,39.803216382666726,-84.8662979268272,Indiana,IN00223
River Glen Country Club,,Fishers,12010,46038,Clubhouse Drive,+1-317-849-8274,https://www.riverglencc.com/,,,,,2101314,,,,,,,18_hole,,,,,,,,,,,,,,,multipolygon,,,,,680284.8025793788,39.96606461020169,-86.04511463055694,Indiana,IN00038
Coyote Creek Golf Club,,Fort Wayne,4935,46818,Hillegas Road,+1 (260) 483-3148,http://www.ccgconline.com/,IN,,,esri_USDOT_Indiana,,,,,,,,,,,,,,,,,,,Club de golf Coyote Creek,,,,,,,,,676383.5287733808,41.12120013631774,-85.19712094284164,Indiana,IN00082
Morris Park Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675665.2190108121,41.683854336657525,-86.21027043815123,Indiana,IN00112
Smock Golf Course,,Indianapolis,3910,46237,East County Line Road,+1-317-888-0036,https://www.smockgolf.com/,,,,,2109152,,,,,,,,,,,,,,,,,,,,,,,,,,,675305.8264322155,39.63975249910353,-86.09660019726562,Indiana,IN00212
Hidden Valley Golf Club,,Lawrenceburg,19775,47025,Alpine Drive,513-241-6710,https://www.hiddenvalleylakegolfclub.com/,IN,,,Bing 2012s,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,669520.3494928908,39.15177343684086,-84.84706322834262,Indiana,IN00021
High Pointe Golf Course,,Bicknell,5723,47512,N. Golf Course Road,,,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667575.7717627925,38.7623146951951,-87.32945413717253,Indiana,IN00361
Valley View Golf Course,,Floyds Knobs,3748,47119,Lawrence Banet Road,+1-812-923-9280,https://valleyviewgolfclub.org/,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665845.2270830373,38.31822362745664,-85.88569205055549,Indiana,IN00157
Turkey Creek Golf Course,,,,,,,,,,,Bing,450259,,,,,,,,,,,,,,,,,,,,,,,,,,,665122.268926234,41.49939097954524,-87.3516182505949,Indiana,IN00132
Pine Valley Country Club,,Fort Wayne,10900,46845,Pine Mills Road,+1-260-637-3145,http://www.pinevalleycc.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662239.4398215988,41.185352334820784,-85.12204167577036,Indiana,IN00126
Summertree Golf Club,,,,,,,,,,,,450282,,,,,,,,,,,,,,,,,,,,,,,,,,,662040.2527530782,41.42790396894682,-87.30598118532009,Indiana,IN00183
Wicker Memorial Park Golf Course,,,,,,,,,,,,2039997,,,,,,,,,,,,,,,,,,,,,,,,,,,662027.3986447942,41.561950528390675,-87.47572438321359,Indiana,IN00154
Martinsville Golf Club,,Martinsville,1510,46151,State Road 37 North,+1 765 342 4336,https://martinsvillegolfclub.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653093.1206300987,39.45241543719461,-86.39005421084478,Indiana,IN00285
South Bend Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,652092.2966176913,41.68344645144446,-86.36532907138582,Indiana,IN00068
Wooded View Golf Course,,Clarksville,2405,47130,Greentree North,+1-812-283-3382,https://woodedviewgc.com/,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649802.7123618878,38.33773240786108,-85.77033689896312,Indiana,IN00411
Bloomington Country Club,,Bloomington,3000,47403,South Rogers Street,+1-812-332-1116,https://www.bloomingtoncc.com/,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649482.3846646984,39.13165905765513,-86.54551163498779,Indiana,IN00115
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648353.722775135,39.79756211228498,-84.89866398140931,Indiana,IN00354
Highland Country Club,,Indianapolis,1050,46228,West 52nd Street,+1-317-255-5431,https://www.highlandgcc.com/,IN,,,esri_USDOT_Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,647396.5455913118,39.850311854667694,-86.1837011288761,Indiana,IN00165
Curtis Creek Golf Course,,,,,,+1 219 866 7729,https://www.curtiscreekgolf.com/,,,,,,,info@curtiscreekgolf.com,,,,,,,,,,,,,,,,,,,,,,,,,644694.7317996908,40.93134154638525,-87.24965832718276,Indiana,IN00400
Royal Hylands Golf Club,,,,,,,,,,,Bing Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,642917.9708797644,39.819747388146425,-85.5233832110433,Indiana,IN00233
Battle Ground Golf Club LLC,Erich Norenberg,BATTLE GROUND,5505,47920,Pretty Prairie Road,,,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642897.8046585193,40.52445955884342,-86.80123518043554,Indiana,IN00383
Sunrise Golf Course,,,,,,,http://www.madisonparks.com/p_sunrisegolfcourse.asp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642329.7001238785,38.7672540934232,-85.38268360623528,Indiana,IN00260
St. Anne's Golf Course,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,638649.5308523027,39.039698936280054,-85.60471519340001,Indiana,IN00140
Country Club of Terre Haute,,Terre Haute,57,47802,Allendale,+1-812-299-1558,https://www.ccth.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638293.1473939676,39.390583260461696,-87.38247209058747,Indiana,IN00184
Meridian Hills County Club,,Indianapolis,7099,46260,Spring Mill Road,+1-317-255-2496,https://www.meridianhillscc.org/,IN,,,esri_USDOT_Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,637751.5700609613,39.880559292283124,-86.16170757657534,Indiana,IN00226
The Golf Preserve,,Frankfort,100,46041,Country Club Drive,,,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636271.4630506062,40.29475651969116,-86.5062230311635,Indiana,IN00141
Lakes of the Four Seasons Golf Course,,,,,,,,,,,,450250,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,634160.7105304173,41.415115036329546,-87.22169193240889,Indiana,IN00048
Hidden Hills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632856.9818611213,38.92658532230621,-86.72314889474086,Indiana,IN00311
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632796.5360588318,41.2229757214649,-85.88174780715471,Indiana,IN00357
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630891.1878490496,39.65367314049181,-84.92338273510227,Indiana,IN00353
Tippecanoe Country Club,,,,,,+1 574 5839977,https://www.tippecanoecc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,630141.9465412952,40.80182650609863,-86.78594363901232,Indiana,IN00055
Harrison Lake Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627444.3720649058,39.18865186325199,-86.01710537559929,Indiana,IN00333
Norwood Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624460.6995953206,40.889137172054646,-85.56860506325174,Indiana,IN00271
Round Barn Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623355.1037627679,41.06670828166272,-86.20153904937364,Indiana,IN00306
Rolling Hills Country Club,,Newburgh,1666,47630,Old Plank Road,+1-812-925-3336,https://www.rollinghillsindiana.com/,,,,,452394,,,,,,,,,,,,,,,,,,,,,,,,,,,621430.4811791825,38.007964221578426,-87.37247547832685,Indiana,IN00190
Juday Creek Golf Course,,Granger,14770,46530,Lindy Drive,+1-574-277-4653,https://www.judaycreek.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618654.4630691314,41.716621628855215,-86.15676024061558,Indiana,IN00228
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617027.5654477526,40.498873737845386,-85.53485384846849,Indiana,IN00393
Zollner Golf Course,,Angola,1215,46703,Thunder Avenue,+1 260 665 4269,https://zollnergc.com/,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612522.8925209778,41.63041768714457,-85.01647019679366,Indiana,IN00239
Delaware Country Club,,Muncie,510,47302,South Country Club Road,+1 765 288 0238,https://www.delawarecc.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610844.0375193573,40.18815889105727,-85.32648281393605,Indiana,IN00251
McCormick Creek Golf Course,,,1300,,North Oakland Avenue,+1 574-773-2725,https://mccormickcreekgc.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,grass,,,606825.4753002364,41.45119545327492,-85.98783324473496,Indiana,IN00043
Deer Track Golf,,Frankfort,775,,N CR 700 W,,,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606396.9118772367,40.29772563319287,-86.63223442820596,Indiana,IN00380
Riverbend Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605217.3943914298,41.15406107875756,-85.09246971589792,Indiana,IN00109
The Players Club at Woodland Trails,,Yorktown,6610,47396,West River Road,+1 765 759 8536,https://theplayersclubgolfcourse.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,604338.3127985204,40.19010459752779,-85.467539892873,Indiana,IN00025
Thunderbolt Pass Golf Course,,Evansville,6901,47111,Petersburg Road,+1-812-426-2166,https://thunderboltpass.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604166.3237490908,38.034774242936514,-87.54958299047703,Indiana,IN00192
Thunderbolt Pass Golf Course,,Evansville,6901,47111,Petersburg Road,+1-812-426-2166,https://thunderboltpass.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604166.3237490908,38.034774242936514,-87.54958299047703,Indiana,IN00193
Tri-County Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603091.6088272554,40.04881471886525,-85.45779662015545,Indiana,IN00305
Cedar Lake Golf Club,,Howe,3355,46746,E 700 N,+1-260-562-3923,https://cedarlakegc.com/,IN,,,Bing,451918,,,,,,,,,,,,,,,,,,,,,,,,,,,600792.0665073941,41.74599325987017,-85.36156307946354,Indiana,IN00136
Robbinhurst Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600466.0125053144,41.56101452028041,-87.13882182457336,Indiana,IN00159
Orchard Ridge Country Club,,Fort Wayne,4531,46809,Lower Huntington Road,,,IN,,,,,,,,,,,,,,,,,,,,,,Club de Campo Orchard Ridge,,,,,,,,,599735.9668817538,41.01226983940051,-85.19689983805347,Indiana,IN00382
Raber Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598556.2937984961,41.71402809853218,-85.83821513575386,Indiana,IN00241
Ackerman-Allen Golf Course,Purdue Univeristy,West Lafayette,,47907,,,https://purduegolf.com/ackerman-allen/,IN,,,,,,,,,,,18_hole,72,,,,,,,,,,,,,,,,,,,590656.2562830262,40.43567350597233,-86.9283878985761,Indiana,IN00142
Crawfordsville Golf Course,,Crawfordsville,1000,47933,East South Boulevard,+1 765 364 5171,https://www.crawfordsvillegolf.com/,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589480.9702385465,40.02396739068299,-86.88278219082034,Indiana,IN00339
Oaktree Golf Course,,Plainfield,4712,46168,East U.S. 40,+1-317-839-6205,http://www.oaktreegc.com/,,,,,2096187,,,,,,,,,,,,,,,,,,,,,,,,,,,588861.5848853929,39.693092115001484,-86.44236502885393,Indiana,IN00198
Oaktree Golf Course,,Plainfield,4712,46168,East U.S. 40,+1-317-839-6205,http://www.oaktreegc.com/,,,,,2096187,,,,,,,,,,,,,,,,,,,,,,,,,,,588861.5848853929,39.693092115001484,-86.44236502885393,Indiana,IN00199
Greenfield Country Club,,,,,,,,,,,"Bing Maps, USGS Topographic Maps",,,,,,,,,,,,,,,,,,,,,,,,,,,,586392.001009266,39.779227411487156,-85.74882248608782,Indiana,IN00229
Knollwood Country Club - West Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,584826.8670298508,41.75872250442999,-86.1984555432748,Indiana,IN00067
Bear Chase Golf Club,,Shelbyville,2660,46176,N. Riley Highway,+1-317-392-9100,,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584533.0697304335,39.565009310013934,-85.77277604220403,Indiana,IN00093
Donald Ross Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582474.9930073926,38.53194281520225,-86.65017455935202,Indiana,IN00116
Helfrich Golf Course,City of Evansville Parks Department,Evansville,1550,47712,Mesker Park Drive,+1-812-435-6075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581101.0964573333,37.991449852750485,-87.60664570057293,Indiana,IN00186
Pottawattamie Country Club,,Michigan City,1900,46360,Springland Avenue,+1-219-872-8624,https://www.pottawattomie.com/,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580576.8444877977,41.72029425577109,-86.86030722181704,Indiana,IN00181
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579777.6018278388,41.36536149334444,-87.38373897791011,Indiana,IN00259
Hillview Country Club,,Franklin,1800,46131,East King Street,+1-317-736-5555,https://www.golfhillviewcc.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579477.2707093314,39.48860883391619,-86.02365158349889,Indiana,IN00161
Maplecrest Country Club,,Goshen,611,46526,Hackett Road,+1-574-533-3079,https://www.maplecrestcountryclub.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577835.3055042427,41.60781623257539,-85.824287077437,Indiana,IN00172
Anderson Country Club,,Anderson,602,46011,Northshore Boulevard,+1 765 642 0100,https://andersoncountryclub.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574535.8391177964,40.12558359016657,-85.68712505570488,Indiana,IN00257
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573957.3016756682,41.3561856695925,-85.12676861631306,Indiana,IN00407
Clover Meadows Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573635.0336525546,39.503311113966696,-86.81630722034012,Indiana,IN00371
The Ravines Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571201.2107807031,40.41437675121922,-87.06775624088418,Indiana,IN00163
Lake James Golf Course,,Angola,1445,46703,West 275 North,+1-260-833-3967,https://www.golflakejames.com/,IN,,,,452352,,,,,,,,,,,,,,,,,,,,,,,,,,,571100.4143780695,41.67778292708127,-85.01333450046458,Indiana,IN00171
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,568607.7304912392,40.3129703935639,-85.22595926841285,Indiana,IN00023
Tipton Municipal Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,567920.299083802,40.272867720256585,-86.05021129052956,Indiana,IN00053
Lucas Oil Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566767.5592185875,38.3439080650058,-86.47126671220163,Indiana,IN00295
Elks Club Marion IN,,Marion,1100,46952,E. Bond Ave,,,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566612.6994150555,40.57785079679379,-85.64220020763162,Indiana,IN00391
Unknown Golf Course,,,,,,,,,,,Bing Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,563783.3547439178,40.931504413793505,-86.54121685857518,Indiana,IN00231
Plymouth Country Club,,Plymouth,10055,46563,Pretty Lake Trail,574-936-4543,http://www.plymouthcountryclub.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,563244.808028342,41.329431150646634,-86.37739637513843,Indiana,IN00015
South Grove Golf Course,,Indianapolis,1800,46202,West 18th Street,+1-317-327-7350,https://southgrovegolf.com/,,,,,2108855,,,,,,,,,,,,,,,,,,,,,,,,,,,562843.5686461305,39.794921753899395,-86.19454040532841,Indiana,IN00121
Salt Creek Golf Resort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560055.2939249623,39.19278220319074,-86.20540467271222,Indiana,IN00111
Oak Knoll Golf Course,,Crown Point,11200,46307,Whitcomb Street,+1-219-663-3349,https://www.golfoakknoll.net/,,,,,2040004,,,,,,,,,,,,,,,,,,,,,,,,,,,557628.868116012,41.41608886882772,-87.38995384454336,Indiana,IN00179
Deer Creek Golf Club,,Clayton,7143,46118,South State Highway 39,+1-317-539-2013,https://deercreekgolfclub.com/,,,,,2096190,,,,,,,,,,,,,,,,,,,,,,,,,,,557418.394444931,39.65825246182028,-86.48035639956541,Indiana,IN00196
Colonial Oaks Golf Club,,Fort Wayne,8218,46818,Huguenard Road,+1-260-489-5121,http://www.colonialoaksgc.com/,,,,,,,,,,,,,,,,,,,,,,,Club de Golf Colonial Oaks,,,,,,,,,547025.0419764118,41.15377781722701,-85.18665055676485,Indiana,IN00080
Evansville Country Club,,,3810,,Stringtown Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,546917.7561140892,38.00878539824711,-87.5628603555192,Indiana,IN00077
Dye's Walk Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546560.4148920425,39.586100833445705,-86.164497667029,Indiana,IN00301
Elk Run Golf Club,,Jeffersonville,1820,47130,Charlestown Pike,+1 812 283 9022,https://www.elkrungolfclub.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545759.5705061812,38.31703613550728,-85.73423386570367,Indiana,IN00248
Muncie Elks Country Club,,Muncie,909,47304,North County Road 500 West,+1 765 759 7770,http://www.muncieelks245.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,538097.0768729124,40.201076879878,-85.48641419363547,Indiana,IN00024
Foster Park Golf Course,Fort Wayne Parks and Recreation,Fort Wayne,3900,46807,Old Mill Road,+1-260-427-6735,https://www.fostergolfcourse.com/,,,,,,,,,,,,,,,,,,,,,,,Campo de Golf de Foster Parque,,,,,,,,,537608.5686801216,41.044209359796106,-85.16108926610013,Indiana,IN00091
Christiana Creek Country Club,,Elkhart,116,46514,West Bristol Street,+1-574-264-3060,https://www.christianacreek.com/,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,534660.3081944273,41.70706232475456,-85.97826111169488,Indiana,IN00134
Tippecanoe Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534449.7186942656,40.77494315763228,-86.7700004424037,Indiana,IN00402
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533536.716004444,39.666499587304074,-85.41255774629366,Indiana,IN00287
Twin Lakes Golf Club,,Carmel,3200,46032,West 96th Street,+1-317-872-3387,https://www.twinlakesgolfclub.com/,,,,,2101376,,,,,,,,,,,,,,,,,,,,,,,,,,,532565.9112404225,39.93258575545124,-86.21627801505356,Indiana,IN00213
Brookshire Golf Club,,Carmel,12120,46033,Brookshire Parkway,+1-317-846-7431,https://www.brookshiregolf.com/,,,,,2101408,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,531898.4013278564,39.96288616281062,-86.09705677127042,Indiana,IN00062
Heron Creek Golf Club,,Lagrange,0615,46761,West 050 North,+1-260-463-2906,https://www.heroncreekgolfclub.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531494.1164370165,41.65201896727858,-85.4358171211973,Indiana,IN00170
Maxwelton Golf Club,,Syracuse,5721,46567,East Elkhart County Line Road,+1-574-457-3504,https://www.maxweltongolf.com/,,,,,452359,,,,,,,,,,,,,,,,,,,,,,,,,,,529219.3666515413,41.433860877940816,-85.73122751251907,Indiana,IN00173
Eel River Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528931.7834701637,41.181805993537346,-85.31453618076635,Indiana,IN00081
Creekside Golf Course,,Valparaiso,2355,46385,Clifford Road,+1-219-531-7888,http://www.ci.valparaiso.in.us/index.aspx?nid=677,,,,,2038153,,,,,,,,,,,,,,,,,,,,,,,,,,,526417.693034408,41.47652584619833,-87.09432026445867,Indiana,IN00177
Forest Park Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,526377.9665793894,39.51157316172338,-87.11749397282567,Indiana,IN00044
Westwood Golf Club,,,,,,,,,,,"Bing Maps, www.westwoodgolf.net",,,,,,,,,,,,,,,,,,,,,,,,,,,,524388.4765092067,39.9221574326996,-85.42399442251099,Indiana,IN00235
Briar Leaf Golf Club,,,,,,,https://www.briarleaf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,523663.03881997266,41.65305088262148,-86.73232956876535,Indiana,IN00007
Youche Country Club,,Crown Point,2301,46307,West 129th Place,+1 219 663 1418,https://youchecc.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,523505.8975307163,41.38195365687432,-87.36511149507888,Indiana,IN00051
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522453.7600895018,38.704427400427676,-85.48267170889143,Indiana,IN00266
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,518659.2655724191,41.7324732618367,-84.98925921045945,Indiana,IN00029
Shadowood Golf Course,,Seymour,333,47274,North Sandy Creek Drive,,,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517684.15294588305,38.96362101333211,-85.85170651125199,Indiana,IN00313
South Shore Golf Club,,Syracuse,10601,46567,North State Road 13,+1-574-457-2832,http://www.golftheshore.com/,,,,,452398,,,,,,,,,,,,,,,,,,,,,,,,,,,515694.4909416501,41.38837893817544,-85.706606202436,Indiana,IN00175
Black Squirrel Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,515221.8031309512,41.57626178452367,-85.85899889954896,Indiana,IN00030
Logansport Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512970.72046216356,40.75142941978961,-86.27278161295673,Indiana,IN00377
Quail Creek Golf Club,,Pittsboro,7585,46167,Quail Creek Trace,+1-317-892-2582,https://www.quailcreekgc.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511138.77343658183,39.87655022008984,-86.45036590686735,Indiana,IN00201
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,510866.9018614709,40.596789752485634,-85.662508285501,Indiana,IN00036
Fendrich Golf Course,,Evansville,1900,47711,Diamond Avenue,+1-812-435-6070,https://www.fendrichgolfcourse.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510671.65466284927,38.00210996400688,-87.5330237166415,Indiana,IN00185
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510606.39015563903,40.602279125549025,-84.94741518001828,Indiana,IN00288
Maple Creek Golf and Country Club,,Indianapolis,10501,46229,East 21st Street,+1-317-894-3837,https://www.maplecreekgc.com/,,,,,2109110,,,,,,,18_hole,,,,,,,,,,,,,,,,,,,,508281.6092456685,39.79307969068421,-85.9776123033746,Indiana,IN00218
Hidden Valley Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505373.7586124619,41.61843551874732,-84.88764504690033,Indiana,IN00320
Crestview Golf Club,,Muncie,3325,47302,South Walnut Street,+1 765 289 6952,https://crestviewgolf.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503757.5645562401,40.158521658536465,-85.39023596370114,Indiana,IN00250
Shady Hills Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503460.8500136547,40.585794940377355,-85.67820221628006,Indiana,IN00279
Greensburg Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500275.98060325184,39.32883050223305,-85.51190751807296,Indiana,IN00412
Erskine Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494369.4512635667,41.632023330372164,-86.23956537262575,Indiana,IN00085
Tameka Woods Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490088.83320958365,39.403552947023606,-86.18099819702152,Indiana,IN00296
Whispering Creek Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486822.36108060705,41.082643222623766,-85.00929839941199,Indiana,IN00110
Sarah Shank Golf Course,,Indianapolis,2901,46203,South Keystone Avenue,+1-317-784-0631,https://www.prssgolf.com/sarah_course/,IN,,,esri_USDOT_Indiana,2109170,,,,,,,,,,,,,,,,,,,,,,,,,,,486297.96945579746,39.72730737519696,-86.11701372082574,Indiana,IN00211
Whispering Pines Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486132.42652276676,41.53919201819711,-86.4908602323646,Indiana,IN00096
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,485413.8097760928,41.643172017150675,-85.97904481000832,Indiana,IN00033
Unknown Golf Course,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,482946.1900873182,41.50170886300312,-87.25098971211219,Indiana,IN00130
WIldcat Creek Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482191.6341930636,40.42513068440068,-86.15361384662748,Indiana,IN00372
Cressmoor Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479197.6531461794,41.54814013285591,-87.26453671342637,Indiana,IN00099
Cardinal Hills Golf Course,,Selma,3900,47383,South Whitney Road,+1 765 288 2731,https://www.cardinalhills.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478141.3441765732,40.16224744874119,-85.29370655185276,Indiana,IN00252
