name,created_by,sport,addr:unit,opening_hours,phone,website,addr:street,addr:city,addr:housenumber,addr:postcode,addr:province,operator,source,layer,name:en,golf,surface,contact:website,addr:borough,alt_name,email,contact:city,contact:housenumber,contact:postcode,contact:province,contact:street,golf:course,name:fr,wikidata,access,contact:phone,attribution,building,canvec:CODE,canvec:UUID,abandoned,addr:suburb,internet_access,phone:mnemonic,wikipedia,landuse,note,opening_hours:signed,type,wheelchair,addr:source,disused,contact:facebook,addr:country,area_m2,lat,lon,province,gcid
Club de Golf Pontefract,,,,,,http://pontefractgolf.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365148.8067960431,45.89660753823141,-76.68283149765323,Quebec,QC00360
Club de Golf Saint-Janvier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364961.22245658014,45.72588418227306,-73.85646362362245,Quebec,QC00273
Golf Rougemont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,359946.4030639594,45.43631027895642,-73.09123329122089,Quebec,QC00036
Club de golf Thurso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355729.91045283043,45.62891747536793,-75.27054787570965,Quebec,QC00315
Mystic Pines Golf & Country Club,,,,,,https://www.mysticpinesgolf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,351927.29351995967,45.37664675362658,-73.71185730832265,Quebec,QC00081
Club de Golf Dolbeau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349641.96470413805,48.87176198585865,-72.21422435317255,Quebec,QC00358
Cascade Golf & Tennis Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,349372.12144638045,48.670655589879246,-67.98443992135377,Quebec,QC00087
Club de Golf de Valcourt,,golf,,,,https://www.golfvalcourt.com,Rue Champêtre,Valcourt,1000,J0E 2L0,Quebec,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348656.0081790056,45.49313014117886,-72.29889095136883,Quebec,QC00141
Chibougamau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340400.71444253885,49.91896548495159,-74.38014170207526,Quebec,QC00353
Club de Golf de la Presqu'île,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329958.0970091059,45.81172064748509,-73.46915940663955,Quebec,QC00238
Club de Golf Base de Roc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329038.47378204623,45.9910575369306,-73.38882807758434,Quebec,QC00328
Rouyn-Noranda,,golf,,,,,,,,,,,NRCan-CanVec-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,328072.3452817577,48.2631030238134,-79.000177105536,Quebec,QC00061
Club de Golf & Curling la Tuque,,golf,,,,,,,,,,,NRCan-CanVec-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326498.1697300763,47.435782051738684,-72.79023355110698,Quebec,QC00231
Golf des Lacs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321794.8855853469,45.314775064794745,-72.69947722309975,Quebec,QC00332
Club de golf l'Express,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321041.79099482717,45.38884790020678,-73.42534497458664,Quebec,QC00380
Le Chateau Montebello Club De Golf,,golf,,,,,,,,,,,NRCan-CanVec-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,317601.53699268633,45.6530151264713,-74.95613500658249,Quebec,QC00023
Le Ricochet,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312441.8287506728,48.41570979573223,-71.01957813765182,Quebec,QC00118
Golf Rivière Beaudette,,golf,,,,,,,,,,,NRCan-CanVec-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306709.52497590036,45.22898894128795,-74.34236100433364,Quebec,QC00254
Club de Golf de Murdochiville,,golf,,,,,,,,,,,NRCan-CanVec-8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282678.46248219133,48.93264776998753,-65.41012206975518,Quebec,QC00257
Amos,,golf,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282553.35782917007,48.54965345065809,-78.12559622933624,Quebec,QC00295
Club de Golf Les Arpents Verts,,,,,,,,,,,,,Yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280298.58653669216,45.60472545737108,-73.27306878797883,Quebec,QC00126
Club de golf Quévillon,,golf,,Mo-Sa,+1-819-755-3274,,Boulevard Quévillon,Lebel-sur-Quévillon,1019,J0Y 1X0,Québec,Ville de Lebel-sur-Quévillon,NRCan-CanVec-10.0,,,,,,,,golflsq@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/ClubDeGolfQuevillon/,,279416.46480517386,49.04083472538793,-76.98094575019853,Quebec,QC00298
Chibougamau,,golf,,,,,,,,,,,NRCan-CanVec-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279138.1205883403,49.97055973104918,-74.3554420842478,Quebec,QC00296
Club De Golf Matagami,,golf,,,,,,,,,,,NRCan-CanVec-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278273.70032611245,49.77116491030059,-77.63700091721418,Quebec,QC00369
Club de Golf de Malartic,,golf,,,,,,,,,,,NRCan-CanVec-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,276514.3688053255,48.14184367163944,-78.11467607251713,Quebec,QC00079
Club de golf de Cacouna,,golf,,,,,,,,,,,NRCan-CanVec-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276315.30023308133,47.918615097297234,-69.48900035591595,Quebec,QC00176
Club De Golf Ville Marie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275739.46318471263,47.29245340825911,-79.43389149331108,Quebec,QC00387
Golf Exécutif Montréal,,,,,,,Boulevard de la Forêt,Montréal,999,H3E 1X9,QC,Golf Exécutif Montréal,bing,,,,,,,Golf Île des Soeurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270445.1787985973,45.45157651646208,-73.55705526450231,Quebec,QC00259
Club de Golf Les Ruisseaux,,golf,,,,,,,,,,,NRCan-CanVec-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270280.8002519108,46.10780905654711,-74.51765880741677,Quebec,QC00289
Club de Golf de Carleton-sur-Mer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269668.6471843139,48.09592941485399,-66.09205648073748,Quebec,QC00361
Island Brae Golf Club,,,,,,,Route 148,L'Isle-aux-Allumettes,7388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269103.74132785824,45.811504567115314,-77.04351017656045,Quebec,QC00301
Trout River Golf Club,,,,,,http://golftroutriver.com/en/,,,,,,,NRCan-CanVec-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,257793.3517340497,44.99979080007568,-74.30890792931261,Quebec,QC00071
Pont-Rouge,,golf,,,,,,,,,,,NRCan-CanVec-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255017.1126774652,46.76528169208962,-71.62036470131108,Quebec,QC00223
Golf Orléans,,golf,,,,,,,,,,,NRCan-CanVec-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254059.62461926037,46.85011195221,-71.13195208426143,Quebec,QC00217
Club de Golf Transcontinental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249421.0020928971,47.50710254302864,-69.29014030566216,Quebec,QC00368
Club de golf Monty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248111.62072593597,45.81120090648081,-72.43627172666899,Quebec,QC00364
Golf Le Diable,,,,,,,,,,,,Station Mont Tremblant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247774.03400606327,46.18000341633711,-74.60306944657027,Quebec,QC00339
Club de Golf Le Domaine,,golf,,,+1 (819) 535-3925,,Rue Principale,Saint-Boniface,1095,G0X 2L0,Québec,Club de Golf Le Domaine,NRCan-CanVec-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246724.45381907155,46.48863715027747,-72.82247809422712,Quebec,QC00193
Beaconsfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246342.8561440286,45.443649717866606,-73.83090072861403,Quebec,QC00089
Golf Sainte-Agathe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245521.66266531582,46.056521361217875,-74.31643044919724,Quebec,QC00395
Levis,,golf,,,,,,,,,,,NRCan-CanVec-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243566.85440361832,46.663450432097044,-71.26097209884698,Quebec,QC00212
Norway Bay Golf Club (Closed),,golf,,,,https://www.norwaybaygolf.ca/,Chemin 2nd Line,,3,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,243204.39393435064,45.51211336405277,-76.39845118033304,Quebec,QC00268
Club de Golf Base de Roc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238777.94491110896,45.986979373008516,-73.39499191090046,Quebec,QC00327
Golf Club Touraine,,,,,,,Chemin Taché,Gatineau,312,J8V 3Y1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gatineau.ca/donneesouvertes 08Aug2015,,,,238066.7191772041,45.51904144314049,-75.73139703101049,Quebec,QC00344
Golf du Lac Masson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,237138.8048204105,46.0507870069472,-74.0807711011921,Quebec,QC00034
Golf du Parc du Mont-St-Mathieu,,,,,,,3e Rang Ouest,Saint-Mathieu-de-Rioux,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237076.27884274296,48.177740907555474,-69.01547950309254,Quebec,QC00388
Club de golf Monmorency,,golf,,,,,,,,,,,,,,,,https://www.golflemontmorency.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237025.906589552,46.89767915855319,-71.16333100424265,Quebec,QC00100
Unknown Golf Course,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236969.2232317818,46.96547760084975,-71.28061150076815,Quebec,QC00114
Golf Le Diable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,234559.6513649083,46.183264566276314,-74.59543490476521,Quebec,QC00084
Unknown Golf Course,,golf,,,,,,,,,,,NRCan-CanVec-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234008.34460964942,45.15572031163365,-73.57736882404039,Quebec,QC00251
Golf au Lac St-Jean de Chambord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230769.10567935277,48.424117929886016,-72.0626651850015,Quebec,QC00374
Sommet Du Golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,229584.31224829878,45.6246466901433,-71.59190411283384,Quebec,QC00065
Mont-Tremblant,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,228147.97294824844,46.16821464348249,-74.6123046282271,Quebec,QC00050
Club de Golf Alpine,,golf,,,,,,,,,,,NRCan-CanVec-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227912.42956620286,45.9863808415353,-74.12472268395993,Quebec,QC00287
Mickey Creek Golf Club,,,,,,http://mickeycreek.com/,McCoshen Road,Vinton,45,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224750.13665616684,45.793067705940665,-76.6072426801445,Quebec,QC00267
Club de Golf d'Oka,,golf,,,,,,,,,,,NRCan-CanVec-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223816.2131476362,45.46675956338502,-74.0944129909578,Quebec,QC00172
Larrimac Golf Club,,,,,,,Route 105,Chelsea,1148,J9B 1P4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,222927.12394611168,45.553757234417446,-75.8272112744104,Quebec,QC00025
Club de golf de North-Hathley,,golf,,,,,,,,,,,CanVec 4.0 - NRCan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221763.77737687534,45.26430204669832,-71.9755953514866,Quebec,QC00138
Como Golf Club,,golf,,,,,Rue Como Golf,Hudson,10,,QC,,,,Como Golf Club,,,,,,,,,,,,,Club de golf Como,,,,,,,,,,,,,,,,,,,,,,220899.351657885,45.44433205184084,-74.12624840550042,Quebec,QC00173
2-26 Chem. de l'Écho,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220474.75879985918,46.967109329715086,-71.272365379983,Quebec,QC00115
Golf Hermitage,,golf,,,,,,,,,,,NRCan-CanVec-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219590.2289600054,45.22811409053242,-72.18660262089413,Quebec,QC00229
Golf 9Chatel,,,,,,,Rue Élisabeth-II,Québec,10910,,QC,,,,,,,,Neufchatel,Golf NeufChatel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218382.71661468106,46.8626520262686,-71.32348325051885,Quebec,QC00102
Richmond Golf Club,,golf,,,,,,,,,,,CanVec 6.0 - NRCan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214902.83127744205,45.65243515184177,-72.15364370240046,Quebec,QC00157
Golf Saint-Lazare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,permanently closed except miniature golf,no,,,,,,,213987.65442711924,45.38499666868448,-74.08334078565304,Quebec,QC00293
Club de golf Monmorency,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212274.2835943632,46.89361442584,-71.15663826885002,Quebec,QC00099
Golf & Ski Vieux-Lennox,,golf,,,,https://golf.ubishops.ca/,Rue du Golf,Sherbrooke,19,,QC,,,,Old-Lennox Golf & Ski,,,,Lennoxville,,,,,,,,,Golf & Ski Vieux-Lennox,,,,,,,,,,,,,,,,,,,,,,208997.4421482221,45.35980765122678,-71.8475023720652,Quebec,QC00381
Golf Le Maître De Mont Tremblant,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204897.01199297758,46.14256707586124,-74.5990472278162,Quebec,QC00335
Club de Golf Inverugie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203934.585854471,45.13601201934797,-72.24269430392485,Quebec,QC00383
Club De Golf L'Emeraude,,golf,,,,,,,,,,,NRCan-CanVec-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202897.28625531757,45.93305828439165,-72.6094264085869,Quebec,QC00184
Club de Golf St-Lambert,,,,,,,Rue Golf,Saint-Lambert,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,202179.67789568452,45.50658060717995,-73.49952273969585,Quebec,QC00041
Senneville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196467.63282599114,45.436842139051215,-73.96168204167381,Quebec,QC00390
Golf St. Gerard des Laurentides,,golf,,,+1 819 5399907,https://lelaurentides.com,Chemin des Bouleaux,Shawinigan,651,G9R 1T1,Québec,Golf St. Gerard des Laurentides,NRCan-CanVec-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,CA,196109.55639438896,46.600803272552746,-72.8276343524576,Quebec,QC00063
Club de Golf Mont St-Grégoire,,golf,,,,,,,,,,,NRCan-CanVec-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195747.29839742143,45.351064003807096,-73.18893386565391,Quebec,QC00242
Club De Golf Embo,,golf,,,,,,,,,,,NRCan-CanVec-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,194903.80554328015,48.32823847312336,-79.0422100419701,Quebec,QC00056
Club De Golf Waterville,,golf,,,,,,,,,,,CanVec 4.0 - NRCan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193386.55877942636,45.272495242043775,-71.88630773427086,Quebec,QC00137
Unknown Golf Course,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191842.1569608994,45.01137772733116,-73.41475740648781,Quebec,QC00256
Pine Lodge Golf Course,,golf,,,,https://www.pine-lodge.ca/golf.htm,Pine Lodge Road,,6,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185917.55483887103,45.525644699314526,-76.45400127381713,Quebec,QC00269
Club de Golf Siscoe,,,,,+1-819-824-4631,https://golfsiscoe.com/,Chemin Siscoe,Val-d'Or,472,J9P 0B9,Québec,,,,Siscoe Golf Club,,,,,,info@golfsiscoe.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181068.4425672377,48.139657896684824,-77.875084245402,Quebec,QC00405
Golf de Maniwaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180935.63708607916,46.383309042539636,-75.97176317763599,Quebec,QC00216
Golf Beauport,,golf,,,,,Rue Blanche-Lamontagne,,2080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180926.6350148413,46.8695060556443,-71.21504737791838,Quebec,QC00101
Golf De La Maskinonge (Le),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177353.65040909572,46.11331328884415,-74.8458599055089,Quebec,QC00337
Dunany Country Club,,,,,+1 450 5624885,https://www.dunanycountryclub.com,,,,,,,,,,,,,,,dunanycountryclub@gmail.com,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,175856.74552693154,45.74480757326945,-74.33268598835708,Quebec,QC00064
Club de Golf des Îles-de-la-Madeleine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,173587.0203208874,47.36187805955969,-61.94559900664411,Quebec,QC00076
Domaine Bonaventure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170357.58634374643,45.671831057493286,-73.96630239401146,Quebec,QC00386
Mohawk Hills Golf Course,,golf,,,,,,,,,,,NRCan-CanVec-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169794.9436453144,45.3735542856936,-73.66033659397428,Quebec,QC00275
Club De Golf Donnacona,,golf,,,,,,,,,,,NRCan-CanVec-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168682.6307493413,46.67089566951417,-71.7341643841005,Quebec,QC00213
Club De Golf Miner,,golf,,,,,Rue Long,Granby,30,,,,CanVec 6.0 - NRCan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155395.62064437964,45.392580994278475,-72.720680712117,Quebec,QC00147
Club de golf municipal de Montréal,,,,,+1-514-872-4653,http://www1.ville.montreal.qc.ca/banque311/content/golf-municipal-de-montr%C3%A9al-et-centre-de-pratique,Boulevard Viau,Montréal,4235,H1Y 2G3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+1-514-872-GOLF,,,,,,,,,,,144580.3368594356,45.56937673676482,-73.55801018542338,Quebec,QC00093
Saint-Jean-sur-Richelieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141218.40803492893,45.361592735452994,-73.29103147807346,Quebec,QC00323
Centre De Golf Val Des Arbres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140818.07513023991,45.59597602514414,-73.6976459754573,Quebec,QC00363
Golf Des Moulins,,golf,,,,,,,,,,,NRCan-CanVec-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138095.25187797128,45.698364567858,-73.68196083996882,Quebec,QC00276
Golf de Maniwaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129448.51226823842,46.384793591172794,-75.97855236412587,Quebec,QC00325
Club De Golf Pen-Y-Bryn,,golf,,,,,,,,,,,CanVec 4.0 - NRCan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125936.84458949465,45.47629313346802,-71.51303172530328,Quebec,QC00139
Unknown Golf Course,,golf,,,,,,,,,,,CanVec 6.0 - NRCan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113959.7568486257,45.74751047833827,-76.19078600688849,Quebec,QC00160
Club de Golf de Témiscaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109318.07946248159,46.70552250012803,-79.08788648961611,Quebec,QC00370
Saint-Georges,,golf,,,,,,,,,,,NRCan-CanVec-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105917.98307901256,46.19586602502051,-70.60413463439448,Quebec,QC00188
Club de golf de l'Estrie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,105128.41831942438,45.44711912465867,-71.93958249557438,Quebec,QC00051
Club de golf de l'Estrie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,105128.41831942438,45.44711912465867,-71.93958249557438,Quebec,QC00052
Sainte-Sophie,,golf,,,,,,,,,,,NRCan-CanVec-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99237.42418831465,45.84561743217976,-73.88195718737913,Quebec,QC00282
Golf des Érables,,,,,+1-819 827-2936,https://www.golfdeserables.com/,Chemin des Érables,Gatineau,217,J8V 3Z7,Québec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94034.63018923275,45.509818937119064,-75.7417124662183,Quebec,QC00378
Lachute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93197.1517648975,45.68482060149335,-74.2768505870551,Quebec,QC00409
Club de Golf Tadoussac,,golf,,,,,,,,,,,NRCan-CanVec-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91737.74848049629,48.14394997450974,-69.70636861123398,Quebec,QC00232
Sabrevois,,golf,,,,,,,,,,,NRCan-CanVec-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91404.1885234561,45.241907763827236,-73.23261811226602,Quebec,QC00244
Club de golf Le Marthelinois,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90400.10973634341,46.387304857934765,-72.51185916224735,Quebec,QC00311
Golf Les Rivieres,,,,,,,Boulevard des Forges,Trois-Rivières,6500,G8Y 7E3,Québec,Golf Les Rivieres,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90338.39356046742,46.369642410335025,-72.60107711456098,Quebec,QC00404
Golf La Vallée du Rêve,,,,,+14187566008,https://www.lavalleedureve.com,4e Rang,Causapscal,46,G0J 1J0,Québec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86085.68251485872,48.41283186812909,-67.1757318795347,Quebec,QC00400
Gatineau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77461.16810549768,45.519241729969266,-75.49637214066766,Quebec,QC00168
Golf Sutton,,golf,,,,,Rue Grenier,Sutton,35,,,,NRCan-CanVec-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75540.65979103604,45.0977054886087,-72.61588846658934,Quebec,QC00241
Unknown Golf Course,,golf,,,,,,,,,,,NRCan-CanVec-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74750.16898381802,45.01840269891532,-73.7670866851737,Quebec,QC00248
Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,73110.6850859211,46.45931263229921,-73.65298821301259,Quebec,QC00392
Unknown Golf Course,,golf,,,,,,,,,,,NRCan-CanVec-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66610.91607198435,46.19399358990189,-73.75219812538097,Quebec,QC00249
Le Pavillon Du Golf,,,,,,,,,,,,,,,,driving_range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64275.15690773735,45.48410518896597,-75.61873874709701,Quebec,QC00371
Unknown Golf Course,,golf,,,,,,,,,,,NRCan-CanVec-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62466.96623600927,45.08034755840048,-74.42383417846258,Quebec,QC00253
Val-des-Sources,,golf,,,,,,,,,,,NRCan-CanVec-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55509.942823356316,45.783446980471645,-71.8931240260579,Quebec,QC00179
Club de golf La seigneurie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54831.85877330037,45.584696786815634,-73.17451769559659,Quebec,QC00317
Patton's Glen Golfcourse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51473.14086441919,45.394903444726644,-73.66209921744978,Quebec,QC00373
Intergolf 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48434.06664254147,45.42396150129696,-72.81062768056367,Quebec,QC00403
Intergolf 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48434.06664254147,45.42396150129696,-72.81062768056367,Quebec,QC00402
Saint-Jean-sur-Richelieu,,golf,,,,,,,,,,,NRCan-CanVec-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45618.78271605433,45.28155573418116,-73.24863673470006,Quebec,QC00243
Champ de Pratique,,golf,,,,,,,,,,,NRCan-CanVec-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44915.223850368115,46.38939348740811,-75.02513764950574,Quebec,QC00214
Sous le couvert des arbres,,,,,,http://souslecouvertdesarbres.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44882.00694652505,45.46253622441683,-75.71359307260585,Quebec,QC00379
Piedmont,,,,,,,,,,,,,,,,driving_range,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,38682.84437789454,45.913335706238335,-74.14530138224512,Quebec,QC00342
Sainte-Sophie,,golf,,,,,,,,,,,NRCan-CanVec-10.0,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,37387.818950457164,45.792313191049196,-73.94724702959388,Quebec,QC00278
