addr:housenumber,addr:street,name,phone,addr:city,addr:province,addr:postcode,email,sport,website,addr:country,opening_hours,operator,attribution,canvec:CODE,source,access,addr:unit,golf:course,source:addr,created_by,alt_name,golf:par,start_date,wikidata,branch,brand,fee,building,golf,note,landuse,contact:city,contact:country,contact:email,contact:housenumber,contact:phone,contact:postcode,contact:province,contact:street,contact:website,contact:facebook,description,facebook,instagram,old_name,tourism,fax,type,wikipedia,source:url,area_m2,lat,lon,province,gcid
,,Kimberley Golf Course,,,,,,golf,,,,,,,NRCan-CanVec-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459608.1422222581,49.63519826779467,-115.96978178840418,British Columbia,BA00173
,,Revelstoke Golf Club,,,,,,golf,,,,,,,NRCan-CanVec-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459432.5928000627,51.012328508689215,-118.22762551873615,British Columbia,BA00178
,,Sunstone Golf Club,,,,,,golf,https://www.sunstonegolfclub.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453847.0413180521,50.30112751229875,-122.74829627533887,British Columbia,BA00261
700,Petersen Road,Campbell River Golf & Country Club,+1-250-287-4970,,,,info@crgolf.ca,,https://crgolf.ca/,,Th-Su 08:00-09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,451257.0136722892,50.020190803334266,-125.27580758578756,British Columbia,BA00027
,,Cache Creek,,,,,,golf,,,,,,,NRCan-CanVec-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450206.574647839,50.806173619664484,-121.30897510116189,British Columbia,BA00136
,,Two Eagles Golf Course,+1 250-768-0080,,,,info@twoeaglesgolf.com,,http://www.twoeaglesgolf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448845.5890346788,49.834777573209564,-119.6058349326226,British Columbia,BA00175
,,Chilliwack Golf and Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446986.98355687846,49.12621926008311,-122.06631877256333,British Columbia,BA00077
,,Black Mountain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441698.4616784385,49.88215872824999,-119.34493648350382,British Columbia,BA00246
,,Unknown Golf Course,,,,,,golf,,,,,,,NRCan-CanVec-8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440820.76568232896,54.01382328420665,-125.05931268969348,British Columbia,BA00170
,,Cottonwood Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440704.40420783125,49.05588506041052,-123.8660285080713,British Columbia,BA00247
,,Kelowna Springs Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434088.41169519076,49.92540696144112,-119.37515791425503,British Columbia,BA00167
,,Golden Eagle Golf Course (North Course),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431232.5707394548,49.29743400350994,-122.6180241156319,British Columbia,BA00200
,,Whistler Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,427915.05546912306,50.1154015460499,-122.96580104149112,British Columbia,BA00052
,,Shuswap Lake Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424179.4680777914,50.866166057762754,-119.37228253826201,British Columbia,BA00316
,,Marine Drive Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423825.523230676,49.216533805615285,-123.16054766541974,British Columbia,BA00104
5101,Upper Booth Road South,Sunset Ranch Golf & Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,417729.92927111307,49.93710277006011,-119.34940447483599,British Columbia,BA00054
,,Meadowlands Golf and Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403645.15074722003,49.18829822800073,-121.89969142051773,British Columbia,BA00081
,,Ledgeview Golf and Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402134.7678020382,49.07355762388876,-122.23026629125484,British Columbia,BA00086
,,Victoria Golf Club,,,,,,,,,,,,,,,,,,,,,,Q7926734,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,399515.177159066,48.41453654029025,-123.29965522226979,British Columbia,BA00026
,,Tsawwassen Springs Golf Course,,,,,,,https://www.tsawwassensprings.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,395377.26207523776,49.03165819035268,-123.08423961369856,British Columbia,BA00042
5291,North Island Highway,Sunnydale Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,394058.3410296446,49.73598072407577,-125.00411010639132,British Columbia,BA00056
9782,McKinnon Crescent,Fort Langley Golf Course,,Langley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391242.7939702032,49.178951582359765,-122.59252299431407,British Columbia,BA00073
,,Mount Brenton Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386816.5810456092,48.911001883499424,-123.71318730518968,British Columbia,BA00233
,,Penticton Golf & Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,385826.8157699395,49.49116253706572,-119.6109045290248,British Columbia,BA00048
,,Club Shuswap Golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384517.77424337965,50.743641716977386,-119.23242761987177,British Columbia,BA00303
,,Unknown Golf Course,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369442.01649102254,50.471086095670394,-115.94797288310222,British Columbia,BA00204
,,Shadow Ridge Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365439.4755028575,49.94288637368467,-119.38151420245019,British Columbia,BA00152
600,Golf Course Road,Meadow Creek Golf Club,,Logan Lake,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362954.9103548823,50.49517350641584,-120.79592422750298,British Columbia,BA00297
,,Mackenzie Golf Course,,,,,,golf,,,,,,,Bing Sat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362154.89767050795,55.32476920912905,-123.07621752027055,British Columbia,BA00119
,,Moberly Lake & District Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356248.6206488481,55.836889588424235,-121.79462392224438,British Columbia,BA00192
,,Sparwood Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350736.24597378075,49.72040958323479,-114.88633463714646,British Columbia,BA00212
,,Sparwood Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350736.24597378075,49.72040958323479,-114.88633463714646,British Columbia,BA00213
,,Cedar Hill Golf Course,+1 250 475 7151,,,,,,https://www.saanich.ca/EN/main/parks-recreation-community/cedar-hill-golf-course.html,,"Mo-Su, dawn-dusk",Saanich Parks & Recreation,,,,,,18_hole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349443.2278973992,48.45520090048264,-123.34546648466203,British Columbia,BA00290
5040,Number 6 Road,Green Acres Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,348970.28937504685,49.17558290948232,-123.06307582581138,British Columbia,BA00017
,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344014.6145249553,50.44475793802185,-116.24720262125635,British Columbia,BA00334
,,Granite Pointe Golf Club and RV Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325433.80236214545,49.47903911725807,-117.30898042520806,British Columbia,BA00108
2704,Stones Bay Road,Stuart Lake Golf Course,,,,,,,https://www.stuartlakegolfclub.com/,,,,,,,,,9_hole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325138.77172228287,54.46092460458271,-124.29719613357433,British Columbia,BA00338
,,Bootleg Gap Rec 9 Course,+1-250-427-7077,Kimberley,BC,,,,https://www.bootleggapgolf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322658.4725514161,49.632051620204784,-115.94257137657341,British Columbia,BA00332
13823,Sunshine Coast Highway,Pender Harbour Golf Club,,Madera Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314570.08524037723,49.64813275300751,-123.97376604106805,British Columbia,BA00280
13823,Sunshine Coast Highway,Pender Harbour Golf Club,,Madera Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314570.08524037723,49.64813275300751,-123.97376604106805,British Columbia,BA00281
,,Salmo Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312090.3072247379,49.16452706756403,-117.26065356438875,British Columbia,BA00304
,,Mountain Meadows GC,+1-250-865–7413,Elkford,BC,V0B 1H0,,,https://www.mountainmeadowsgolf.com/index.html,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306309.4983527318,50.012812838436325,-114.91948588830934,British Columbia,BA00125
,,Unknown Golf Course,,,,,,golf,,,,,,,NRCan-CanVec-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304998.02710034326,53.01620311483224,-122.55695694605372,British Columbia,BA00177
,,Harrison Resort Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304521.62238544296,49.27637226672574,-121.78694636195003,British Columbia,BA00084
7388,No. 6 Road,Savage Creek Golf Course,,Richmond,BC,V6W 1E1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289269.1898487414,49.160744862739826,-123.06313163227313,British Columbia,BA00138
,,Delta Golf Club,+1-604-594-1414,,,,,,https://www.deltagolfcourse.com/index.php?option=com_contact&catid=1&Itemid=20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288833.43609122967,49.09790977729933,-122.89341804138583,British Columbia,BA00070
,,Alberni Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286668.1270068526,49.28915163454371,-124.78460725007305,British Columbia,BA00270
,,Kinkora Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284246.78738705424,49.12083127027206,-121.94767456568515,British Columbia,BA00079
,,Hope,,,,,,golf,,,,,,,NRCan-CanVec-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279728.84434822487,49.391869092320555,-121.43289449020168,British Columbia,BA00133
,,Surrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278782.5711609977,49.06422993990698,-122.77746930011422,British Columbia,BA00092
805,Lower Ganges Road,Salt Spring Island Golf and Country Club,+1-250-537-2121,Salt Spring Islanf,BC,V8K 2N5,info@saltspringgolf.com,,https://www.saltspringgolf.com/,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273718.4301582974,48.868636377744544,-123.52628646568063,British Columbia,BA00241
,,Cheam Mountain Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273626.67335827486,49.14134035949967,-121.99406653491903,British Columbia,BA00078
,,Radium Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272453.4144727773,50.59638339801505,-116.04405055239306,British Columbia,BA00294
,248 Street,Poppy Estate Golf Course,+1-604-856-1181,,,,,,https://www.poppygolf.ca,,,,,,,,3834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271742.9316955282,49.0700039095743,-122.53025750006229,British Columbia,BA00255
1110,Highway 5 North,Valemount Pines Golf Course,+1-250-566-4550,Valemount,,V0E 2Z0,,,https://valemountpinesgolfrv.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260803.87915100929,52.85050392103655,-119.2940299461197,British Columbia,BA00234
,,Gabriola,,,,,,golf,,,,,,,NRCan-CanVec-8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256719.75024372464,49.154042310918456,-123.8322473587222,British Columbia,BA00166
,,Cultus Lake Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255319.17224812435,49.07248337030831,-121.96676408742285,British Columbia,BA00080
,,Lacarya Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254827.06003130774,51.60009069809831,-120.11313099039312,British Columbia,BA00256
111,Champion Lake Road,Champion Lakes Golf Course,,Fruitvale,BC,V0G 1L0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249640.63116922387,49.158662715792005,-117.52021487635885,British Columbia,BA00300
,,Qualicum Beach Memorial Golf Course,,,,,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,247602.7516710799,49.353934575513605,-124.44075935678848,British Columbia,BA00036
,Enderby Mabel Lake Road,Unknown Golf Course,,Enderby,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247340.32410482687,50.60871167717221,-118.73484403814278,British Columbia,BA00323
,,Winchelsea View Golf Course,,,,,,,,,,,,,Bing Sat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,245829.9480334012,49.24329237382073,-124.09951840664085,British Columbia,BA00038
3280,Highway 3,Kettle Valley Golf Club,,Rock Creek,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244245.8532479523,49.04284606070737,-118.88839811185655,British Columbia,BA00298
3904,West 51st Avenue,Musqueam Golf & Learning Academy,,Vancouver,,,,,https://www.musqueamgolf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235699.81307671824,49.223415397203816,-123.19462981104856,British Columbia,BA00116
,,Beach Grove Golf and Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233691.80821404088,49.02112819708604,-123.0609067048998,British Columbia,BA00262
,,Beach Grove Golf and Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233419.08380824188,49.02804579003383,-123.06461111361217,British Columbia,BA00064
,,Mission Hills Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228757.74435975135,49.5463064100366,-115.74866417235953,British Columbia,BA00236
,,Houston Golf & Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226048.49435703797,54.41612251471485,-126.62795844395596,British Columbia,BA00267
810,Beach Drive,Bowen Island Golf Club,,,,,proshop@bowengolf.com,,https://www.bowengolf.com/,,,,,,,,,9_hole,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,224422.9389270285,49.34044010151428,-123.36844939295875,British Columbia,BA00057
,,Merritt Golf & Country Club,,,,,,,https://www.merrittgolf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,223228.8405419743,50.11772094662483,-120.7920783794522,British Columbia,BA00045
,,Arrowsmith Golf and Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222484.18915539948,49.36602093908435,-124.56663378319934,British Columbia,BA00283
,,March Meadows Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219420.04768549255,48.823998386315495,-124.19488881803524,British Columbia,BA00232
,,Unknown Golf Course,,,,,,golf,,,,,,,NRCan-CanVec-8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214647.7495002888,49.45896012180132,-120.4654990692959,British Columbia,BA00157
,,Wells Gray Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214483.4108257753,51.93927555005458,-120.05160721858374,British Columbia,BA00197
,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212421.45502721518,49.08514862173672,-125.78529606642562,British Columbia,BA00295
,,Kelowna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212144.95567156436,49.83847867923462,-119.47045627809739,British Columbia,BA00155
,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207395.83217670635,49.60289677089754,-115.84622250329335,British Columbia,BA00306
,,Mission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205817.00989555748,49.144922105730814,-122.35827342188487,British Columbia,BA00202
,,Mission Creek Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203576.83589122287,49.85728342203716,-119.45349037559359,British Columbia,BA00153
4343,216 Street,Langley Golf Centre,+1-604-534-4555,Langley,,,,,https://www.langleygolfcentre.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202112.26865175768,49.079755426874144,-122.6275151829323,British Columbia,BA00307
,,Shannon Lake Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199765.67011403342,49.859821104764094,-119.60941694806262,British Columbia,BA00172
4561,Yellowhead Highway,Willow Grove Golf & Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198014.82610249237,54.43761626669396,-126.59715727605601,British Columbia,BA00266
7778,152 Street,Eaglequest Golf Coyote Creek,,Surrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,196759.6467661134,49.14204588676055,-122.79846502082259,British Columbia,BA00019
,,Hillview Golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195780.35596631514,50.25074990894435,-119.24242228070642,British Columbia,BA00210
,,Shannon Lake Golf Course,,,,,,,,,Nov-Feb Mo-Fr 09:00-15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195378.49864858136,49.86689369095567,-119.6101555138771,British Columbia,BA00171
,,Squamish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193982.3496357709,49.746775692783345,-123.1291400081203,British Columbia,BA00342
,,Westwood Plateau Executive 12-Hole Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192964.6799195016,49.30634451233353,-122.81343608507969,British Columbia,BA00314
,,Ardmore Golf Course,,,,,,golf,,,,,Natural Resources Canada,1000082,CanVec_Import_2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191524.3014829112,48.63540908334322,-123.46165846362581,British Columbia,BA00158
,,Bridal Falls Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188322.89503685714,49.1798170009802,-121.7562164285116,British Columbia,BA00276
,,Nicowynd Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186502.68500813888,49.0706577870211,-122.83317318029947,British Columbia,BA00093
,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186081.30273678756,50.449412368796345,-116.25074261948279,British Columbia,BA00335
,,Quilchena Golf Course,,,,,,,https://www.douglaslake.com/quilchena-golf-index,,,,,,,,,9_hole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185755.53256247035,50.15736389697044,-120.51502341900672,British Columbia,BA00135
,,Quilchena Golf Course,,,,,,,https://www.douglaslake.com/quilchena-golf-index,,,,,,,,,9_hole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185755.53256247035,50.15736389697044,-120.51502341900672,British Columbia,BA00134
1718,Balmoral Avenue,Comox Golf Club,,,,,,,,,"PH,Mo-Su 09:00-17:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,183471.73159012245,49.67633955267872,-124.92406167031866,British Columbia,BA00040
,,Metchosin Golf Course & Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182679.22414571958,48.388997753894316,-123.52930897393688,British Columbia,BA00160
,,Sonora Dunes Golf Course,,,,,,,https://www.sonoradunes.com/,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181960.23246797224,49.04048342251242,-119.42951644656459,British Columbia,BA00205
111,White Lake Road,St. Andrews By-The-Lake,,Kaleden,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179787.49061751837,49.33912136924511,-119.63353530976238,British Columbia,BA00299
,,Granite Pointe Golf Club and RV Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179480.36181809942,49.476319144692994,-117.30003189241317,British Columbia,BA00109
,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179262.12267010883,54.76665644003692,-127.1279839781477,British Columbia,BA00193
,,Vanderhoof,,,,,,golf,,,,,,,NRCan-CanVec-8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176768.98398241127,54.04575760744796,-124.00341188088014,British Columbia,BA00168
,,Vanderhoof,,,,,,golf,,,,,,,NRCan-CanVec-8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176768.98398241127,54.04575760744796,-124.00341188088014,British Columbia,BA00169
,,Gleneagles Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176124.02227458032,49.364206987804415,-123.27910133539396,British Columbia,BA00121
155,Pryde Avenue,Pryde Vista,,,,,,,,,,,,,,,,,StatCan Open Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168175.54453591077,49.17555530411594,-123.97863845709183,British Columbia,BA00199
,,Kelowna,,,,,,golf,,,,,,,NRCan-CanVec-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168134.45888698625,49.858226701011645,-119.4537896549276,British Columbia,BA00287
,,Maple Ridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166768.93631443102,49.20912128392974,-122.64327043385995,British Columbia,BA00196
,,The Pinnacle Course at Gallagher's Canyon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,160213.62316200807,49.84318048249681,-119.37289373926193,British Columbia,BA00034
2440,York Avenue,Royal York Golf Club,,Armstrong,,V0E 1B0,,golf,http://www.royalyorkrvpark.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159626.31230984855,50.43632849842725,-119.18814404476414,British Columbia,BA00195
8400,No. 6 Road,Country Meadows Golf Course,,Richmond,BC,v6W 1E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158389.55115674945,49.150922439910175,-123.0633580352122,British Columbia,BA00139
,,Wow Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sage Mesa Golf & Country Club,,,,,,157769.33494277266,49.51341057336018,-119.62173405491284,British Columbia,BA00320
4725,Trans-Canada Highway,Pineridge Golf Course,,Kamloops,,,,,,,,,,,Bing;http://www.pineridgegolf.bc.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157009.99217156172,50.668312951749684,-120.196773495509,British Columbia,BA00147
,,Alberni Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155629.18598118567,49.28996608510034,-124.77893276462328,British Columbia,BA00275
,,Pender Island Golf & Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155402.49127980202,48.805631381637944,-123.31049432569718,British Columbia,BA00235
,,3385-3353 Canterbury Dr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153901.85413779842,49.06285586109025,-122.77089346484252,British Columbia,BA00258
4225,Blenkinsop Road,Mount Douglas Golf Course,,Saanich,,,,golf,,,,,,,NRCan-CanVec-8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152845.54360600607,48.48166153682837,-123.35004474133083,British Columbia,BA00161
,,Mylora East,,,,,,,,,,,,,,,,,,Potlatch 0.9c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152172.00804054798,49.142450255838675,-123.08364627512036,British Columbia,BA00075
418,Pine,Kaslo Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151536.2412154188,49.90530728342956,-116.90859443802378,British Columbia,BA00278
,,Pine Valley Golf Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150664.24951605016,53.88636345095622,-122.77338922956791,British Columbia,BA00215
,,5038 Valley Drive,,,,,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150528.96497850798,50.8813092558731,-119.86494006568604,British Columbia,BA00219
,,Unknown Golf Course,,,,,,golf,,,,,,,NRCan-CanVec-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149751.17193735013,52.21619435468483,-122.07973454525978,British Columbia,BA00337
,,Nakusp Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,approximate,,,,,,,,,,,,,,,,,,,,,149657.68383264798,50.23385603828764,-117.77083556098908,British Columbia,BA00118
,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149202.68079549505,49.65816482190145,-117.51584615505442,British Columbia,BA00242
,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147559.2676467937,49.45696229556113,-119.60945094531368,British Columbia,BA00277
2370,Crowsnest Highway,Will-O-Bend Golf & RV Park,+1-250-429-3377,Jaffray,,V0B 1T0,,,http://www.willobend.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138051.40518838255,49.37776513663008,-115.27643724104236,British Columbia,BA00216
,,Wildflower Golf Course,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133193.20844219124,50.41596818627464,-125.13646333157882,British Columbia,BA00238
4985,Cotton Road,Mulligans Golf Course,+1-250-338-2440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132988.89030108778,49.72032484370307,-125.00250108820231,British Columbia,BA00143
