# de trous,# of Holes,Address,Adresse,Club Type,Course Par,Emplacement,Location,Par du parcours,Phone,Site Web,Total Yards,Type de club,Téléphone,Verges totales,Website,url
,18,"https://www.google.com/maps/place/7215 Dale Rd, Box 366  Port Hope,ON L1A 3Z3",,Public,Par 72,,"Port Hope, ON",,(905) 885-8546,,6289,,,,https://www.ashbrookgolfcourse.com,https://www.golfcanada.ca/golf-facility/ash-brook-golf-club-en/
,18,"https://www.google.com/maps/place/250 Keatley Road  Ottawa,ON K7S 3G8",,Public,Par 61,,"Ottawa, ON",,—,,3251,,,,https://www.madawaskagolf.com,https://www.golfcanada.ca/golf-facility/madawaska-golf-en/
,18,"https://www.google.com/maps/place/PO Box 985  Viking,AB T0B 4N0",,Public,Par —,,"Viking, AB",,(780) 336-3424,,—,,,,,https://www.golfcanada.ca/golf-facility/viking-golf-country-club-en/
,18,"https://www.google.com/maps/place/45 Cindy Lane  Lisle,ON L0M 1M0",,Public,Par 72,,"Lisle, ON",,—,,6546,,,,,https://www.golfcanada.ca/golf-facility/silver-brooke-golf-club-en/
,18,"https://www.google.com/maps/place/50 Golf Club Road  Astra,ON K0K 3W0",,—,,,"Astra, ON",,(613) 392-3794,,,,,,,https://www.golfcanada.ca/golf-facility/roundel-glen-golf-course-en/
18,,,"https://www.google.com/maps/place/50 Golf Club Road  Astra,ON K0K 3W0",,,"Astra, ON",,,,,,—,(613) 392-3794,,,https://www.golfcanada.ca/fr/golf-facility/roundel-glen-golf-course-fr/
,9,"https://www.google.com/maps/place/432 Michael Power Boulevard PO Box 729 Geraldton,ON P0T 1M0",,Semi-private,Par 72,,"Geraldton, ON",,(807) 854-1029,,6648,,,,https://www.kenogamisisgolfclub.com,https://www.golfcanada.ca/golf-facility/kenogamisis-golf-club-en/
9,,,"https://www.google.com/maps/place/432 Michael Power Boulevard PO Box 729 Geraldton,ON P0T 1M0",,,"Geraldton, ON",,Par 72,,https://www.kenogamisisgolfclub.com,,Semi-privé,(807) 854-1029,6648,,https://www.golfcanada.ca/fr/golf-facility/kenogamisis-golf-club-fr/
,24,"https://www.google.com/maps/place/1337 Fox Harbour Road, PO Box  Wallace,NS B0K 1Y0",,Public,Par 72,,"Wallace, NS",,(902) 257-4304,,7253,,,,https://www.foxharbr.com,https://www.golfcanada.ca/golf-facility/fox-harbr-en/
,18,"https://www.google.com/maps/place/132 Route de la Montagne  Notre-Dame-du-Portage,QC G0L 1Y0",,Public,Par 72,,"Notre-Dame-du-Portage, QC",,4188627745,,6281,,,,,https://www.golfcanada.ca/golf-facility/riviere-du-loup-club-de-golf-en/
,18,"https://www.google.com/maps/place/PO Box 603  Lundar,MB R0C 1Y0",,Public,Par —,,"Lundar, MB",,(204) 762-5877,,—,,,,,https://www.golfcanada.ca/golf-facility/lundar-co-op-golf-country-club-inc-en/
,18,"https://www.google.com/maps/place/6507 North Rd  Duncan,BC V9L 6K9",,Semi-private,Par 72,,"Duncan, BC",,(250) 746-8993,,6822,,,,https://www.duncanmeadows.com,https://www.golfcanada.ca/golf-facility/duncan-meadows-golf-country-club-en/
,18,"https://www.google.com/maps/place/Box 16  Sicamous,BC V0E 2V0",,Public,Par 66,,"Sicamous, BC",,(250) 836-4454,,4879,,,,https://www.eaglerivergolf.com,https://www.golfcanada.ca/golf-facility/eagle-river-golf-country-club-en/
,18,"https://www.google.com/maps/place/PO Box 1051  Saskatoon,SK S7K 3M9",,Public,Par 54,,"Saskatoon, SK",,(306) 975-3314,,2632,,,,https://www.saskatoon.ca,https://www.golfcanada.ca/golf-facility/silverwood-golf-club-en/
,18,"https://www.google.com/maps/place/P.O. Box 641 P.O. Box 641 Baddeck,NS B0E 1B0",,Public,Par 72,,"Baddeck, NS",,(902) 295-1333,,7037,,,,https://www.bellbay.ca,https://www.golfcanada.ca/golf-facility/bell-bay-golf-club-en/
,18,"https://www.google.com/maps/place/566, route du Golf  Lac-Etchemin,QC G0R 1S0",,Public,Par 71,,"Lac-Etchemin, QC",,(418) 625-2711,,6094,,,,https://www.golflacetchemin.com,https://www.golfcanada.ca/golf-facility/lac-etchemin-club-de-golf-en/
18,,,"https://www.google.com/maps/place/2237 Chemin du Lac Nantel Sud  Mont-Blanc,QC J0T 2G0",,,"Mont-Blanc, QC",,Par 71,,https://www.royallaurentien.com,,Semi-privé,(819) 326-5454,6885,,https://www.golfcanada.ca/fr/golf-facility/royal-laurentien-golf-fr/
,18,"https://www.google.com/maps/place/500 Sherwood Road  Sherwood,NS B0J 1J0",,Public,Par 71,,"Sherwood, NS",,902-275-4956,,5857,,,,https://www.sherwoodgolf.com,https://www.golfcanada.ca/golf-facility/sherwood-golf-country-club-en/
,18,"https://www.google.com/maps/place/837 Riverside Dr  Ajax,ON L1T 3R9",,Public,Par 70,,"Ajax, ON",,—,,5422,,,,,https://www.golfcanada.ca/golf-facility/riverside-golf-club-en/
,18,"https://www.google.com/maps/place/2237 Chemin du Lac Nantel Sud  Mont-Blanc,QC J0T 2G0",,Semi-private,Par 71,,"Mont-Blanc, QC",,(819) 326-5454,,6885,,,,https://www.royallaurentien.com,https://www.golfcanada.ca/golf-facility/royal-laurentien-golf-en/
,18,"https://www.google.com/maps/place/264 Lakeside  Knowlton,QC J0E 1V0",,Public,Par 72,,"Knowlton, QC",,(450) 243-6622,,6437,,,,,https://www.golfcanada.ca/golf-facility/knowlton-club-de-golf-en/
,18,"https://www.google.com/maps/place/General Delivery  Mulhurst,AB T0C 2C0",,Public,Par 0,,"Mulhurst, AB",,(780) 389-3783,,0,,,,,https://www.golfcanada.ca/golf-facility/pigeon-lake-golf-club-en/
,18,R7C 1B1,,Public,Par —,,—,,—,,—,,,,,https://www.golfcanada.ca/golf-facility/northern-pines-golf-course-en/
,18,"https://www.google.com/maps/place/2400 Ritson Rd North 2400 Ritson Rd North Oshawa,ON L1H 8L7",,Semi-private,Par 71,,"Oshawa, ON",,(905) 728-6641,,6603,,,,,https://www.golfcanada.ca/golf-facility/kedron-dells-golf-course-en/
,18,"https://www.google.com/maps/place/RR#3, M-2, C-11  Invermere,BC V0A 1K3",,Public,Par 72,,"Invermere, BC",,(250) 342-0562,,6646,,,,https://www.eagleranchresort.com,https://www.golfcanada.ca/golf-facility/eagle-ranch-resort-golf-club-en/
,18,"https://www.google.com/maps/place/150 Haldimand County Rd 17  Dunnville,ON N1A 2W4",,Semi-private,Par 70,,"Dunnville, ON",,(905) 774-3511,,5772,,,,,https://www.golfcanada.ca/golf-facility/dunnville-golf-club-en/
,18,"https://www.google.com/maps/place/2909 118th Ave  Edmonton,AB T5J 2R7",,Public,Par 0,,"Edmonton, AB",,7804964926,,0,,,,,https://www.golfcanada.ca/golf-facility/rundle-park-golf-course-en/
,18,"https://www.google.com/maps/place/PO Box 187  Chemainus,BC V0R 1K0",,Semi-private,Par 71,,"Chemainus, BC",,(250) 246-2588,,5816,,,,https://www.mountbrentongolf.com,https://www.golfcanada.ca/golf-facility/mount-brenton-golf-course-en/
18,,,"https://www.google.com/maps/place/PO Box 187  Chemainus,BC V0R 1K0",,,"Chemainus, BC",,Par 71,,https://www.mountbrentongolf.com,,Semi-privé,(250) 246-2588,5816,,https://www.golfcanada.ca/fr/golf-facility/mount-brenton-golf-course-fr/
,9,"https://www.google.com/maps/place/35 rue Beaumont  La Tuque,QC G9X3P6",,Public,Par 70,,"La Tuque, QC",,(819) 523-3122,,5938,,,,https://www.facebook.com,https://www.golfcanada.ca/golf-facility/la-tuque-club-de-golf-en/
,9,"https://www.google.com/maps/place/418 Pine Street, PO Box 436  Kaslo,BC V0G 1M0",,Public,Par 72,,"Kaslo, BC",,(250) 353-2262,,5500,,,,https://www.kaslogolf.org,https://www.golfcanada.ca/golf-facility/kaslo-golf-club-en/
,18,"https://www.google.com/maps/place/P.O. Box 1533  Fort MacLeod,AB T0L 0Z0",,Public,Par 70,,"Fort MacLeod, AB",,(403) 553-4664,,6032,,,,,https://www.golfcanada.ca/golf-facility/fort-macleod-golf-club-en/
,18,"https://www.google.com/maps/place/82 Speargrass Boulevard  Carseland,AB T0J 0M0",,Public,Par 72,,"Carseland, AB",,4039011134,,6709,,,,https://www.speargrass.ca,https://www.golfcanada.ca/golf-facility/speargrass-golf-course-en/
,18,"https://www.google.com/maps/place/PO Box 215  Owen Sound,ON N4K 5P3",,Public,Par 71,,"Owen Sound, ON",,(519) 376-4649,,6010,,,,,https://www.golfcanada.ca/golf-facility/scenic-city-golf-course-en/
18,,,"https://www.google.com/maps/place/PO Box 215  Owen Sound,ON N4K 5P3",,,"Owen Sound, ON",,Par 71,,,,Public,(519) 376-4649,6010,,https://www.golfcanada.ca/fr/golf-facility/scenic-city-golf-course-fr/
,9,"https://www.google.com/maps/place/Eagle Point Box 1349  La Ronge,SK S0J 1L0",,Public,Par 70,,"La Ronge, SK",,(250) 573-5547,,6180,,,,,https://www.golfcanada.ca/golf-facility/eagle-point-resort-en/
,18,"https://www.google.com/maps/place/321 Scarborough Golf Club Road 321 Scarborough Golf Club Road Toronto,ON M1J 3H2",,Private,Par 71,,"Toronto, ON",,(416) 266-4546,,6476,,,,,https://www.golfcanada.ca/golf-facility/scarboro-golf-country-club-en/
,18,"https://www.google.com/maps/place/3790 Lakeshore Rd  Camlachie,ON N0N 1E0",,Public,Par 71,,"Camlachie, ON",,(888) 729-6455,,6273,,,,https://www.sawmill-creek.com,https://www.golfcanada.ca/golf-facility/sawmill-creek-golf-resort-spa-en/
,12,"https://www.google.com/maps/place/2035 Eagle Lake Rd  South River,ON P0A 1X0",,Semi-private,Par —,,"South River, ON",,—,,—,,,,https://www.eaglelakegolf.ca,https://www.golfcanada.ca/golf-facility/eagle-lake-golf-course-en/
,18,"https://www.google.com/maps/place/16-2960 Tranquille Road  Kamloops,BC V2B 8B6",,Semi-private,Par 72,,"Kamloops, BC",,(250) 376-8020,,6738,,,,https://www.KamloopsGolfClub.com,https://www.golfcanada.ca/golf-facility/kamloops-golf-country-club-ltd-en/
,18,"https://www.google.com/maps/place/Highway 34  Debolt,AB T0H 0Y0",,Public,Par 72,,"Debolt, AB",,4039572150,,6182,,,,,https://www.golfcanada.ca/golf-facility/debolt-golf-course-en/
,27,"https://www.google.com/maps/place/149 Catamount Road  Indian Mountain,NB E1G 3A7",,Semi-private,Par 72,,"Indian Mountain, NB",,—,,6765,,,,,https://www.golfcanada.ca/golf-facility/country-meadows-golf-club-en/
,18,"https://www.google.com/maps/place/R.R. # 3  Clinton,ON N0M 1L0",,Public,Par 72,,"Clinton, ON",,(519) 482-7144,,6546,,,,,https://www.golfcanada.ca/golf-facility/woodlands-links-ltd-en/
,18,"https://www.google.com/maps/place/92, Route 329  Saint-Donat-de-Montcalm,QC J0T 2C0",,Public,Par 72,,"Saint-Donat-de-Montcalm, QC",,819-424-2658,,6091,,,,https://stdonat.golf,https://www.golfcanada.ca/golf-facility/st-donat-club-de-golf-en/
,18,T8T 0C6,,Public,Par —,,—,,—,,—,,,,,https://www.golfcanada.ca/golf-facility/terrae-pines-golf-and-country-club-en/
,18,"https://www.google.com/maps/place/210178 64th Street W  Foothills,AB T1S 5G5",,Semi-private,Par 72,,"Foothills, AB",,(403) 201-5505,,7167,,,,https://www.sirocco.ca,https://www.golfcanada.ca/golf-facility/sirocco-golf-club-en/
,18,"https://www.google.com/maps/place/3845 Middle Rd  Bowmanville,ON L1C 3K8",,Public,Par 72,,"Bowmanville, ON",,(905) 623-2670,,6200,,,,https://www.bowmanvillegolf.ca,https://www.golfcanada.ca/golf-facility/bowmanville-golf-country-club-en/
,18,"https://www.google.com/maps/place/PO Box 375  Fox Creek,AB T0H 1P0",,Public,Par 72,,"Fox Creek, AB",,(780) 622-3343,,6766,,,,https://www.foxcreek.ca,https://www.golfcanada.ca/golf-facility/silver-birch-golf-club-en/
,18,"https://www.google.com/maps/place/3421 McNutt Road  Barrie,ON L4M 4Y8",,Semi-private,Par 72,,"Barrie, ON",,1-888-833-8787,,6311,,,,,https://www.golfcanada.ca/golf-facility/settlers-ghost-golf-club-en/
,18,"https://www.google.com/maps/place/PO Box 742 E Downing Drive Lanigan,SK S0K 2M0",,Public,Par 0,,"Lanigan, SK",,(306) 365-3080,,0,,,,,https://www.golfcanada.ca/golf-facility/lanigan-golf-country-club-en/
,18,"https://www.google.com/maps/place/Po Box 1024  Jasper,AB T0E 1E0",,Public,Par 71,,"Jasper, AB",,(780) 852-6090,,6663,,,,https://www.fairmont.com,https://www.golfcanada.ca/golf-facility/jasper-park-golf-club-en/
,18,"https://www.google.com/maps/place/1150 Sunset Drive  Fort Erie,ON L2A 5M4",,Semi-private,Par 57,,"Fort Erie, ON",,—,,3023,,,,,https://www.golfcanada.ca/golf-facility/fort-erie-golf-club-en/
,18,"https://www.google.com/maps/place/12000 Chemin Saint-Roch  Sorel-Tracy,QC J3R 5E8",,Semi-private,Par 72,,"Sorel-Tracy, QC",,(450) 743-7922,,6709,,,,https://www.golflesdunes.com,https://www.golfcanada.ca/golf-facility/dunes-club-de-golf-les-en/
,27,"https://www.google.com/maps/place/RR#2, Bruce Road #3  Port Elgin,ON N0H 2C6",,Semi-private,,,"Port Elgin, ON",,(519) 389-4031,,,,,,,https://www.golfcanada.ca/golf-facility/saugeen-golf-club-en/
27,,,"https://www.google.com/maps/place/RR#2, Bruce Road #3  Port Elgin,ON N0H 2C6",,,"Port Elgin, ON",,,,,,Semi-privé,(519) 389-4031,,,https://www.golfcanada.ca/fr/golf-facility/saugeen-golf-club-fr/
,18,P0P 1P0,,Public,Par —,,—,,—,,—,,,,,https://www.golfcanada.ca/golf-facility/sauble-river-golf-country-club-en/
,18,N0H 2G0,,Public,Par —,,—,,—,,—,,,,,https://www.golfcanada.ca/golf-facility/sauble-golf-club-en/
,18,"https://www.google.com/maps/place/5725 Black Gold Drive  Leduc,AB T9E 8C4",,Public,Par 71,,"Leduc, AB",,(780) 986-8009,,6658,,,,https://www.leducgolf.com,https://www.golfcanada.ca/golf-facility/leduc-golf-country-club-en/
,18,"https://www.google.com/maps/place/865 Cartwright St. West  Saskatoon,SK S7T 1B1",,Private,Par 72,,"Saskatoon, SK",,(306) 931-0022,,6930,,,,https://www.saskatoongcc.com,https://www.golfcanada.ca/golf-facility/saskatoon-golf-country-club-en/
,9,"https://www.google.com/maps/place/1133 4 St E  Bow Island,AB T0K 0G0",,Public,Par 72,,"Bow Island, AB",,(403) 545-6111,,6100,,,,https://www.bowislandgolf.ca,https://www.golfcanada.ca/golf-facility/bow-island-jubilee-golf-club-en/
,27,"https://www.google.com/maps/place/Box 10  Stouffville,ON L4A 7Z4",,Semi-private,Par 72,,"Stouffville, ON",,(905) 640-4882,,6625,,,,,https://www.golfcanada.ca/golf-facility/royal-stouffville-golf-course-en/
,18,"https://www.google.com/maps/place/401 Royal Oaks Blvd  Moncton,NB E1H 0A2",,Public,Par 72,,"Moncton, NB",,506-388-6257,,7103,,,,https://www.royaloaks.ca,https://www.golfcanada.ca/golf-facility/royal-oaks-golf-club-en/
,9,"https://www.google.com/maps/place/Ditson Dr  Kindersley,SK S0L 1S0",,Public,Par 72,,"Kindersley, SK",,3064632788,,6194,,,,,https://www.golfcanada.ca/golf-facility/kindersley-regional-park-golf-club-en/
,18,"https://www.google.com/maps/place/46343 Talbot Line  St. Thomas,ON N5P 3S7",,Public,Par 71,,"St. Thomas, ON",,519-773-2911,,5801,,,,,https://www.golfcanada.ca/golf-facility/iron-creek-golf-club-en/
,18,"https://www.google.com/maps/place/Box 22010, GCPO  Cambridge,ON N1R 8E3",,Private,Par 70,,"Cambridge, ON",,(519) 621-7020,,6188,,,,,https://www.golfcanada.ca/golf-facility/galt-country-club-en/
,18,"https://www.google.com/maps/place/Highway 33, PO Box 185  Fillmore,SK S0G 1N0",,Public,Par —,,"Fillmore, SK",,(306) 722-3330,,—,,,,,https://www.golfcanada.ca/golf-facility/fillmore-33-golf-club-en/
,9,"https://www.google.com/maps/place/975 Onion Lake Rd  Thunder Bay,ON P7G 2C3",,Public,Par 72,,"Thunder Bay, ON",,(807) 768-8633,,6610,,,,,https://www.golfcanada.ca/golf-facility/dragon-hills-golf-club-en/
,18,"https://www.google.com/maps/place/W Valley Rd W Valley Rd Corner Brook,NL A2H 7S8",,Public,Par 70,,"Corner Brook, NL",,(709) 634-5550,,5729,,,,https://www.blomidongolf.com,https://www.golfcanada.ca/golf-facility/blomidon-golf-club-en/
,18,"https://www.google.com/maps/place/2601 Recplace Drive  Prince George,BC V2N 0G2",,Public,Par 70,,"Prince George, BC",,(250) 563-0357,,6391,,,,https://www.pggolfandcurling.com,https://www.golfcanada.ca/golf-facility/prince-george-golf-curling-club-en/
,18,"https://www.google.com/maps/place/13054 Lakeshore Road  Wainfleet,ON L0S 1V0",,Public,Par —,,"Wainfleet, ON",,289-821-6888,,—,,,,,https://www.golfcanada.ca/golf-facility/long-beach-country-club-en/
,18,"https://www.google.com/maps/place/29, route 275 N  Frampton,QC G0R 1M0",,Public,Par 71,,"Frampton, QC",,(418) 479-5589,,6085,,,,https://www.golfdorchester.com,https://www.golfcanada.ca/golf-facility/dorchester-club-de-golf-en/
,27,"https://www.google.com/maps/place/PO Box 6068  Innisfail,AB T4G 1S7",,Semi-private,,,"Innisfail, AB",,4032273444,,,,,,https://www.innisfailgolf.ab.ca,https://www.golfcanada.ca/golf-facility/innisfail-golf-club-en/
,18,"https://www.google.com/maps/place/705 Pontypool Rd  Pontypool,ON L0A 1K0",,Semi-private,Par 72,,"Pontypool, ON",,(705)932-4653,,6886,,,,,https://www.golfcanada.ca/golf-facility/black-diamond-golf-club-en/
,27,"https://www.google.com/maps/place/53541 Range Rd. 232  Sherwood Park,AB T8A 4V2",,Public,,,"Sherwood Park, AB",,7804494911,,,,,,https://www.thelegends.ca/legendsmenu.html,https://www.golfcanada.ca/golf-facility/the-legends-golf-country-club-en/
27,,,"https://www.google.com/maps/place/53541 Range Rd. 232  Sherwood Park,AB T8A 4V2",,,"Sherwood Park, AB",,,,https://www.thelegends.ca/legendsmenu.html,,Public,7804494911,,,https://www.golfcanada.ca/fr/golf-facility/the-legends-golf-country-club-fr/
,18,"https://www.google.com/maps/place/2130 Route 760  Tabusintac,NB E9H 1Z5",,Public,Par 72,,"Tabusintac, NB",,(506) 779-4653,,6800,,,,,https://www.golfcanada.ca/golf-facility/tabusintac-reg-golf-and-country-club-en/
,9,"https://www.google.com/maps/place/1719 Vincent Massey Dr 1719 Vincent Massey Dr Cornwall,ON K6H 5R6",,Public,Par —,,"Cornwall, ON",,613-932-8255,,—,,,,,https://www.golfcanada.ca/golf-facility/archies-family-golf-centre-en/
9,,,"https://www.google.com/maps/place/1719 Vincent Massey Dr 1719 Vincent Massey Dr Cornwall,ON K6H 5R6",,,"Cornwall, ON",,Par —,,,,Public,613-932-8255,—,,https://www.golfcanada.ca/fr/golf-facility/archies-family-golf-centre-fr/
,18,"https://www.google.com/maps/place/400 Chemin Compton  Bromont,QC J2L 1E9",,Public,Par 72,,"Bromont, QC",,(450) 534-4653,,6782,,,,https://www.royalbromot.com,https://www.golfcanada.ca/golf-facility/royal-bromont-club-de-golf-le-en/
,18,"https://www.google.com/maps/place/120 Highway #2 - RR #4  Souris,PE C0A 2B0",,Public,Par 35,,"Souris, PE",,(902) 687-1586,,35,,,,https://www.rollobaygreens.com,https://www.golfcanada.ca/golf-facility/rollo-bay-greens-en/
18,,,"https://www.google.com/maps/place/120 Highway #2 - RR #4  Souris,PE C0A 2B0",,,"Souris, PE",,Par 35,,https://www.rollobaygreens.com,,Public,(902) 687-1586,35,,https://www.golfcanada.ca/fr/golf-facility/rollo-bay-greens-fr/
,18,"https://www.google.com/maps/place/35997 McKee Road  Abbotsford,BC V3G 2L6",,Semi-private,Par 70,,"Abbotsford, BC",,(604) 859-6388,,6207,,,,https://www.ledgeviewgolf.com,https://www.golfcanada.ca/golf-facility/ledgeview-golf-club-en/
,18,"https://www.google.com/maps/place/PO Box 1000  Willowbunch,SK S0H 4K0",,Public,Par 72,,"Willowbunch, SK",,(306) 473-2852,,6402,,,,,https://www.golfcanada.ca/golf-facility/willow-bunch-golf-club-en/
,36,"https://www.google.com/maps/place/3700 Rue Damien-Gauthier  Montreal,QC H1A 5T4",,Semi-private,,,"Montreal, QC",,(514) 642-1333,,,,,,https://www.cgimgolf.com,https://www.golfcanada.ca/golf-facility/ile-de-montreal-club-de-golf-de-l-en/
,9,"https://www.google.com/maps/place/Club Drive, PO Box 278  Nobleford,AB T0L 1S0",,Public,Par 72,,"Nobleford, AB",,(403) 824-3588,,6860,,,,,https://www.golfcanada.ca/golf-facility/keho-park-golf-club-en/
,18,"https://www.google.com/maps/place/643 Salmonier Line Route 90 South Holyrood,NL A0A 2R0",,Public,Par 72,,"Holyrood, NL",,7092299453,,6772,,,,https://www.thewilds.ca,https://www.golfcanada.ca/golf-facility/the-wilds-golf-resort-en/
,27,"https://www.google.com/maps/place/7200 Disputed Road  La Salle,ON N9A 6Z6",,Public,,,"La Salle, ON",,(519) 972-1177,,,,,,https://www.sevenlakesgolf.com,https://www.golfcanada.ca/golf-facility/seven-lakes-championship-golf-en/
27,,,"https://www.google.com/maps/place/7200 Disputed Road  La Salle,ON N9A 6Z6",,,"La Salle, ON",,,,https://www.sevenlakesgolf.com,,Public,(519) 972-1177,,,https://www.golfcanada.ca/fr/golf-facility/seven-lakes-championship-golf-fr/
,18,"https://www.google.com/maps/place/1901 Mount Pleasant Road  Toronto,ON M4N 2W3",,Public,Par 71,,"Toronto, ON",,(416) 485-9321,,6525,,,,,https://www.golfcanada.ca/golf-facility/rosedale-golf-club-en/
,18,"https://www.google.com/maps/place/1000 Clubhouse Dr  Kamloops,BC V2H 1T9",,Public,Par 72,,"Kamloops, BC",,(250) 571-7888,,6870,,,,"https://www.golfbighorn,ca",https://www.golfcanada.ca/golf-facility/bighorn-golf-country-club-en/
,36,"https://www.google.com/maps/place/1849 Old Highway 2  Belleville,ON K8N 4Z2",,Semi-private,,,"Belleville, ON",,6139687404,,,,,,https://bayofquintegolf.com,https://www.golfcanada.ca/golf-facility/bay-of-quinte-golf-country-club-en/
,18,"https://www.google.com/maps/place/PO Box 1563  Moosomin,SK S0G 3N0",,Public,Par 72,,"Moosomin, SK",,(306) 435-3511,,5904,,,,,https://www.golfcanada.ca/golf-facility/pipestone-hills-golf-club-en/
,36,"https://www.google.com/maps/place/150, rue Les Peupliers  Laval-sur-le-Lac,QC H7R 1G4",,Private,,,"Laval-sur-le-Lac, QC",,4506270408,,,,,,https://www.cslll.ca,https://www.golfcanada.ca/golf-facility/le-club-laval-sur-le-lac-en/
18,,,"https://www.google.com/maps/place/65 Goulard Road  Sturgeon Falls,ON P2B 2R7",,,"Sturgeon Falls, ON",,Par 70,,https://www.laurentidegolfclub.com,,Public,—,6058,,https://www.golfcanada.ca/fr/golf-facility/laurentide-golf-club-fr/
,18,"https://www.google.com/maps/place/300 Rue des Cedres  Sainte-Sophie,QC J0R 1S0",,Public,Par 71,,"Sainte-Sophie, QC",,450-431-0503,,6616,,,,,https://www.golfcanada.ca/golf-facility/val-des-lacs-club-de-golf-en/
,18,"https://www.google.com/maps/place/65 Goulard Road  Sturgeon Falls,ON P2B 2R7",,Public,Par 70,,"Sturgeon Falls, ON",,—,,6058,,,,https://www.laurentidegolfclub.com,https://www.golfcanada.ca/golf-facility/laurentide-golf-club-en/
,18,"https://www.google.com/maps/place/PO Box 2122  Humboldt,SK S0K 2A0",,Public,Par 72,,"Humboldt, SK",,(306) 682-2833,,6513,,,,https://www.humboldtgolfclub.ca,https://www.golfcanada.ca/golf-facility/humboldt-golf-club-en/
,18,"https://www.google.com/maps/place/PO Box 2229 HIghway 5 Kamsack,SK S0A 1S0",,Public,Par 36,,"Kamsack, SK",,(306) 542-3741,,2863,,,,,https://www.golfcanada.ca/golf-facility/kamsack-riverside-golf-club-en/
,18,"https://www.google.com/maps/place/12808 Warden Ave  Whitchurch-Stouffville,ON L4A 7X5",,Public,,,"Whitchurch-Stouffville, ON",,(905) 888-1955,,,,,,,https://www.golfcanada.ca/golf-facility/bethesda-grange-rolling-hills-g-c-en/
,18,—,,Public,Par 70,,"Rivers, MB",,204-328-7122,,6048,,,,,https://www.golfcanada.ca/golf-facility/riverdale-golf-country-club-en/
,9,"https://www.google.com/maps/place/Box 444  Ponteix,SK S0N 1Z0",,Public,Par 66,,"Ponteix, SK",,(306) 625-3882,,4970,,,,,https://www.golfcanada.ca/golf-facility/ponteix-golf-club-en/
,18,"https://www.google.com/maps/place/P.O. Box 809, 4252 County Road  Haliburton,ON K0M 1S0",,Public,Par 71,,"Haliburton, ON",,(705) 457-1800,,5797,,,,https://www.pinestone-resort.com/golf,https://www.golfcanada.ca/golf-facility/pinestone-resort-conference-centre-en/
18,,,"https://www.google.com/maps/place/P.O. Box 809, 4252 County Road  Haliburton,ON K0M 1S0",,,"Haliburton, ON",,Par 71,,https://www.pinestone-resort.com/golf,,Public,(705) 457-1800,5797,,https://www.golfcanada.ca/fr/golf-facility/pinestone-resort-conference-centre-fr/
,18,"https://www.google.com/maps/place/100 Rue Balmoral  Morin-Heights,QC J0R 1H0",,Public,Par 72,,"Morin-Heights, QC",,(450) 226-5656,,6298,,,,https://www.lebalmoral.com,https://www.golfcanada.ca/golf-facility/balmoral-club-de-golf-en/
,27,"https://www.google.com/maps/place/8380 Fairlane Road, RR #1  Listowel,ON N4W 3G6",,Semi-private,,,"Listowel, ON",,(519) 291-2500,,,,,,,https://www.golfcanada.ca/golf-facility/listowel-golf-club-en/
,18,"https://www.google.com/maps/place/6706 Alberta Street  Vancouver,BC V3K 3M6",,Public,Par 71,,"Vancouver, BC",,(604) 713-1816,,6058,,,,https://www.city.vancouver.bc.ca/parks/golf/langara/index.htm,https://www.golfcanada.ca/golf-facility/langara-golf-club-en/
,18,"https://www.google.com/maps/place/PO Box 52094  Edmonton,AB T6G 2T5",,Private,Par 70,,"Edmonton, AB",,(780) 391-8405,,6740,,,,https://www.mayfair.ca,https://www.golfcanada.ca/golf-facility/royal-mayfair-golf-club-en/
,—,H9C 1H2,,Public,,,"L'Ile-Bizard,",,5146964653,,,,,,https://www.golfstraphael.ca,https://www.golfcanada.ca/golf-facility/saint-raphael-club-de-golf-en/
,9,"https://www.google.com/maps/place/21 Airport Road  Deer Lake,NL A8A 1A4",,Public,Par 72,,"Deer Lake, NL",,709-635-5955,,6212,,,,https://www.humberrivergolfclub.com,https://www.golfcanada.ca/golf-facility/humber-river-golf-club-en/
,18,"https://www.google.com/maps/place/18 Hagan Rd.  Scotland,ON N0E 1R0",,Public,Par 70,,"Scotland, ON",,—,,6172,,,,,https://www.golfcanada.ca/golf-facility/fescues-edge-golf-club-en/
,18,"https://www.google.com/maps/place/455 Kennedy Drive West  Windsor,ON N9G 1S8",,Public,Par 72,,"Windsor, ON",,(519) 969-3810,,6895,,,,,https://www.golfcanada.ca/golf-facility/roseland-golf-curling-club-en/
,9,"https://www.google.com/maps/place/MB-347  Souris,MB R0K 2C0",,Public,Par 70,,"Souris, MB",,(204) 483-2956,,6224,,,,,https://www.golfcanada.ca/golf-facility/souris-glenwood-golf-club-inc-en/
9,,,"https://www.google.com/maps/place/MB-347  Souris,MB R0K 2C0",,,"Souris, MB",,Par 70,,,,Public,(204) 483-2956,6224,,https://www.golfcanada.ca/fr/golf-facility/souris-glenwood-golf-club-inc-fr/
,18,"https://www.google.com/maps/place/30 River Road  St. Andrews,MB R1A 2V1",,Semi-private,Par 70,,"St. Andrews, MB",,(204) 334-2107,,6181,,,,https://www.larters.com,https://www.golfcanada.ca/golf-facility/larters-at-st-andrews-golf-and-country-club-en/
